2025-05-07 16:26:14,962 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_topk', visual_dir='./visual/machine/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 16:26:14,962 - INFO - 当前评分模式: ['range_ratio']
2025-05-07 16:26:14,962 - INFO - 
==================================================
2025-05-07 16:26:14,962 - INFO - 开始执行网格搜索...
2025-05-07 16:26:14,968 - INFO - [machine-1-1] Starting grid search...
2025-05-07 16:27:07,292 - INFO - [machine-1-1.txt] mode=range_ratio, topk=1, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:14,560 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:14,560 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:14,560 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:14,560 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:14,560 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:14,561 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:14,561 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:22,124 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:22,125 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:22,377 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:28,827 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:28,828 - INFO - [machine-1-1.txt] mode=range_ratio, topk=5, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:28,828 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:28,828 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:35,424 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:40,511 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:40,511 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:40,511 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,629 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,629 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,629 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,630 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,630 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,630 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,630 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,630 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,630 - INFO - [machine-1-1.txt] mode=range_ratio, topk=6, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,630 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:46,630 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:55,755 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:55,755 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:28:55,756 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:01,991 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:07,881 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:07,881 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:07,881 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:07,881 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:07,881 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:14,699 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:14,700 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:16,744 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:16,744 - INFO - [machine-1-1.txt] mode=range_ratio, topk=7, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:16,744 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:16,745 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:16,745 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,400 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,400 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,401 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,401 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,401 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,401 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,401 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,401 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,402 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:21,402 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:29,626 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:29,627 - INFO - [machine-1-1.txt] mode=range_ratio, topk=8, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:29,627 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:29,627 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,896 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,897 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,897 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,897 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,897 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,897 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,898 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,898 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,898 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,898 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:32,898 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:34,515 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:34,516 - INFO - [machine-1-1.txt] mode=range_ratio, topk=9, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:29:34,629 - INFO - [machine-1-7] Starting grid search...
2025-05-07 16:30:14,456 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=0.0, P=0.4393, R=0.9462, F1=0.6000
2025-05-07 16:30:25,390 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=0.5, P=0.4388, R=0.9385, F1=0.5980
2025-05-07 16:30:25,390 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=1.0, P=0.4449, R=0.9308, F1=0.6020
2025-05-07 16:30:25,390 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=1.5, P=0.4474, R=0.9154, F1=0.6010
2025-05-07 16:30:32,971 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=2.0, P=0.4504, R=0.9077, F1=0.6020
2025-05-07 16:30:32,972 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=2.5, P=0.4475, R=0.8846, F1=0.5943
2025-05-07 16:30:32,972 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=3.0, P=0.4560, R=0.8769, F1=0.6000
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=3.5, P=0.4634, R=0.8769, F1=0.6064
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=4.0, P=0.4691, R=0.8769, F1=0.6113
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=4.5, P=0.4644, R=0.8538, F1=0.6016
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=5.0, P=0.4684, R=0.8538, F1=0.6049
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=5.5, P=0.4696, R=0.8308, F1=0.6000
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=6.0, P=0.4626, R=0.8077, F1=0.5882
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=6.5, P=0.4602, R=0.8000, F1=0.5843
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=1, threshold=7.0, P=0.4595, R=0.7846, F1=0.5795
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=0.0, P=0.4291, R=0.9538, F1=0.5919
2025-05-07 16:30:32,973 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=0.5, P=0.4291, R=0.9538, F1=0.5919
2025-05-07 16:30:33,712 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=1.0, P=0.4301, R=0.9462, F1=0.5913
2025-05-07 16:30:33,712 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=1.5, P=0.4276, R=0.9308, F1=0.5860
2025-05-07 16:30:33,712 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=2.0, P=0.4368, R=0.9308, F1=0.5946
2025-05-07 16:30:33,712 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=2.5, P=0.4343, R=0.9154, F1=0.5891
2025-05-07 16:30:33,712 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=3.0, P=0.4457, R=0.9154, F1=0.5995
2025-05-07 16:30:33,713 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=3.5, P=0.4508, R=0.9154, F1=0.6041
2025-05-07 16:30:33,713 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=4.0, P=0.4559, R=0.9154, F1=0.6087
2025-05-07 16:30:34,123 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=4.5, P=0.4514, R=0.8923, F1=0.5995
2025-05-07 16:30:34,124 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=5.0, P=0.4471, R=0.8769, F1=0.5922
2025-05-07 16:30:34,124 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=5.5, P=0.4560, R=0.8769, F1=0.6000
2025-05-07 16:30:34,245 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=6.0, P=0.4575, R=0.8692, F1=0.5995
2025-05-07 16:30:34,365 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=6.5, P=0.4593, R=0.8692, F1=0.6011
2025-05-07 16:30:34,415 - INFO - [machine-1-7.txt] mode=range_ratio, topk=2, threshold=7.0, P=0.4612, R=0.8692, F1=0.6027
2025-05-07 16:30:34,415 - INFO - [machine-1-7.txt] mode=range_ratio, topk=3, threshold=0.0, P=0.4051, R=0.9692, F1=0.5714
2025-05-07 16:30:34,416 - INFO - [machine-1-7.txt] mode=range_ratio, topk=3, threshold=0.5, P=0.4065, R=0.9692, F1=0.5727
2025-05-07 16:30:34,416 - INFO - [machine-1-7.txt] mode=range_ratio, topk=3, threshold=1.0, P=0.4228, R=0.9692, F1=0.5888
2025-05-07 16:30:34,416 - INFO - [machine-1-7.txt] mode=range_ratio, topk=3, threshold=1.5, P=0.4237, R=0.9615, F1=0.5882
2025-05-07 16:30:34,416 - INFO - [machine-1-7.txt] mode=range_ratio, topk=3, threshold=2.0, P=0.4232, R=0.9538, F1=0.5863
2025-05-07 16:30:34,416 - INFO - [machine-1-7.txt] mode=range_ratio, topk=3, threshold=2.5, P=0.4251, R=0.9385, F1=0.5851
2025-05-07 16:30:44,078 - INFO - [machine-1-7.txt] mode=range_ratio, topk=3, threshold=3.0, P=0.4342, R=0.9385, F1=0.5937
