2025-04-18 14:04:49,779 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-18 14:04:49,779 - INFO - 当前评分模式: ['deviation']
2025-04-18 14:04:49,779 - INFO - 
==================================================
2025-04-18 14:04:49,779 - INFO - 开始执行网格搜索...
2025-04-18 14:04:49,780 - INFO - [omi-12] Starting grid search...
2025-04-18 14:04:52,421 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 14:05:24,837 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,838 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,838 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,838 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,843 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,843 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,980 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,981 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,981 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,981 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,982 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,982 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:24,982 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:05:25,030 - INFO - [omi-10] Starting grid search...
2025-04-18 14:05:29,938 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=0.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,115 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=0.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,116 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=1.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,116 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=1.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,116 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=2.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,116 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=2.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,116 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=3.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,216 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=3.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,217 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=4.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,217 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=4.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,218 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=5.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,218 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=5.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,218 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=6.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,218 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=6.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,218 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=7.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-18 14:05:30,267 - INFO - [omi-4] Starting grid search...
2025-04-18 14:05:34,667 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=0.0, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=0.5, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=1.0, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=1.5, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=2.0, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=2.5, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=3.0, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=3.5, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=4.0, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=4.5, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,668 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=5.0, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,669 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=5.5, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,669 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=6.0, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,669 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=6.5, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,669 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=7.0, P=0.7952, R=0.9851, F1=0.8800
2025-04-18 14:05:34,718 - INFO - [omi-3] Starting grid search...
2025-04-18 14:05:39,029 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=0.0, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,030 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=0.5, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,400 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=1.0, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,400 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=1.5, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,401 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=2.0, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,401 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=2.5, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,401 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=3.0, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,401 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=3.5, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,401 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=4.0, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,401 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=4.5, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,401 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=5.0, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,401 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=5.5, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,953 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=6.0, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,954 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=6.5, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:39,954 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=7.0, P=0.7738, R=0.8333, F1=0.8025
2025-04-18 14:05:40,004 - INFO - 
==================================================
