2025-05-07 11:59:41,167 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-05-07 11:59:41,167 - INFO - 当前评分模式: ['deviation']
2025-05-07 11:59:41,167 - INFO - 
==================================================
2025-05-07 11:59:41,167 - INFO - 开始执行网格搜索...
2025-05-07 11:59:41,169 - INFO - [omi-12] Starting grid search...
2025-05-07 11:59:43,992 - INFO - [omi-12.txt] mode=deviation, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:59:47,765 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=6.5, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,769 - INFO - [omi-1.txt] mode=deviation, all=None, threshold=7.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 11:59:47,811 - INFO - [omi-5] Starting grid search...
2025-05-07 11:59:51,710 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=0.0, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=0.5, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=1.0, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=1.5, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=2.0, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=2.5, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=3.0, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=3.5, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=4.0, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=4.5, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=5.0, P=0.4537, R=1.0000, F1=0.6242
2025-05-07 11:59:51,711 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=5.5, P=0.4579, R=1.0000, F1=0.6282
2025-05-07 11:59:51,712 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=6.0, P=0.4579, R=1.0000, F1=0.6282
2025-05-07 11:59:51,712 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=6.5, P=0.4571, R=0.9796, F1=0.6234
2025-05-07 11:59:51,712 - INFO - [omi-5.txt] mode=deviation, all=None, threshold=7.0, P=0.4796, R=0.9592, F1=0.6395
2025-05-07 11:59:51,760 - INFO - [omi-6] Starting grid search...
2025-05-07 11:59:55,302 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=0.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,304 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=0.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,304 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=1.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,304 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=1.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,338 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=2.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,338 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=2.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,347 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=3.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,512 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=3.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,512 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=4.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,512 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=4.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,513 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=5.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,576 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=5.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,576 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=6.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,576 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=6.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,576 - INFO - [omi-6.txt] mode=deviation, all=None, threshold=7.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:59:55,628 - INFO - [omi-7] Starting grid search...
2025-05-07 11:59:59,085 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=0.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,199 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=0.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,199 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=1.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,199 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=1.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,199 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=2.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,199 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=2.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=3.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=3.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=4.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=4.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=5.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=5.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=6.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=6.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,200 - INFO - [omi-7.txt] mode=deviation, all=None, threshold=7.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:59:59,248 - INFO - [omi-9] Starting grid search...
2025-05-07 12:00:02,531 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,547 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,548 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,548 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,548 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,548 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,548 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,568 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,568 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,583 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,655 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,837 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,837 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,837 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,869 - INFO - [omi-9.txt] mode=deviation, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-05-07 12:00:02,913 - INFO - [omi-8] Starting grid search...
2025-05-07 12:00:06,190 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=0.0, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,222 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=0.5, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,222 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=1.0, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,222 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=1.5, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,243 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=2.0, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,244 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=2.5, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,244 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=3.0, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,445 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=3.5, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,446 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=4.0, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,446 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=4.5, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,446 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=5.0, P=0.3537, R=0.9355, F1=0.5133
2025-05-07 12:00:06,593 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=5.5, P=0.3816, R=0.9355, F1=0.5421
2025-05-07 12:00:06,593 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=6.0, P=0.3816, R=0.9355, F1=0.5421
2025-05-07 12:00:06,593 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=6.5, P=0.3816, R=0.9355, F1=0.5421
2025-05-07 12:00:06,593 - INFO - [omi-8.txt] mode=deviation, all=None, threshold=7.0, P=0.3816, R=0.9355, F1=0.5421
2025-05-07 12:00:06,639 - INFO - [omi-2] Starting grid search...
2025-05-07 12:00:10,064 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,065 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,065 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,154 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,243 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,243 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=2.5, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,244 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=3.0, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,244 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=3.5, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,244 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=4.0, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,244 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=4.5, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,244 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=5.0, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,244 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=5.5, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,244 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=6.0, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,244 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=6.5, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,245 - INFO - [omi-2.txt] mode=deviation, all=None, threshold=7.0, P=0.4559, R=1.0000, F1=0.6263
2025-05-07 12:00:10,292 - INFO - [omi-11] Starting grid search...
2025-05-07 12:00:13,867 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:13,984 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:13,985 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:13,985 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,030 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,030 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,030 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,030 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,030 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,030 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,031 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,031 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,031 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,031 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,031 - INFO - [omi-11.txt] mode=deviation, all=None, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-05-07 12:00:14,079 - INFO - [omi-10] Starting grid search...
2025-05-07 12:00:17,752 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=0.0, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,015 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=0.5, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,016 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=1.0, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,016 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=1.5, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,016 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=2.0, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,016 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=2.5, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,016 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=3.0, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,383 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=3.5, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,384 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=4.0, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,384 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=4.5, P=0.4444, R=0.9836, F1=0.6122
2025-05-07 12:00:18,384 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=5.0, P=0.4478, R=0.9836, F1=0.6154
2025-05-07 12:00:18,384 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=5.5, P=0.4724, R=0.9836, F1=0.6383
2025-05-07 12:00:18,384 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=6.0, P=0.4762, R=0.9836, F1=0.6417
2025-05-07 12:00:18,384 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=6.5, P=0.4800, R=0.9836, F1=0.6452
2025-05-07 12:00:18,384 - INFO - [omi-10.txt] mode=deviation, all=None, threshold=7.0, P=0.4839, R=0.9836, F1=0.6486
2025-05-07 12:00:18,439 - INFO - [omi-4] Starting grid search...
2025-05-07 12:00:21,991 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=0.0, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,208 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=0.5, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,208 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=1.0, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,208 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=1.5, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=2.0, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=2.5, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=3.0, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=3.5, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=4.0, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=4.5, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=5.0, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=5.5, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=6.0, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=6.5, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,209 - INFO - [omi-4.txt] mode=deviation, all=None, threshold=7.0, P=0.7952, R=0.9851, F1=0.8800
2025-05-07 12:00:22,258 - INFO - [omi-3] Starting grid search...
2025-05-07 12:00:26,263 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=0.0, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=0.5, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=1.0, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=1.5, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=2.0, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=2.5, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=3.0, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=3.5, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=4.0, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=4.5, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=5.0, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=5.5, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=6.0, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=6.5, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,264 - INFO - [omi-3.txt] mode=deviation, all=None, threshold=7.0, P=0.7738, R=0.8333, F1=0.8025
2025-05-07 12:00:26,311 - INFO - 
==================================================
