2025-04-15 23:28:03,236 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['strict_deviation'], use_topk=False, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkFalse', visual_dir='./visual/use_topkFalse', num_workers=4, gif_duration=500)
2025-04-15 23:28:03,236 - INFO - pearson correlation 取绝对值
2025-04-15 23:28:03,236 - INFO - 当前评分模式: ['strict_deviation']
2025-04-15 23:28:03,236 - INFO - 
==================================================
2025-04-15 23:28:03,236 - INFO - 开始执行网格搜索...
2025-04-15 23:28:03,240 - INFO - [omi-1] Starting grid search...
2025-04-15 23:28:06,575 - INFO - [omi-1.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 23:29:38,534 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:38,537 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:40,414 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:40,523 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:40,562 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:40,562 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:42,412 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:42,506 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:42,543 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:42,653 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:44,244 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:29:44,263 - INFO - [omi-9] Starting grid search...
2025-04-15 23:29:47,496 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:47,497 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:47,507 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:47,507 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:49,347 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:49,478 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:49,478 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:49,516 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:51,387 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:51,416 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:51,537 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:29:51,568 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
