2025-05-07 15:46:50,984 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_topk', visual_dir='./visual/machine/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 15:46:50,984 - INFO - 当前评分模式: ['mean_ratio']
2025-05-07 15:46:50,984 - INFO - 
==================================================
2025-05-07 15:46:50,984 - INFO - 开始执行网格搜索...
2025-05-07 15:46:50,994 - INFO - [machine-1-1] Starting grid search...
2025-05-07 15:47:38,492 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=1, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:00,286 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=5, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:00,287 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=5, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:02,130 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:02,130 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:04,150 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:04,152 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:04,152 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:04,530 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:06,949 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:06,949 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:06,950 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:06,950 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:06,950 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,639 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,639 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,640 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,640 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=6, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,640 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,640 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,640 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,640 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,775 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,776 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,776 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,776 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:07,896 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:09,544 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:09,544 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:09,544 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:09,545 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:10,039 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:10,040 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=7, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:10,847 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:10,848 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:10,848 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:38,391 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:39,845 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:41,558 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:42,207 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:45,329 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:45,330 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:45,331 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:46,542 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:47,748 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:48,881 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:49,897 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:50,334 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=8, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:50,335 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:51,559 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:51,560 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:51,560 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:51,634 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:51,634 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:51,635 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:51,635 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:51,635 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:52,181 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:52,182 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:52,183 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:52,183 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:52,183 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:52,183 - INFO - [machine-1-1.txt] mode=mean_ratio, topk=9, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:49:52,264 - INFO - [machine-1-7] Starting grid search...
2025-05-07 15:50:30,314 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=0.0, P=0.4393, R=0.9462, F1=0.6000
2025-05-07 15:50:30,969 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=0.5, P=0.4409, R=0.9462, F1=0.6015
2025-05-07 15:50:30,969 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=1.0, P=0.4436, R=0.9385, F1=0.6025
2025-05-07 15:50:33,785 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=1.5, P=0.4519, R=0.9385, F1=0.6100
2025-05-07 15:50:33,786 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=2.0, P=0.4535, R=0.9385, F1=0.6115
2025-05-07 15:50:33,786 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=2.5, P=0.4636, R=0.9308, F1=0.6189
2025-05-07 15:50:33,786 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=3.0, P=0.4648, R=0.9154, F1=0.6166
2025-05-07 15:50:33,786 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=3.5, P=0.4696, R=0.8923, F1=0.6154
2025-05-07 15:50:33,786 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=4.0, P=0.4746, R=0.8615, F1=0.6120
2025-05-07 15:50:33,786 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=4.5, P=0.4721, R=0.8462, F1=0.6061
2025-05-07 15:50:34,711 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=5.0, P=0.4721, R=0.8462, F1=0.6061
2025-05-07 15:50:34,712 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=5.5, P=0.4756, R=0.8231, F1=0.6028
2025-05-07 15:50:34,713 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=6.0, P=0.4796, R=0.8154, F1=0.6040
2025-05-07 15:50:34,713 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=6.5, P=0.4862, R=0.8154, F1=0.6092
2025-05-07 15:50:34,713 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=1, threshold=7.0, P=0.4953, R=0.8154, F1=0.6163
2025-05-07 15:50:34,713 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=0.0, P=0.4291, R=0.9538, F1=0.5919
2025-05-07 15:50:34,748 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=0.5, P=0.4291, R=0.9538, F1=0.5919
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=1.0, P=0.4351, R=0.9538, F1=0.5976
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=1.5, P=0.4397, R=0.9538, F1=0.6019
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=2.0, P=0.4413, R=0.9538, F1=0.6034
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=2.5, P=0.4505, R=0.9462, F1=0.6104
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=3.0, P=0.4498, R=0.9308, F1=0.6065
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=3.5, P=0.4583, R=0.9308, F1=0.6142
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=4.0, P=0.4574, R=0.9077, F1=0.6082
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=4.5, P=0.4591, R=0.9077, F1=0.6098
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=5.0, P=0.4609, R=0.9077, F1=0.6114
2025-05-07 15:50:34,749 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=5.5, P=0.4618, R=0.8846, F1=0.6069
2025-05-07 15:50:34,750 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=6.0, P=0.4637, R=0.8846, F1=0.6085
2025-05-07 15:50:34,750 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=6.5, P=0.4675, R=0.8846, F1=0.6117
2025-05-07 15:50:34,750 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=2, threshold=7.0, P=0.4708, R=0.8692, F1=0.6108
2025-05-07 15:50:34,750 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=3, threshold=0.0, P=0.4051, R=0.9692, F1=0.5714
2025-05-07 15:50:34,750 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=3, threshold=0.5, P=0.4051, R=0.9692, F1=0.5714
2025-05-07 15:50:34,750 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=3, threshold=1.0, P=0.4091, R=0.9692, F1=0.5753
2025-05-07 15:50:34,750 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=3, threshold=1.5, P=0.4091, R=0.9692, F1=0.5753
2025-05-07 15:50:34,750 - INFO - [machine-1-7.txt] mode=mean_ratio, topk=3, threshold=2.0, P=0.4091, R=0.9692, F1=0.5753
