2025-05-07 11:33:56,908 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 11:33:56,908 - INFO - 当前评分模式: ['mean_ratio']
2025-05-07 11:33:56,908 - INFO - 
==================================================
2025-05-07 11:33:56,908 - INFO - 开始执行网格搜索...
2025-05-07 11:33:56,909 - INFO - [omi-12] Starting grid search...
2025-05-07 11:33:59,768 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:03,848 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:03,848 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:03,848 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:03,848 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:03,848 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:03,977 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:04,645 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:04,645 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:04,645 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:06,133 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:06,133 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,134 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,622 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,622 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,622 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,685 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,685 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,686 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,686 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,687 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,960 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,961 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:06,961 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:06,962 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:06,962 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:06,962 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:06,962 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:06,962 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:06,962 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:07,099 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:07,099 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:07,100 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:07,101 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:07,717 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:07,717 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:07,717 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:07,884 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:07,959 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:07,959 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:08,089 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:08,090 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:09,387 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:09,387 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:09,387 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:10,448 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:10,449 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,449 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,449 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,450 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,451 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:10,451 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,602 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,603 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,603 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:11,603 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:34:11,603 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.6667, R=0.9500, F1=0.7835
2025-05-07 11:34:11,604 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.0, P=0.5893, R=0.8250, F1=0.6875
2025-05-07 11:34:11,605 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.5, P=0.5893, R=0.8250, F1=0.6875
2025-05-07 11:34:11,605 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.0, P=0.6346, R=0.8250, F1=0.7174
2025-05-07 11:34:11,605 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.5, P=0.6346, R=0.8250, F1=0.7174
2025-05-07 11:34:11,889 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.0, P=0.6346, R=0.8250, F1=0.7174
2025-05-07 11:34:11,889 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.5, P=0.6346, R=0.8250, F1=0.7174
2025-05-07 11:34:11,889 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.0, P=0.6346, R=0.8250, F1=0.7174
2025-05-07 11:34:11,890 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.5, P=0.6346, R=0.8250, F1=0.7174
2025-05-07 11:34:11,890 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.0, P=0.6471, R=0.8250, F1=0.7253
2025-05-07 11:34:11,890 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.5, P=0.6471, R=0.8250, F1=0.7253
2025-05-07 11:34:11,891 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.0, P=0.6471, R=0.8250, F1=0.7253
2025-05-07 11:34:12,146 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.5, P=0.6471, R=0.8250, F1=0.7253
