2025-04-18 13:38:54,932 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-18 13:38:54,932 - INFO - 当前评分模式: ['mean_ratio']
2025-04-18 13:38:54,933 - INFO - 
==================================================
2025-04-18 13:38:54,933 - INFO - 开始执行网格搜索...
2025-04-18 13:38:54,934 - INFO - [omi-12] Starting grid search...
2025-04-18 13:38:57,802 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:00,278 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:00,278 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:00,278 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.0, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:00,279 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:00,363 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:00,378 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:00,384 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:00,388 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:00,389 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:00,389 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,568 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:00,652 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:01,825 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:01,826 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:01,892 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:01,892 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:01,893 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.1, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:01,894 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:01,894 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:01,894 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:01,894 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:02,460 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:02,460 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:02,460 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:02,461 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:02,461 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:02,461 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:02,461 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:02,461 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:02,462 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:02,462 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:02,851 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:02,852 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:04,110 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:04,110 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:04,111 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:04,111 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:04,111 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:04,112 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:04,113 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:04,113 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:04,113 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,113 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,478 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:04,480 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,515 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,516 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,516 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,518 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,518 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:05,518 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:05,518 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:05,518 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:05,549 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:05,549 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:05,549 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:05,549 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,549 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,600 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,651 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,885 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:05,899 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:06,293 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:06,293 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.3, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:06,710 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:06,711 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:08,039 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:08,040 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:08,040 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,041 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,041 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,041 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:08,041 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,042 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,042 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,042 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,213 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,214 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,214 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,215 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,270 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,270 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,313 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,313 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,314 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,315 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:08,315 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:39:08,600 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:08,601 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:39:08,613 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,717 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,892 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:39:08,892 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:39:08,938 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,979 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,979 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,983 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:08,984 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:09,079 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:09,134 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:39:09,287 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:39:09,612 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.5, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:39:09,613 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.0, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:39:09,613 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:39:09,614 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.0, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:39:09,820 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:39:10,305 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.0, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:39:10,305 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:39:10,306 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.0, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:39:10,398 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.5, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:39:10,411 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.0, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:39:10,646 - INFO - [omi-12.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.5, P=0.6471, R=0.8250, F1=0.7253
