2025-04-17 17:43:03,982 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_topk', visual_dir='./visual/els/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-17 17:43:03,982 - INFO - 当前评分模式: ['mean_ratio']
2025-04-17 17:43:03,982 - INFO - 
==================================================
2025-04-17 17:43:03,982 - INFO - 开始执行网格搜索...
2025-04-17 17:43:03,985 - INFO - [els-1] Starting grid search...
2025-04-17 17:43:04,467 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=0.0, P=0.3200, R=0.2689, F1=0.2922
2025-04-17 17:43:04,940 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=2.7, P=0.3212, R=0.1849, F1=0.2347
2025-04-17 17:43:04,940 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=2.8, P=0.3259, R=0.1849, F1=0.2359
2025-04-17 17:43:04,940 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=2.9, P=0.3308, R=0.1849, F1=0.2372
2025-04-17 17:43:04,955 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.0, P=0.3281, R=0.1765, F1=0.2295
2025-04-17 17:43:04,955 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.1, P=0.3281, R=0.1765, F1=0.2295
2025-04-17 17:43:04,960 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.2, P=0.3307, R=0.1765, F1=0.2301
2025-04-17 17:43:04,960 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.3, P=0.3254, R=0.1723, F1=0.2253
2025-04-17 17:43:04,960 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.4, P=0.3280, R=0.1723, F1=0.2259
2025-04-17 17:43:04,974 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.5, P=0.3280, R=0.1723, F1=0.2259
2025-04-17 17:43:04,974 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.6, P=0.3280, R=0.1723, F1=0.2259
2025-04-17 17:43:04,974 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.7, P=0.3306, R=0.1723, F1=0.2265
2025-04-17 17:43:04,974 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.8, P=0.3361, R=0.1723, F1=0.2278
2025-04-17 17:43:04,974 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=3.9, P=0.3361, R=0.1723, F1=0.2278
2025-04-17 17:43:04,974 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.0, P=0.3250, R=0.1639, F1=0.2179
2025-04-17 17:43:04,974 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.1, P=0.3193, R=0.1597, F1=0.2129
2025-04-17 17:43:04,974 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.2, P=0.3220, R=0.1597, F1=0.2135
2025-04-17 17:43:04,979 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.3, P=0.3220, R=0.1597, F1=0.2135
2025-04-17 17:43:04,979 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.4, P=0.3103, R=0.1513, F1=0.2034
2025-04-17 17:43:04,979 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.5, P=0.3103, R=0.1513, F1=0.2034
2025-04-17 17:43:04,979 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.6, P=0.3103, R=0.1513, F1=0.2034
2025-04-17 17:43:04,979 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.7, P=0.3103, R=0.1513, F1=0.2034
2025-04-17 17:43:04,987 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.8, P=0.3097, R=0.1471, F1=0.1994
2025-04-17 17:43:05,026 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=4.9, P=0.3178, R=0.1429, F1=0.1971
2025-04-17 17:43:05,171 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.0, P=0.3235, R=0.1387, F1=0.1941
2025-04-17 17:43:05,171 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.1, P=0.3235, R=0.1387, F1=0.1941
2025-04-17 17:43:05,374 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.2, P=0.3235, R=0.1387, F1=0.1941
2025-04-17 17:43:05,375 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.3, P=0.3265, R=0.1345, F1=0.1905
2025-04-17 17:43:05,375 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.4, P=0.3265, R=0.1345, F1=0.1905
2025-04-17 17:43:05,375 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.5, P=0.3265, R=0.1345, F1=0.1905
2025-04-17 17:43:05,400 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.6, P=0.3299, R=0.1345, F1=0.1910
2025-04-17 17:43:05,400 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.7, P=0.3333, R=0.1345, F1=0.1916
2025-04-17 17:43:05,400 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.8, P=0.3404, R=0.1345, F1=0.1928
2025-04-17 17:43:05,400 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=5.9, P=0.3370, R=0.1303, F1=0.1879
2025-04-17 17:43:05,473 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.0, P=0.3372, R=0.1218, F1=0.1790
2025-04-17 17:43:05,473 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.1, P=0.3452, R=0.1218, F1=0.1801
2025-04-17 17:43:05,473 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.2, P=0.3452, R=0.1218, F1=0.1801
2025-04-17 17:43:05,476 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.3, P=0.3494, R=0.1218, F1=0.1807
2025-04-17 17:43:05,476 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.4, P=0.3580, R=0.1218, F1=0.1818
2025-04-17 17:43:05,477 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.5, P=0.3580, R=0.1218, F1=0.1818
2025-04-17 17:43:05,477 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.6, P=0.3625, R=0.1218, F1=0.1824
2025-04-17 17:43:05,477 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.7, P=0.3625, R=0.1218, F1=0.1824
2025-04-17 17:43:05,477 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.8, P=0.3671, R=0.1218, F1=0.1830
2025-04-17 17:43:05,477 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=6.9, P=0.3718, R=0.1218, F1=0.1835
2025-04-17 17:43:05,477 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=7.0, P=0.3766, R=0.1218, F1=0.1841
2025-04-17 17:43:05,477 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.0, P=0.3050, R=0.3319, F1=0.3179
2025-04-17 17:43:05,487 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.1, P=0.3074, R=0.3319, F1=0.3192
2025-04-17 17:43:05,487 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.2, P=0.3083, R=0.3277, F1=0.3177
2025-04-17 17:43:05,487 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.3, P=0.3083, R=0.3277, F1=0.3177
2025-04-17 17:43:05,564 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.4, P=0.3083, R=0.3277, F1=0.3177
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.5, P=0.3083, R=0.3277, F1=0.3177
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.6, P=0.3083, R=0.3277, F1=0.3177
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.7, P=0.3120, R=0.3277, F1=0.3197
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.8, P=0.3117, R=0.3235, F1=0.3175
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=0.9, P=0.3143, R=0.3235, F1=0.3188
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.0, P=0.3156, R=0.3235, F1=0.3195
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.1, P=0.3169, R=0.3235, F1=0.3202
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.2, P=0.3169, R=0.3235, F1=0.3202
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.3, P=0.3182, R=0.3235, F1=0.3208
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.4, P=0.3151, R=0.3151, F1=0.3151
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.5, P=0.3136, R=0.3109, F1=0.3122
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.6, P=0.3149, R=0.3109, F1=0.3129
2025-04-17 17:43:05,565 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.7, P=0.3162, R=0.3109, F1=0.3136
2025-04-17 17:43:05,589 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.8, P=0.3190, R=0.3109, F1=0.3149
2025-04-17 17:43:05,642 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=1.9, P=0.3190, R=0.3109, F1=0.3149
2025-04-17 17:43:05,642 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.0, P=0.3142, R=0.2983, F1=0.3060
2025-04-17 17:43:05,642 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.1, P=0.3125, R=0.2941, F1=0.3030
2025-04-17 17:43:05,642 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.2, P=0.3125, R=0.2941, F1=0.3030
2025-04-17 17:43:05,642 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.3, P=0.3125, R=0.2941, F1=0.3030
2025-04-17 17:43:05,642 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.4, P=0.3125, R=0.2941, F1=0.3030
2025-04-17 17:43:05,643 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.5, P=0.3211, R=0.2941, F1=0.3070
2025-04-17 17:43:05,670 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.6, P=0.3226, R=0.2941, F1=0.3077
2025-04-17 17:43:05,670 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.7, P=0.3226, R=0.2941, F1=0.3077
2025-04-17 17:43:05,670 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.8, P=0.3302, R=0.2941, F1=0.3111
2025-04-17 17:43:05,682 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=2.9, P=0.3268, R=0.2815, F1=0.3025
2025-04-17 17:43:05,682 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.0, P=0.3249, R=0.2689, F1=0.2943
2025-04-17 17:43:05,694 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.1, P=0.3249, R=0.2689, F1=0.2943
2025-04-17 17:43:05,694 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.2, P=0.3249, R=0.2689, F1=0.2943
2025-04-17 17:43:05,709 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.3, P=0.3214, R=0.2647, F1=0.2903
2025-04-17 17:43:05,711 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.4, P=0.3214, R=0.2647, F1=0.2903
2025-04-17 17:43:05,711 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.5, P=0.3214, R=0.2647, F1=0.2903
2025-04-17 17:43:05,711 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.6, P=0.3109, R=0.2521, F1=0.2784
2025-04-17 17:43:05,715 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.7, P=0.3125, R=0.2521, F1=0.2791
2025-04-17 17:43:05,720 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.8, P=0.3125, R=0.2521, F1=0.2791
2025-04-17 17:43:05,747 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=3.9, P=0.3141, R=0.2521, F1=0.2797
2025-04-17 17:43:05,751 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.0, P=0.3105, R=0.2479, F1=0.2757
2025-04-17 17:43:05,807 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.1, P=0.3105, R=0.2479, F1=0.2757
2025-04-17 17:43:05,894 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.2, P=0.3085, R=0.2437, F1=0.2723
2025-04-17 17:43:05,894 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.3, P=0.3085, R=0.2437, F1=0.2723
2025-04-17 17:43:05,894 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.4, P=0.3081, R=0.2395, F1=0.2695
2025-04-17 17:43:05,894 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.5, P=0.3081, R=0.2395, F1=0.2695
2025-04-17 17:43:05,894 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.6, P=0.2928, R=0.2227, F1=0.2530
2025-04-17 17:43:05,894 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.7, P=0.2944, R=0.2227, F1=0.2536
2025-04-17 17:43:05,896 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.8, P=0.2961, R=0.2227, F1=0.2542
2025-04-17 17:43:05,896 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=4.9, P=0.3011, R=0.2227, F1=0.2560
2025-04-17 17:43:05,915 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.0, P=0.3046, R=0.2227, F1=0.2573
2025-04-17 17:43:05,915 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.1, P=0.3046, R=0.2227, F1=0.2573
2025-04-17 17:43:05,915 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.2, P=0.3064, R=0.2227, F1=0.2579
2025-04-17 17:43:05,921 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.3, P=0.3059, R=0.2185, F1=0.2549
2025-04-17 17:43:05,923 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.4, P=0.3059, R=0.2185, F1=0.2549
2025-04-17 17:43:05,974 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.5, P=0.3095, R=0.2185, F1=0.2562
2025-04-17 17:43:05,974 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.6, P=0.3095, R=0.2185, F1=0.2562
2025-04-17 17:43:05,975 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.7, P=0.3091, R=0.2143, F1=0.2531
2025-04-17 17:43:05,997 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.8, P=0.3129, R=0.2143, F1=0.2544
2025-04-17 17:43:05,997 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=5.9, P=0.3129, R=0.2143, F1=0.2544
2025-04-17 17:43:05,998 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.0, P=0.3168, R=0.2143, F1=0.2556
2025-04-17 17:43:05,998 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.1, P=0.3168, R=0.2143, F1=0.2556
2025-04-17 17:43:05,998 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.2, P=0.3168, R=0.2143, F1=0.2556
2025-04-17 17:43:05,998 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.3, P=0.3187, R=0.2143, F1=0.2563
2025-04-17 17:43:06,010 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.4, P=0.3187, R=0.2143, F1=0.2563
2025-04-17 17:43:06,038 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.5, P=0.3187, R=0.2143, F1=0.2563
2025-04-17 17:43:06,083 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.6, P=0.3187, R=0.2143, F1=0.2563
2025-04-17 17:43:06,130 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.7, P=0.3187, R=0.2143, F1=0.2563
2025-04-17 17:43:06,131 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.8, P=0.3187, R=0.2143, F1=0.2563
2025-04-17 17:43:06,131 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=6.9, P=0.3187, R=0.2143, F1=0.2563
2025-04-17 17:43:06,131 - INFO - [els-1.txt] mode=mean_ratio, topk=1, threshold=7.0, P=0.3145, R=0.2101, F1=0.2519
2025-04-17 17:43:06,131 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.0, P=0.3013, R=0.3824, F1=0.3370
2025-04-17 17:43:06,131 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.1, P=0.3013, R=0.3824, F1=0.3370
2025-04-17 17:43:06,132 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.2, P=0.3033, R=0.3824, F1=0.3383
2025-04-17 17:43:06,132 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.3, P=0.3033, R=0.3824, F1=0.3383
2025-04-17 17:43:06,157 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.4, P=0.3033, R=0.3824, F1=0.3383
2025-04-17 17:43:06,158 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.5, P=0.3033, R=0.3824, F1=0.3383
2025-04-17 17:43:06,160 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.6, P=0.3033, R=0.3824, F1=0.3383
2025-04-17 17:43:06,160 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.7, P=0.3033, R=0.3824, F1=0.3383
2025-04-17 17:43:06,173 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.8, P=0.3030, R=0.3782, F1=0.3364
2025-04-17 17:43:06,182 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=0.9, P=0.3072, R=0.3782, F1=0.3390
2025-04-17 17:43:06,208 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.0, P=0.3082, R=0.3782, F1=0.3396
2025-04-17 17:43:06,208 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.1, P=0.3093, R=0.3782, F1=0.3403
2025-04-17 17:43:06,217 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.2, P=0.3093, R=0.3782, F1=0.3403
2025-04-17 17:43:06,234 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.3, P=0.3093, R=0.3782, F1=0.3403
2025-04-17 17:43:06,253 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.4, P=0.3103, R=0.3782, F1=0.3409
2025-04-17 17:43:06,299 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.5, P=0.3103, R=0.3782, F1=0.3409
2025-04-17 17:43:06,299 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.6, P=0.3103, R=0.3782, F1=0.3409
2025-04-17 17:43:06,350 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.7, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:06,351 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.8, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:06,351 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=1.9, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:06,351 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.0, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:06,425 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.1, P=0.3112, R=0.3739, F1=0.3397
2025-04-17 17:43:06,428 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.2, P=0.3112, R=0.3739, F1=0.3397
2025-04-17 17:43:06,428 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.3, P=0.3134, R=0.3739, F1=0.3410
2025-04-17 17:43:06,428 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.4, P=0.3145, R=0.3739, F1=0.3417
2025-04-17 17:43:06,428 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.5, P=0.3190, R=0.3739, F1=0.3443
2025-04-17 17:43:06,429 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.6, P=0.3200, R=0.3697, F1=0.3431
2025-04-17 17:43:06,470 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.7, P=0.3235, R=0.3697, F1=0.3451
