2025-05-07 19:07:31,107 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 19:07:31,108 - INFO - 当前评分模式: ['strict_deviation']
2025-05-07 19:07:31,108 - INFO - 
==================================================
2025-05-07 19:07:31,108 - INFO - 开始执行网格搜索...
2025-05-07 19:07:31,112 - INFO - [machine-1-1] Starting grid search...
2025-05-07 19:08:23,221 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:08:29,898 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:11,354 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:12,431 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:16,709 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,236 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,236 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,236 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,237 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,237 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,237 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,237 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,237 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,237 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,238 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,238 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:17,238 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,874 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,881 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,882 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,882 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,882 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,882 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:18,882 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:19,055 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:19,056 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:19,056 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:20,732 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:09:21,127 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:08,507 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:08,509 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:08,509 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,331 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:09,332 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:10,461 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,102 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,102 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,102 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,104 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,104 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,105 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,105 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,105 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,105 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,214 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,215 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,215 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,215 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,215 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,215 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:11,215 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:14,086 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:14,087 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:14,087 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:14,087 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:14,087 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:45,564 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:45,565 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:49,676 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:51,218 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:51,219 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:53,913 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:54,875 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:54,876 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:55,010 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:55,165 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:56,669 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:56,670 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:56,670 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:56,670 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:57,224 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,350 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,500 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,501 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,501 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,501 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,501 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,921 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,922 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,922 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:10:59,922 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:00,940 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:00,940 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:01,926 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:01,931 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:01,932 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:02,401 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:02,401 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:02,402 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:04,607 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:04,607 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:04,607 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:28,493 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:29,288 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:35,005 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:36,627 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:36,804 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:41,858 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:11:41,859 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.0, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 19:11:41,859 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.5, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 19:11:41,859 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.0, P=0.4453, R=0.7215, F1=0.5507
2025-05-07 19:11:41,859 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.5, P=0.4524, R=0.7215, F1=0.5561
2025-05-07 19:11:42,082 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.0, P=0.4524, R=0.7215, F1=0.5561
2025-05-07 19:11:42,083 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.5, P=0.4628, R=0.7089, F1=0.5600
2025-05-07 19:11:42,083 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.0, P=0.4706, R=0.7089, F1=0.5657
2025-05-07 19:11:42,083 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.5, P=0.4706, R=0.7089, F1=0.5657
