2025-04-18 13:56:59,805 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['robust_zscore'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-18 13:56:59,805 - INFO - 当前评分模式: ['robust_zscore']
2025-04-18 13:56:59,805 - INFO - 
==================================================
2025-04-18 13:56:59,806 - INFO - 开始执行网格搜索...
2025-04-18 13:56:59,808 - INFO - [omi-12] Starting grid search...
2025-04-18 13:57:02,723 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:02,956 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:02,956 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:03,104 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:03,105 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:03,106 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:03,106 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:03,106 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:03,106 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:03,107 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:03,107 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.0, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:03,107 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:03,107 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:03,107 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:03,107 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:03,107 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:03,107 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,381 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,382 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,382 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,383 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,423 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,423 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,423 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,423 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,423 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.1, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,423 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,433 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,433 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,433 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,433 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,434 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,578 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,579 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,580 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,580 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,580 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,580 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,659 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,660 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:05,719 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,741 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:05,826 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,004 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,027 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,053 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,054 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,054 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,054 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,056 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,061 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,061 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,061 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,304 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,305 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,305 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,306 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,306 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,306 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,306 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,306 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.2, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,306 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,306 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,307 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,504 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.3, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:08,504 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,504 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:08,505 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,633 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,633 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,637 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,772 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,773 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,773 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,773 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,774 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,774 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,777 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,777 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,778 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,779 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,796 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,837 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,837 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,837 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,838 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,838 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,838 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,839 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,839 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,839 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,868 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,868 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,905 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,973 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:10,973 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,973 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,973 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:10,988 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:11,046 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:11,126 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:11,159 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:11,197 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:11,416 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:57:13,279 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=4.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:13,318 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=5.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:13,318 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:13,318 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:13,333 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:13,352 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.4, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-18 13:57:13,357 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=0.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,370 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=0.5, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,442 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=1.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,442 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=1.5, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,442 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=2.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,442 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=2.5, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,696 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=3.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,696 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=3.5, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,696 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=4.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,697 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=4.5, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,697 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=5.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:57:13,697 - INFO - [omi-12.txt] mode=robust_zscore, corr_threshold=0.5, threshold=5.5, P=0.5893, R=0.8250, F1=0.6875
