2025-05-07 15:11:24,207 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_topk', visual_dir='./visual/machine/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 15:11:24,207 - INFO - 当前评分模式: ['deviation']
2025-05-07 15:11:24,207 - INFO - 
==================================================
2025-05-07 15:11:24,207 - INFO - 开始执行网格搜索...
2025-05-07 15:11:24,212 - INFO - [machine-1-1] Starting grid search...
2025-05-07 15:12:08,407 - INFO - [machine-1-1.txt] mode=deviation, topk=1, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,198 - INFO - [machine-1-1.txt] mode=deviation, topk=1, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,198 - INFO - [machine-1-1.txt] mode=deviation, topk=1, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,198 - INFO - [machine-1-1.txt] mode=deviation, topk=1, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,198 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,344 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,344 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,344 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,344 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,344 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,344 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,345 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,345 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,345 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,345 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,345 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,345 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,345 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,373 - INFO - [machine-1-1.txt] mode=deviation, topk=2, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,373 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,374 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,374 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,374 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,509 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:11,510 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:42,342 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:44,925 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:45,077 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:46,926 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:46,926 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:47,545 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:48,621 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:48,622 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:48,622 - INFO - [machine-1-1.txt] mode=deviation, topk=3, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:48,622 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:48,623 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:49,577 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:49,577 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:50,055 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:50,055 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:50,056 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:50,056 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:50,985 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:50,985 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,535 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,536 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,536 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,536 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,536 - INFO - [machine-1-1.txt] mode=deviation, topk=4, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,536 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,536 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,537 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,537 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,537 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,537 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,537 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:53,947 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:54,224 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:54,224 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:54,224 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:12:54,499 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:21,114 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:25,463 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:26,128 - INFO - [machine-1-1.txt] mode=deviation, topk=5, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:28,951 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:28,953 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:30,032 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:31,446 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:31,447 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:31,447 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:32,437 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:32,582 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:32,583 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:32,583 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:33,267 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:33,268 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:33,268 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:33,309 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:33,309 - INFO - [machine-1-1.txt] mode=deviation, topk=6, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:35,066 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:35,066 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:35,571 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:35,572 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:35,761 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:35,762 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:36,576 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,391 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=7, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:13:39,392 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:00,312 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:05,237 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:05,732 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:05,733 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:06,655 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:10,103 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:11,834 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:11,834 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:13,395 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:13,838 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:13,839 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:14,908 - INFO - [machine-1-1.txt] mode=deviation, topk=8, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:14,908 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:15,692 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:15,692 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:15,693 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:16,171 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:16,403 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:16,403 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:16,403 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:18,151 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:18,152 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:18,236 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:18,243 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:18,904 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:18,905 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:18,905 - INFO - [machine-1-1.txt] mode=deviation, topk=9, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:14:18,983 - INFO - [machine-1-7] Starting grid search...
2025-05-07 15:14:50,008 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=0.0, P=0.3920, R=0.9769, F1=0.5595
2025-05-07 15:14:52,831 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=0.5, P=0.4188, R=0.8923, F1=0.5700
2025-05-07 15:14:52,831 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=1.0, P=0.4280, R=0.8692, F1=0.5736
2025-05-07 15:14:55,101 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=1.5, P=0.4480, R=0.8615, F1=0.5895
2025-05-07 15:14:57,153 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=2.0, P=0.4557, R=0.8308, F1=0.5886
2025-05-07 15:14:57,319 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=2.5, P=0.4649, R=0.8154, F1=0.5922
2025-05-07 15:14:57,319 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=3.0, P=0.4706, R=0.8000, F1=0.5926
2025-05-07 15:14:57,800 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=3.5, P=0.4725, R=0.7923, F1=0.5920
2025-05-07 15:15:04,409 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=4.0, P=0.4692, R=0.7615, F1=0.5806
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=4.5, P=0.4780, R=0.7538, F1=0.5851
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=5.0, P=0.4694, R=0.7077, F1=0.5644
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=5.5, P=0.4715, R=0.7000, F1=0.5635
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=6.0, P=0.4754, R=0.6692, F1=0.5559
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=6.5, P=0.4689, R=0.6385, F1=0.5407
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=1, threshold=7.0, P=0.4624, R=0.6154, F1=0.5281
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=0.0, P=0.3920, R=0.9769, F1=0.5595
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=0.5, P=0.4068, R=0.9231, F1=0.5647
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=1.0, P=0.4235, R=0.9154, F1=0.5791
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=1.5, P=0.4377, R=0.8923, F1=0.5873
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=2.0, P=0.4419, R=0.8769, F1=0.5876
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=2.5, P=0.4498, R=0.8615, F1=0.5910
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=3.0, P=0.4590, R=0.8615, F1=0.5989
2025-05-07 15:15:04,410 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=3.5, P=0.4625, R=0.8538, F1=0.6000
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=4.0, P=0.4615, R=0.8308, F1=0.5934
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=4.5, P=0.4696, R=0.8308, F1=0.6000
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=5.0, P=0.4619, R=0.7923, F1=0.5836
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=5.5, P=0.4676, R=0.7769, F1=0.5838
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=6.0, P=0.4739, R=0.7692, F1=0.5865
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=6.5, P=0.4806, R=0.7615, F1=0.5893
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=2, threshold=7.0, P=0.4828, R=0.7538, F1=0.5886
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=0.0, P=0.3802, R=0.9769, F1=0.5474
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=0.5, P=0.3930, R=0.9462, F1=0.5553
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=1.0, P=0.4046, R=0.9462, F1=0.5668
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=1.5, P=0.4141, R=0.9462, F1=0.5761
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=2.0, P=0.4130, R=0.9308, F1=0.5721
2025-05-07 15:15:04,411 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=2.5, P=0.4146, R=0.9154, F1=0.5707
2025-05-07 15:15:21,266 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=3.0, P=0.4161, R=0.9154, F1=0.5721
2025-05-07 15:15:21,267 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=3.5, P=0.4214, R=0.9077, F1=0.5756
2025-05-07 15:15:23,005 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=4.0, P=0.4203, R=0.8923, F1=0.5714
2025-05-07 15:15:23,141 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=4.5, P=0.4234, R=0.8923, F1=0.5743
2025-05-07 15:15:23,141 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=5.0, P=0.4179, R=0.8615, F1=0.5628
2025-05-07 15:15:24,293 - INFO - [machine-1-7.txt] mode=deviation, topk=3, threshold=5.5, P=0.4253, R=0.8538, F1=0.5678
