2025-04-18 14:10:33,118 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-18 14:10:33,118 - INFO - 当前评分模式: ['value_times_range']
2025-04-18 14:10:33,118 - INFO - 
==================================================
2025-04-18 14:10:33,118 - INFO - 开始执行网格搜索...
2025-04-18 14:10:33,120 - INFO - [omi-12] Starting grid search...
2025-04-18 14:10:35,743 - INFO - [omi-12.txt] mode=value_times_range, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 14:10:43,980 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=5.5, P=0.4598, R=0.8163, F1=0.5882
2025-04-18 14:10:43,980 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=6.0, P=0.4651, R=0.8163, F1=0.5926
2025-04-18 14:10:43,994 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=6.5, P=0.4762, R=0.8163, F1=0.6015
2025-04-18 14:10:44,057 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=7.0, P=0.4756, R=0.7959, F1=0.5954
2025-04-18 14:10:44,109 - INFO - [omi-6] Starting grid search...
2025-04-18 14:10:48,315 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=0.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:10:48,316 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=0.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:10:48,341 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=1.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:10:48,341 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=1.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:10:48,341 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=2.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:10:48,341 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=2.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:10:48,341 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=3.0, P=0.2622, R=0.9773, F1=0.4135
2025-04-18 14:10:48,341 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=3.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:10:48,341 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=4.0, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:10:48,342 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=4.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:10:48,378 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=5.0, P=0.2654, R=0.9773, F1=0.4175
2025-04-18 14:10:48,378 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=5.5, P=0.2671, R=0.9773, F1=0.4195
2025-04-18 14:10:48,378 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=6.0, P=0.2625, R=0.9545, F1=0.4118
2025-04-18 14:10:48,378 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=6.5, P=0.2597, R=0.9091, F1=0.4040
2025-04-18 14:10:48,379 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=7.0, P=0.2614, R=0.9091, F1=0.4061
2025-04-18 14:10:48,428 - INFO - [omi-7] Starting grid search...
2025-04-18 14:10:52,422 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=0.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:52,476 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=0.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:52,485 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=1.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,790 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=1.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,791 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=2.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,791 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=2.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,791 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=3.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,791 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=3.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,791 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=4.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,791 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=4.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,791 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=5.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,792 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=5.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,792 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=6.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,792 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=6.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,792 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=7.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:10:53,838 - INFO - [omi-9] Starting grid search...
2025-04-18 14:10:57,519 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,710 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,711 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,711 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,711 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,711 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,711 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,711 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,711 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,712 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,712 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,712 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,712 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,712 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,712 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:10:57,757 - INFO - [omi-8] Starting grid search...
2025-04-18 14:11:01,469 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=0.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,471 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=0.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,494 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=1.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,520 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=1.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,529 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=2.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,571 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=2.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,585 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=3.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,585 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=3.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,585 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=4.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,585 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=4.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,586 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=5.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,586 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=5.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,586 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=6.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,587 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=6.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:11:01,587 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=7.0, P=0.3625, R=0.9355, F1=0.5225
2025-04-18 14:11:01,634 - INFO - [omi-2] Starting grid search...
2025-04-18 14:11:05,391 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,511 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,511 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,512 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,512 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,512 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=2.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,512 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=3.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,512 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=3.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,512 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=4.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,513 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=4.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,513 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=5.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,513 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=5.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:11:05,513 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=6.0, P=0.4697, R=1.0000, F1=0.6392
2025-04-18 14:11:05,513 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=6.5, P=0.4844, R=1.0000, F1=0.6526
2025-04-18 14:11:05,513 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=7.0, P=0.4921, R=1.0000, F1=0.6596
2025-04-18 14:11:05,561 - INFO - [omi-11] Starting grid search...
2025-04-18 14:11:09,333 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,345 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,373 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,373 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,373 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,373 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,541 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,542 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,542 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,542 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,542 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,542 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,543 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,543 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,543 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:11:09,592 - INFO - [omi-10] Starting grid search...
2025-04-18 14:11:13,592 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:11:13,664 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:11:13,664 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:11:13,664 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:11:13,664 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=2.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-18 14:11:13,821 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=2.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-18 14:11:13,821 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=3.0, P=0.4797, R=0.9672, F1=0.6413
2025-04-18 14:11:13,822 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=3.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:11:13,822 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:11:13,822 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:11:13,822 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:11:13,822 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:11:13,822 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:11:13,822 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=6.5, P=0.4917, R=0.9672, F1=0.6519
2025-04-18 14:11:13,822 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=7.0, P=0.4917, R=0.9672, F1=0.6519
2025-04-18 14:11:13,866 - INFO - [omi-4] Starting grid search...
2025-04-18 14:11:17,832 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:11:17,856 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:11:17,995 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:11:17,995 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=1.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:11:17,996 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=2.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:11:17,996 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=2.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:11:17,996 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=3.0, P=0.8354, R=0.9851, F1=0.9041
2025-04-18 14:11:18,110 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=3.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:11:18,110 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=4.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:11:18,110 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=4.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:11:18,111 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=5.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:11:18,111 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=5.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:11:18,111 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=6.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:11:18,119 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=6.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:11:18,119 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=7.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-18 14:11:18,167 - INFO - [omi-3] Starting grid search...
2025-04-18 14:11:22,130 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=0.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:11:22,131 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=0.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:11:22,131 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=1.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:11:22,131 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=1.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:11:22,131 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=2.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:11:22,166 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=2.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:11:22,166 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=3.0, P=0.8228, R=0.8333, F1=0.8280
2025-04-18 14:11:22,166 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=3.5, P=0.8228, R=0.8333, F1=0.8280
2025-04-18 14:11:22,166 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=4.0, P=0.8228, R=0.8333, F1=0.8280
2025-04-18 14:11:22,166 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=4.5, P=0.8228, R=0.8333, F1=0.8280
