2025-04-16 23:17:43,009 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-16 23:17:43,009 - INFO - 当前评分模式: ['value_times_range']
2025-04-16 23:17:43,009 - INFO - 
==================================================
2025-04-16 23:17:43,009 - INFO - 开始执行网格搜索...
2025-04-16 23:17:43,010 - INFO - [omi-12] Starting grid search...
2025-04-16 23:17:45,841 - INFO - [omi-12.txt] mode=value_times_range, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-16 23:17:46,220 - INFO - [omi-12.txt] mode=value_times_range, all=None, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-16 23:17:46,220 - INFO - [omi-12.txt] mode=value_times_range, all=None, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 23:17:46,220 - INFO - [omi-12.txt] mode=value_times_range, all=None, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 23:17:46,220 - INFO - [omi-12.txt] mode=value_times_range, all=None, threshold=7.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 23:17:46,271 - INFO - [omi-1] Starting grid search...
2025-04-16 23:17:50,139 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:17:50,141 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:17:50,141 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:17:50,151 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:17:50,158 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:17:50,192 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 23:17:50,192 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=3.0, P=0.7232, R=0.9101, F1=0.8060
2025-04-16 23:17:50,192 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=3.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 23:17:50,192 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=4.0, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 23:17:50,218 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=4.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 23:17:50,218 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=5.0, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 23:17:50,219 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=5.5, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 23:17:50,219 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=6.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 23:17:50,219 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=6.5, P=0.7075, R=0.8427, F1=0.7692
2025-04-16 23:17:50,262 - INFO - [omi-1.txt] mode=value_times_range, all=None, threshold=7.0, P=0.7075, R=0.8427, F1=0.7692
2025-04-16 23:17:50,315 - INFO - [omi-5] Starting grid search...
2025-04-16 23:17:54,297 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 23:17:54,332 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=0.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:17:54,332 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=1.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:17:54,350 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=1.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:17:54,353 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=2.0, P=0.4600, R=0.9388, F1=0.6174
2025-04-16 23:17:54,353 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=2.5, P=0.4646, R=0.9388, F1=0.6216
2025-04-16 23:17:54,353 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=3.0, P=0.4592, R=0.9184, F1=0.6122
2025-04-16 23:17:54,353 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=3.5, P=0.4681, R=0.8980, F1=0.6154
2025-04-16 23:17:54,407 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=4.0, P=0.4674, R=0.8776, F1=0.6099
2025-04-16 23:17:54,408 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=4.5, P=0.4607, R=0.8367, F1=0.5942
2025-04-16 23:17:54,408 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=5.0, P=0.4545, R=0.8163, F1=0.5839
2025-04-16 23:17:54,408 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=5.5, P=0.4598, R=0.8163, F1=0.5882
2025-04-16 23:17:54,408 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=6.0, P=0.4651, R=0.8163, F1=0.5926
2025-04-16 23:17:54,411 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=6.5, P=0.4762, R=0.8163, F1=0.6015
2025-04-16 23:17:54,412 - INFO - [omi-5.txt] mode=value_times_range, all=None, threshold=7.0, P=0.4756, R=0.7959, F1=0.5954
2025-04-16 23:17:54,465 - INFO - [omi-6] Starting grid search...
2025-04-16 23:17:58,120 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=0.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:17:58,488 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=0.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:17:58,489 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=1.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:17:58,489 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=1.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:17:58,489 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=2.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:17:58,489 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=2.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:17:58,490 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=3.0, P=0.2622, R=0.9773, F1=0.4135
2025-04-16 23:17:58,490 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=3.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:17:58,498 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=4.0, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:17:58,498 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=4.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:17:58,560 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=5.0, P=0.2654, R=0.9773, F1=0.4175
2025-04-16 23:17:58,561 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=5.5, P=0.2671, R=0.9773, F1=0.4195
2025-04-16 23:17:58,561 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=6.0, P=0.2625, R=0.9545, F1=0.4118
2025-04-16 23:17:58,987 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=6.5, P=0.2597, R=0.9091, F1=0.4040
2025-04-16 23:17:58,988 - INFO - [omi-6.txt] mode=value_times_range, all=None, threshold=7.0, P=0.2614, R=0.9091, F1=0.4061
2025-04-16 23:17:59,038 - INFO - [omi-7] Starting grid search...
2025-04-16 23:18:02,685 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=0.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:02,751 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=0.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:02,751 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=1.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,186 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=1.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,187 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=2.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,187 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=2.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,187 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=3.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,187 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=3.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,187 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=4.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,187 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=4.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,187 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=5.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,188 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=5.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,188 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=6.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,188 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=6.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,188 - INFO - [omi-7.txt] mode=value_times_range, all=None, threshold=7.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:18:03,236 - INFO - [omi-9] Starting grid search...
2025-04-16 23:18:06,833 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:06,872 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:06,976 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:06,977 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:06,977 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:06,977 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:06,977 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:06,977 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:06,978 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:07,317 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:07,318 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:07,318 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:07,318 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:07,318 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:07,318 - INFO - [omi-9.txt] mode=value_times_range, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:18:07,362 - INFO - [omi-8] Starting grid search...
2025-04-16 23:18:10,892 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=0.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:10,893 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=0.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:10,896 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=1.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:10,915 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=1.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:10,950 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=2.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:10,950 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=2.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,020 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=3.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,021 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=3.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,021 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=4.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,022 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=4.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,022 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=5.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,022 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=5.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,022 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=6.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,022 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=6.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:18:11,022 - INFO - [omi-8.txt] mode=value_times_range, all=None, threshold=7.0, P=0.3625, R=0.9355, F1=0.5225
2025-04-16 23:18:11,070 - INFO - [omi-2] Starting grid search...
2025-04-16 23:18:14,761 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:14,764 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:14,764 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:14,766 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:14,788 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:14,795 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=2.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:14,999 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=3.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:15,000 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=3.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:15,000 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=4.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:15,000 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=4.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:15,000 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=5.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:15,000 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=5.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:18:15,001 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=6.0, P=0.4697, R=1.0000, F1=0.6392
2025-04-16 23:18:15,001 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=6.5, P=0.4844, R=1.0000, F1=0.6526
2025-04-16 23:18:15,064 - INFO - [omi-2.txt] mode=value_times_range, all=None, threshold=7.0, P=0.4921, R=1.0000, F1=0.6596
2025-04-16 23:18:15,118 - INFO - [omi-11] Starting grid search...
2025-04-16 23:18:19,046 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,125 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,126 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,126 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,126 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,162 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,163 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,650 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,650 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,651 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,651 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,651 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,651 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,651 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,651 - INFO - [omi-11.txt] mode=value_times_range, all=None, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:18:19,702 - INFO - [omi-10] Starting grid search...
2025-04-16 23:18:23,861 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:18:23,862 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:18:23,862 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:18:23,920 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:18:23,920 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=2.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 23:18:23,920 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=2.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 23:18:23,921 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=3.0, P=0.4797, R=0.9672, F1=0.6413
2025-04-16 23:18:23,921 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=3.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:18:23,921 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:18:23,921 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:18:23,921 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:18:23,921 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:18:23,921 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:18:23,922 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=6.5, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 23:18:24,344 - INFO - [omi-10.txt] mode=value_times_range, all=None, threshold=7.0, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 23:18:24,398 - INFO - [omi-4] Starting grid search...
2025-04-16 23:18:28,328 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:18:28,330 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:18:28,330 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:18:28,331 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=1.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:18:28,331 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=2.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:18:28,331 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=2.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:18:28,331 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=3.0, P=0.8354, R=0.9851, F1=0.9041
2025-04-16 23:18:28,331 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=3.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:18:28,337 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=4.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:18:28,562 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=4.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:18:28,563 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=5.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:18:28,563 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=5.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:18:28,563 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=6.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:18:28,563 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=6.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:18:28,563 - INFO - [omi-4.txt] mode=value_times_range, all=None, threshold=7.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 23:18:28,613 - INFO - [omi-3] Starting grid search...
2025-04-16 23:18:32,423 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=0.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:18:32,424 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=0.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:18:32,424 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=1.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:18:32,424 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=1.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:18:32,550 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=2.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:18:32,899 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=2.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:18:32,900 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=3.0, P=0.8228, R=0.8333, F1=0.8280
2025-04-16 23:18:32,900 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=3.5, P=0.8228, R=0.8333, F1=0.8280
2025-04-16 23:18:32,900 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=4.0, P=0.8228, R=0.8333, F1=0.8280
2025-04-16 23:18:32,900 - INFO - [omi-3.txt] mode=value_times_range, all=None, threshold=4.5, P=0.8228, R=0.8333, F1=0.8280
