2025-04-15 23:30:32,112 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['deviation'], use_topk=False, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkFalse', visual_dir='./visual/use_topkFalse', num_workers=4, gif_duration=500)
2025-04-15 23:30:32,112 - INFO - pearson correlation 取绝对值
2025-04-15 23:30:32,112 - INFO - 当前评分模式: ['deviation']
2025-04-15 23:30:32,112 - INFO - 
==================================================
2025-04-15 23:30:32,112 - INFO - 开始执行网格搜索...
2025-04-15 23:30:32,118 - INFO - [omi-1] Starting grid search...
2025-04-15 23:30:35,365 - INFO - [omi-1.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 23:30:39,854 - INFO - [omi-1.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 23:30:41,724 - INFO - [omi-1.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 23:30:41,741 - INFO - [omi-10] Starting grid search...
2025-04-15 23:30:45,154 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:45,208 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:45,294 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:45,295 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:47,514 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:47,573 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:47,573 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:47,607 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:49,893 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:49,893 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:49,910 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:50,027 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:52,022 - INFO - [omi-10.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:30:52,039 - INFO - [omi-11] Starting grid search...
2025-04-15 23:30:55,310 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:55,407 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:55,426 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:55,457 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:57,559 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:57,655 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:57,662 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:57,662 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:59,754 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:59,973 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:59,974 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:30:59,974 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:31:01,776 - INFO - [omi-11.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:31:01,790 - INFO - [omi-12] Starting grid search...
2025-04-15 23:31:04,565 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:04,613 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:04,613 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:04,647 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:06,222 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:06,223 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:06,309 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:06,345 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:07,880 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:07,916 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:07,994 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:07,995 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:09,366 - INFO - [omi-12.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:31:09,383 - INFO - [omi-2] Starting grid search...
2025-04-15 23:31:12,655 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:12,656 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:12,678 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:12,679 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:14,582 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:14,583 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:14,665 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:14,679 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:16,579 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:16,579 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:16,674 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:16,690 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:18,400 - INFO - [omi-2.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:31:18,420 - INFO - [omi-3] Starting grid search...
2025-04-15 23:31:21,661 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:21,717 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:21,718 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:21,726 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:23,832 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:23,833 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:23,896 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:23,896 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:25,924 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:26,031 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:26,032 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:26,034 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:27,869 - INFO - [omi-3.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:31:27,888 - INFO - [omi-4] Starting grid search...
2025-04-15 23:31:31,069 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:31,127 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:31,128 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:31,180 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:33,182 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:33,249 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:33,250 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:33,266 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:35,258 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:35,342 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:35,357 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:35,357 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:37,215 - INFO - [omi-4.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:31:37,233 - INFO - [omi-5] Starting grid search...
2025-04-15 23:31:40,496 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:40,511 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:40,588 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:40,588 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:42,675 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:42,676 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:42,763 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:42,764 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:44,800 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:44,807 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:44,915 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:44,916 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:46,845 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:31:46,864 - INFO - [omi-6] Starting grid search...
2025-04-15 23:31:50,072 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:50,207 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:50,208 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:50,213 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:52,268 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:52,410 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:52,410 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:52,419 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:54,380 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:54,547 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:54,554 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:54,574 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:56,425 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:31:56,440 - INFO - [omi-7] Starting grid search...
2025-04-15 23:31:59,595 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:31:59,596 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:31:59,596 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:31:59,596 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:01,546 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:01,586 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:01,590 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:01,623 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:03,589 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:03,590 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:03,590 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:03,654 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:05,381 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:32:05,397 - INFO - [omi-8] Starting grid search...
2025-04-15 23:32:08,547 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:08,623 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:08,624 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:08,624 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:10,552 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:10,669 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:10,687 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:10,687 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:12,546 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:12,708 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:12,760 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:12,760 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:14,440 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:32:14,457 - INFO - [omi-9] Starting grid search...
2025-04-15 23:32:17,565 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:17,613 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:17,613 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:17,662 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:19,658 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:19,722 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:19,722 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:19,749 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:21,646 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:21,678 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:21,776 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:21,777 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:23,541 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:32:23,562 - INFO - 
==================================================
2025-04-15 23:32:23,562 - INFO - 开始汇总结果...
2025-04-15 23:32:23,567 - INFO - 
===== Best Results per Dataset =====
   dataset score_mode top_k  score_threshold  use_topk  precision   recall  f1_score
 omi-1.txt  deviation  None              1.5     False   0.741667 1.000000  0.851675
omi-10.txt  deviation  None              4.0     False   0.444444 0.983607  0.612245
omi-11.txt  deviation  None              1.5     False   0.343373 0.982759  0.508929
omi-12.txt  deviation  None              7.0     False   0.612903 0.950000  0.745098
 omi-2.txt  deviation  None              6.0     False   0.455882 1.000000  0.626263
 omi-3.txt  deviation  None              2.5     False   0.773810 0.833333  0.802469
 omi-4.txt  deviation  None              4.5     False   0.795181 0.985075  0.880000
 omi-5.txt  deviation  None              4.5     False   0.453704 1.000000  0.624204
