2025-04-15 21:32:57,681 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['value_times_range'], use_topk=False, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkFalse', visual_dir='./visual/use_topkFalse', num_workers=4, gif_duration=500)
2025-04-15 21:32:57,682 - INFO - 当前评分模式: ['value_times_range']
2025-04-15 21:32:57,682 - INFO - 
==================================================
2025-04-15 21:32:57,682 - INFO - 开始执行网格搜索...
2025-04-15 21:32:57,684 - INFO - [omi-1] Starting grid search...
2025-04-15 21:33:00,940 - INFO - [omi-1.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.7373, R=0.9775, F1=0.8406
2025-04-15 21:33:26,205 - INFO - [omi-12] Starting grid search...
2025-04-15 21:33:29,018 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.6333, R=0.9500, F1=0.7600
2025-04-15 21:33:29,120 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.6552, R=0.9500, F1=0.7755
2025-04-15 21:33:29,121 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.6552, R=0.9500, F1=0.7755
2025-04-15 21:33:29,121 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.6552, R=0.9500, F1=0.7755
2025-04-15 21:33:30,850 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:33:30,883 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:33:30,950 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:33:30,952 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:33:32,522 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:33:32,562 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:33:32,591 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.6607, R=0.9250, F1=0.7708
2025-04-15 21:33:32,600 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.6607, R=0.9250, F1=0.7708
2025-04-15 21:33:34,010 - INFO - [omi-12.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.6607, R=0.9250, F1=0.7708
2025-04-15 21:33:34,026 - INFO - [omi-2] Starting grid search...
2025-04-15 21:33:37,489 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:37,520 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:37,543 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:37,614 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:39,976 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:40,025 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:40,025 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:40,056 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:42,025 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:42,177 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:33:42,178 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.4697, R=1.0000, F1=0.6392
2025-04-15 21:33:42,178 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.4844, R=1.0000, F1=0.6526
2025-04-15 21:33:44,010 - INFO - [omi-2.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.4921, R=1.0000, F1=0.6596
2025-04-15 21:33:44,028 - INFO - [omi-3] Starting grid search...
2025-04-15 21:33:47,323 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:33:47,324 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:33:47,388 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:33:47,389 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:33:49,266 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:33:49,410 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:33:49,413 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:33:49,460 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:33:51,281 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:33:51,448 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:33:51,542 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.8205, R=0.8205, F1=0.8205
2025-04-15 21:33:51,542 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.8421, R=0.8205, F1=0.8312
2025-04-15 21:33:53,183 - INFO - [omi-3.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.8421, R=0.8205, F1=0.8312
2025-04-15 21:33:53,203 - INFO - [omi-4] Starting grid search...
2025-04-15 21:33:56,642 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:33:56,644 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:33:56,644 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:33:56,644 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:33:58,643 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.8354, R=0.9851, F1=0.9041
2025-04-15 21:33:58,666 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:33:58,720 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:33:58,783 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:34:00,738 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:34:00,819 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:34:00,820 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:34:00,915 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:34:02,700 - INFO - [omi-4.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.8442, R=0.9701, F1=0.9028
2025-04-15 21:34:02,716 - INFO - [omi-5] Starting grid search...
2025-04-15 21:34:06,158 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:34:06,159 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:34:06,159 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.4600, R=0.9388, F1=0.6174
2025-04-15 21:34:06,159 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.4646, R=0.9388, F1=0.6216
2025-04-15 21:34:08,443 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.4592, R=0.9184, F1=0.6122
2025-04-15 21:34:08,444 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.4681, R=0.8980, F1=0.6154
2025-04-15 21:34:08,444 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.4674, R=0.8776, F1=0.6099
2025-04-15 21:34:08,444 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.4607, R=0.8367, F1=0.5942
2025-04-15 21:34:10,450 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.4545, R=0.8163, F1=0.5839
2025-04-15 21:34:10,581 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.4598, R=0.8163, F1=0.5882
2025-04-15 21:34:10,729 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.4651, R=0.8163, F1=0.5926
2025-04-15 21:34:10,785 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.4762, R=0.8163, F1=0.6015
2025-04-15 21:34:12,647 - INFO - [omi-5.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.4756, R=0.7959, F1=0.5954
2025-04-15 21:34:12,664 - INFO - [omi-6] Starting grid search...
2025-04-15 21:34:15,918 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:34:16,022 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:34:16,023 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:34:16,079 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:34:18,043 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.2622, R=0.9773, F1=0.4135
2025-04-15 21:34:18,142 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:34:18,174 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:34:18,342 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:34:20,154 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.2654, R=0.9773, F1=0.4175
2025-04-15 21:34:20,210 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.2671, R=0.9773, F1=0.4195
2025-04-15 21:34:20,313 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.2625, R=0.9545, F1=0.4118
2025-04-15 21:34:20,443 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.2597, R=0.9091, F1=0.4040
2025-04-15 21:34:22,159 - INFO - [omi-6.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.2614, R=0.9091, F1=0.4061
2025-04-15 21:34:22,174 - INFO - [omi-7] Starting grid search...
2025-04-15 21:34:25,236 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:25,302 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:25,343 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:25,345 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:27,382 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:27,383 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:27,483 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:27,483 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:29,447 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:29,447 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:29,601 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:29,601 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:31,283 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:34:31,300 - INFO - [omi-8] Starting grid search...
2025-04-15 21:34:34,656 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:34,667 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:34,685 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:34,727 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:36,658 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:36,757 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:36,757 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:36,809 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:38,609 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:38,816 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:38,817 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:38,835 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:34:40,492 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.3625, R=0.9355, F1=0.5225
2025-04-15 21:34:40,509 - INFO - [omi-9] Starting grid search...
2025-04-15 21:34:43,777 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:43,778 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:43,778 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:43,786 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:45,675 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:45,912 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:45,914 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:45,914 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:47,632 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:47,773 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:47,793 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:47,934 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:49,452 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:34:49,473 - INFO - 
==================================================
2025-04-15 21:34:49,473 - INFO - 开始汇总结果...
2025-04-15 21:34:49,482 - INFO - 
===== Best Results per Dataset =====
   dataset        score_mode top_k  score_threshold  use_topk  precision   recall  f1_score
 omi-1.txt value_times_range  None              1.5     False   0.737288 0.977528  0.840580
