2025-04-16 12:22:04,747 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0.1, 0.2, 0.3, 0.4, 0.5]), neighbor_selection='corr_threshold', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=4, gif_duration=500)
2025-04-16 12:22:04,748 - INFO - 当前评分模式: ['deviation']
2025-04-16 12:22:04,748 - INFO - 
==================================================
2025-04-16 12:22:04,748 - INFO - 开始执行网格搜索...
2025-04-16 12:22:04,750 - INFO - [omi-1] Starting grid search...
2025-04-16 12:22:08,121 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.1, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:12,205 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.1, threshold=5.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:14,705 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.1, threshold=6.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:15,241 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.1, threshold=6.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:15,242 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.1, threshold=7.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:15,242 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:17,994 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:17,996 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:18,233 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:18,424 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:20,216 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:20,595 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:21,792 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:21,793 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:22,829 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:23,870 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:24,820 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:24,862 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:25,994 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:26,949 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.2, threshold=7.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:27,919 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:27,920 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:29,413 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:29,620 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:31,029 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:31,107 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:32,561 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:32,860 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:33,855 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:33,897 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:35,499 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:35,907 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:36,917 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:36,919 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:38,777 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.3, threshold=7.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:39,399 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:40,074 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:40,074 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:41,897 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:42,381 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:43,641 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:43,668 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:44,931 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:45,208 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:46,433 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:46,942 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:48,403 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:48,403 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:49,693 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:49,695 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 12:22:50,700 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=0.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:51,752 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=0.5, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:52,590 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=1.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:52,891 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=1.5, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:53,749 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=2.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:54,705 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=2.5, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:55,430 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=3.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:56,415 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=3.5, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:56,499 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=4.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:57,731 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=4.5, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:57,731 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:59,378 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.5, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:22:59,379 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:23:00,708 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.5, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:23:00,951 - INFO - [omi-1.txt] mode=deviation, corr_threshold=0.5, threshold=7.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:23:00,971 - INFO - [omi-10] Starting grid search...
2025-04-16 12:23:04,274 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=0.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:04,275 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=0.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:04,408 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=1.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:04,409 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=1.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:06,388 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=2.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:06,390 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=2.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:06,454 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=3.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:06,577 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=3.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:08,499 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=4.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:08,500 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=4.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:08,570 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=5.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:08,689 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=5.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:11,251 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=6.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:11,841 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=6.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:12,012 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.1, threshold=7.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:12,013 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:14,454 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:15,297 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:15,297 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:15,777 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:17,632 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:17,788 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:18,963 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:19,080 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:20,850 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:21,052 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:22,376 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=5.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:22,377 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=6.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:23,810 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=6.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:24,287 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.2, threshold=7.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:25,799 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=0.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:25,800 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=0.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:26,879 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=1.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:27,455 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=1.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:28,870 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=2.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:28,976 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=2.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:30,223 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=3.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:30,477 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=3.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:31,981 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=4.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:32,360 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=4.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:33,899 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=5.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:34,069 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=5.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:35,046 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=6.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:35,447 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=6.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:37,391 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.3, threshold=7.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:37,392 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:38,393 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:38,394 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:40,201 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:40,492 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:41,299 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:41,322 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:43,508 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:44,129 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:44,872 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:44,873 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:46,464 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:47,288 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:48,007 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:48,455 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 12:23:49,208 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=0.0, P=0.4685, R=0.8525, F1=0.6047
2025-04-16 12:23:50,580 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=0.5, P=0.4685, R=0.8525, F1=0.6047
2025-04-16 12:23:50,916 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=1.0, P=0.4685, R=0.8525, F1=0.6047
2025-04-16 12:23:51,778 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=1.5, P=0.4685, R=0.8525, F1=0.6047
2025-04-16 12:23:52,017 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=2.0, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:53,625 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=2.5, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:53,976 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=3.0, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:55,060 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=3.5, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:55,302 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=4.0, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:56,589 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=4.5, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:57,211 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=5.0, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:57,933 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=5.5, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:58,245 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=6.0, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:59,307 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=6.5, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:59,938 - INFO - [omi-10.txt] mode=deviation, corr_threshold=0.5, threshold=7.0, P=0.4636, R=0.8361, F1=0.5965
2025-04-16 12:23:59,957 - INFO - [omi-11] Starting grid search...
2025-04-16 12:24:03,163 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:03,194 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:03,219 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:03,219 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:05,182 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:05,231 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:05,233 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:05,278 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:07,242 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:07,273 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:07,274 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:07,330 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:10,217 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:10,256 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:10,256 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.1, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:10,256 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:13,262 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:24:13,483 - INFO - [omi-11.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
