2025-04-16 22:01:15,089 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-16 22:01:15,089 - INFO - 当前评分模式: ['strict_deviation']
2025-04-16 22:01:15,089 - INFO - 
==================================================
2025-04-16 22:01:15,089 - INFO - 开始执行网格搜索...
2025-04-16 22:01:15,091 - INFO - [omi-12] Starting grid search...
2025-04-16 22:01:18,110 - INFO - [omi-12.txt] mode=strict_deviation, topk=1, threshold=0.0, P=0.6750, R=0.6750, F1=0.6750
2025-04-16 22:01:20,273 - INFO - [omi-12.txt] mode=strict_deviation, topk=1, threshold=5.5, P=0.7917, R=0.4750, F1=0.5937
2025-04-16 22:01:20,273 - INFO - [omi-12.txt] mode=strict_deviation, topk=1, threshold=6.0, P=0.7917, R=0.4750, F1=0.5937
2025-04-16 22:01:20,273 - INFO - [omi-12.txt] mode=strict_deviation, topk=1, threshold=6.5, P=0.7917, R=0.4750, F1=0.5937
2025-04-16 22:01:20,273 - INFO - [omi-12.txt] mode=strict_deviation, topk=1, threshold=7.0, P=0.8261, R=0.4750, F1=0.6032
2025-04-16 22:01:20,274 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=0.0, P=0.6383, R=0.7500, F1=0.6897
2025-04-16 22:01:20,274 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=0.5, P=0.6383, R=0.7500, F1=0.6897
2025-04-16 22:01:20,274 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=1.0, P=0.6667, R=0.7500, F1=0.7059
2025-04-16 22:01:20,275 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=1.5, P=0.6744, R=0.7250, F1=0.6988
2025-04-16 22:01:20,275 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=2.0, P=0.6829, R=0.7000, F1=0.6914
2025-04-16 22:01:20,275 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=2.5, P=0.6829, R=0.7000, F1=0.6914
2025-04-16 22:01:20,323 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=3.0, P=0.6829, R=0.7000, F1=0.6914
2025-04-16 22:01:20,323 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=3.5, P=0.6829, R=0.7000, F1=0.6914
2025-04-16 22:01:20,339 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=4.0, P=0.6750, R=0.6750, F1=0.6750
2025-04-16 22:01:20,339 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=4.5, P=0.6842, R=0.6500, F1=0.6667
2025-04-16 22:01:20,339 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=5.0, P=0.6667, R=0.6000, F1=0.6316
2025-04-16 22:01:20,387 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=5.5, P=0.7059, R=0.6000, F1=0.6486
2025-04-16 22:01:20,387 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=6.0, P=0.7742, R=0.6000, F1=0.6761
2025-04-16 22:01:20,388 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=6.5, P=0.7742, R=0.6000, F1=0.6761
2025-04-16 22:01:20,388 - INFO - [omi-12.txt] mode=strict_deviation, topk=2, threshold=7.0, P=0.7742, R=0.6000, F1=0.6761
2025-04-16 22:01:20,388 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=0.0, P=0.5926, R=0.8000, F1=0.6809
2025-04-16 22:01:20,388 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=0.5, P=0.5926, R=0.8000, F1=0.6809
2025-04-16 22:01:20,415 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=1.0, P=0.6400, R=0.8000, F1=0.7111
2025-04-16 22:01:20,415 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=1.5, P=0.6458, R=0.7750, F1=0.7045
2025-04-16 22:01:20,415 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=2.0, P=0.6304, R=0.7250, F1=0.6744
2025-04-16 22:01:20,415 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=2.5, P=0.6444, R=0.7250, F1=0.6824
2025-04-16 22:01:20,787 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=3.0, P=0.6444, R=0.7250, F1=0.6824
2025-04-16 22:01:20,943 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=3.5, P=0.6444, R=0.7250, F1=0.6824
2025-04-16 22:01:20,943 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=4.0, P=0.6444, R=0.7250, F1=0.6824
2025-04-16 22:01:20,943 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=4.5, P=0.6364, R=0.7000, F1=0.6667
2025-04-16 22:01:20,943 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=5.0, P=0.6512, R=0.7000, F1=0.6747
2025-04-16 22:01:20,943 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=5.5, P=0.6829, R=0.7000, F1=0.6914
2025-04-16 22:01:20,944 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=6.0, P=0.7000, R=0.7000, F1=0.7000
2025-04-16 22:01:20,944 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=6.5, P=0.7000, R=0.7000, F1=0.7000
2025-04-16 22:01:20,944 - INFO - [omi-12.txt] mode=strict_deviation, topk=3, threshold=7.0, P=0.7000, R=0.7000, F1=0.7000
2025-04-16 22:01:20,945 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=0.0, P=0.5818, R=0.8000, F1=0.6737
2025-04-16 22:01:20,971 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=0.5, P=0.5818, R=0.8000, F1=0.6737
2025-04-16 22:01:20,971 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=1.0, P=0.6154, R=0.8000, F1=0.6957
2025-04-16 22:01:21,193 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=1.5, P=0.6078, R=0.7750, F1=0.6813
2025-04-16 22:01:22,309 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=2.0, P=0.6078, R=0.7750, F1=0.6813
2025-04-16 22:01:22,309 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=2.5, P=0.6200, R=0.7750, F1=0.6889
2025-04-16 22:01:22,309 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=3.0, P=0.6200, R=0.7750, F1=0.6889
2025-04-16 22:01:22,309 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=3.5, P=0.6200, R=0.7750, F1=0.6889
2025-04-16 22:01:22,310 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=4.0, P=0.6327, R=0.7750, F1=0.6966
2025-04-16 22:01:22,311 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=4.5, P=0.6327, R=0.7750, F1=0.6966
2025-04-16 22:01:22,336 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=5.0, P=0.6596, R=0.7750, F1=0.7126
2025-04-16 22:01:22,730 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=5.5, P=0.6596, R=0.7750, F1=0.7126
2025-04-16 22:01:22,731 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=6.0, P=0.6522, R=0.7500, F1=0.6977
2025-04-16 22:01:22,731 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=6.5, P=0.6667, R=0.7500, F1=0.7059
2025-04-16 22:01:22,831 - INFO - [omi-12.txt] mode=strict_deviation, topk=4, threshold=7.0, P=0.6977, R=0.7500, F1=0.7229
2025-04-16 22:01:22,913 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=0.0, P=0.6034, R=0.8750, F1=0.7143
2025-04-16 22:01:23,120 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=0.5, P=0.6034, R=0.8750, F1=0.7143
2025-04-16 22:01:23,427 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=1.0, P=0.6250, R=0.8750, F1=0.7292
2025-04-16 22:01:23,428 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=1.5, P=0.6182, R=0.8500, F1=0.7158
2025-04-16 22:01:24,071 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=2.0, P=0.6182, R=0.8500, F1=0.7158
2025-04-16 22:01:24,072 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=2.5, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:01:24,072 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=3.0, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:01:24,072 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=3.5, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:01:24,072 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=4.0, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:01:24,072 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=4.5, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:01:24,072 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=5.0, P=0.6538, R=0.8500, F1=0.7391
2025-04-16 22:01:24,074 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=5.5, P=0.6538, R=0.8500, F1=0.7391
2025-04-16 22:01:24,074 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=6.0, P=0.6538, R=0.8500, F1=0.7391
2025-04-16 22:01:24,074 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=6.5, P=0.6667, R=0.8500, F1=0.7473
2025-04-16 22:01:24,074 - INFO - [omi-12.txt] mode=strict_deviation, topk=5, threshold=7.0, P=0.6875, R=0.8250, F1=0.7500
2025-04-16 22:01:24,074 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=0.0, P=0.6102, R=0.9000, F1=0.7273
2025-04-16 22:01:24,074 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=0.5, P=0.6102, R=0.9000, F1=0.7273
2025-04-16 22:01:24,075 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=1.0, P=0.6207, R=0.9000, F1=0.7347
2025-04-16 22:01:24,075 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=1.5, P=0.6140, R=0.8750, F1=0.7216
2025-04-16 22:01:24,075 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=2.0, P=0.6140, R=0.8750, F1=0.7216
2025-04-16 22:01:24,075 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=2.5, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:24,075 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=3.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:24,075 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=3.5, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:24,076 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=4.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:24,076 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=4.5, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:24,625 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=5.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:24,807 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=5.5, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:24,960 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=6.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:24,960 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=6.5, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:25,175 - INFO - [omi-12.txt] mode=strict_deviation, topk=6, threshold=7.0, P=0.6538, R=0.8500, F1=0.7391
2025-04-16 22:01:25,520 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:01:25,521 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=0.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:01:25,521 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=1.0, P=0.6167, R=0.9250, F1=0.7400
2025-04-16 22:01:25,521 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=1.5, P=0.6207, R=0.9000, F1=0.7347
2025-04-16 22:01:25,718 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=2.0, P=0.6207, R=0.9000, F1=0.7347
2025-04-16 22:01:25,719 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=2.5, P=0.6316, R=0.9000, F1=0.7423
2025-04-16 22:01:25,880 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=3.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:25,881 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=3.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:25,882 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=4.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:26,201 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=4.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:26,202 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=5.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:26,202 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=5.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:26,381 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=6.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:26,382 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=6.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:26,382 - INFO - [omi-12.txt] mode=strict_deviation, topk=7, threshold=7.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:01:26,382 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:01:26,382 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=0.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:01:26,391 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=1.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:01:26,391 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=1.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-16 22:01:26,589 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=2.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-16 22:01:26,590 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=2.5, P=0.6379, R=0.9250, F1=0.7551
2025-04-16 22:01:26,590 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=3.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:26,590 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=3.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:26,723 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=4.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:26,724 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=4.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:26,724 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=5.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:26,787 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=5.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:26,788 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:26,789 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:27,049 - INFO - [omi-12.txt] mode=strict_deviation, topk=8, threshold=7.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:27,075 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:01:27,276 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=0.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:01:27,602 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=1.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:01:27,602 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=1.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-16 22:01:27,784 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=2.0, P=0.6167, R=0.9250, F1=0.7400
2025-04-16 22:01:27,785 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=2.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-16 22:01:27,984 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=3.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-16 22:01:27,984 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=3.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-16 22:01:28,279 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=4.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-16 22:01:28,532 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-16 22:01:28,532 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-16 22:01:28,532 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-16 22:01:28,533 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:28,533 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:01:28,600 - INFO - [omi-12.txt] mode=strict_deviation, topk=9, threshold=7.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:01:28,639 - INFO - [omi-1] Starting grid search...
2025-04-16 22:01:32,403 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=0.0, P=0.6849, R=0.5618, F1=0.6173
2025-04-16 22:01:34,738 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=0.5, P=0.6849, R=0.5618, F1=0.6173
2025-04-16 22:01:34,738 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=1.0, P=0.6761, R=0.5393, F1=0.6000
2025-04-16 22:01:34,738 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=1.5, P=0.6567, R=0.4944, F1=0.5641
2025-04-16 22:01:34,738 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=2.0, P=0.6780, R=0.4494, F1=0.5405
2025-04-16 22:01:34,739 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=2.5, P=0.6780, R=0.4494, F1=0.5405
2025-04-16 22:01:34,739 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=3.0, P=0.6842, R=0.4382, F1=0.5342
2025-04-16 22:01:34,739 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=3.5, P=0.6731, R=0.3933, F1=0.4965
2025-04-16 22:01:35,070 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=4.0, P=0.6731, R=0.3933, F1=0.4965
2025-04-16 22:01:35,070 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=4.5, P=0.6531, R=0.3596, F1=0.4638
2025-04-16 22:01:35,071 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=5.0, P=0.6383, R=0.3371, F1=0.4412
2025-04-16 22:01:35,091 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=5.5, P=0.6512, R=0.3146, F1=0.4242
2025-04-16 22:01:35,092 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=6.0, P=0.6341, R=0.2921, F1=0.4000
2025-04-16 22:01:35,092 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=6.5, P=0.6316, R=0.2697, F1=0.3780
2025-04-16 22:01:35,092 - INFO - [omi-1.txt] mode=strict_deviation, topk=1, threshold=7.0, P=0.6765, R=0.2584, F1=0.3740
2025-04-16 22:01:35,092 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=0.0, P=0.7126, R=0.6966, F1=0.7045
2025-04-16 22:01:35,092 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=0.5, P=0.7126, R=0.6966, F1=0.7045
2025-04-16 22:01:35,158 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=1.0, P=0.7093, R=0.6854, F1=0.6971
2025-04-16 22:01:35,158 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=1.5, P=0.6988, R=0.6517, F1=0.6744
2025-04-16 22:01:35,158 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=2.0, P=0.7089, R=0.6292, F1=0.6667
2025-04-16 22:01:35,158 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=2.5, P=0.7051, R=0.6180, F1=0.6587
2025-04-16 22:01:35,158 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=3.0, P=0.6933, R=0.5843, F1=0.6341
2025-04-16 22:01:35,158 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=3.5, P=0.7000, R=0.5506, F1=0.6164
2025-04-16 22:01:35,158 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=4.0, P=0.7059, R=0.5393, F1=0.6115
2025-04-16 22:01:35,159 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=4.5, P=0.7121, R=0.5281, F1=0.6065
2025-04-16 22:01:35,159 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=5.0, P=0.7031, R=0.5056, F1=0.5882
2025-04-16 22:01:35,159 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=5.5, P=0.6885, R=0.4719, F1=0.5600
2025-04-16 22:01:35,160 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=6.0, P=0.6780, R=0.4494, F1=0.5405
2025-04-16 22:01:35,160 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=6.5, P=0.6724, R=0.4382, F1=0.5306
2025-04-16 22:01:35,194 - INFO - [omi-1.txt] mode=strict_deviation, topk=2, threshold=7.0, P=0.7037, R=0.4270, F1=0.5315
2025-04-16 22:01:35,195 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=0.0, P=0.7396, R=0.7978, F1=0.7676
2025-04-16 22:01:35,238 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=0.5, P=0.7396, R=0.7978, F1=0.7676
2025-04-16 22:01:35,238 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=1.0, P=0.7396, R=0.7978, F1=0.7676
2025-04-16 22:01:35,238 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=1.5, P=0.7312, R=0.7640, F1=0.7473
2025-04-16 22:01:35,238 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=2.0, P=0.7191, R=0.7191, F1=0.7191
2025-04-16 22:01:35,239 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=2.5, P=0.7191, R=0.7191, F1=0.7191
2025-04-16 22:01:35,810 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=3.0, P=0.7059, R=0.6742, F1=0.6897
2025-04-16 22:01:35,963 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=3.5, P=0.7125, R=0.6404, F1=0.6746
2025-04-16 22:01:35,964 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=4.0, P=0.7125, R=0.6404, F1=0.6746
2025-04-16 22:01:35,964 - INFO - [omi-1.txt] mode=strict_deviation, topk=3, threshold=4.5, P=0.7215, R=0.6404, F1=0.6786
