2025-04-15 23:40:29,983 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['robust_zscore'], use_topk=False, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkFalse', visual_dir='./visual/use_topkFalse', num_workers=4, gif_duration=500)
2025-04-15 23:40:29,983 - INFO - pearson correlation 取绝对值
2025-04-15 23:40:29,983 - INFO - 当前评分模式: ['robust_zscore']
2025-04-15 23:40:29,983 - INFO - 
==================================================
2025-04-15 23:40:29,983 - INFO - 开始执行网格搜索...
2025-04-15 23:40:29,986 - INFO - [omi-1] Starting grid search...
2025-04-15 23:40:33,250 - INFO - [omi-1.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 23:40:43,013 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:43,014 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:45,035 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:45,171 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:45,172 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:45,235 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:47,309 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:47,428 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:47,503 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:47,525 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:49,455 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.4444, R=0.9836, F1=0.6122
2025-04-15 23:40:49,471 - INFO - [omi-11] Starting grid search...
2025-04-15 23:40:52,671 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:52,776 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:52,806 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:52,814 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:54,838 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:54,936 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:55,080 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:55,080 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:57,046 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:57,195 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:57,195 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:57,294 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:59,017 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 23:40:59,033 - INFO - [omi-12] Starting grid search...
2025-04-15 23:41:01,811 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:01,844 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:01,903 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:01,903 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:03,433 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:03,509 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:03,509 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:03,544 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:05,059 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:05,102 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:05,124 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:05,164 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:06,528 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 23:41:06,546 - INFO - [omi-2] Starting grid search...
2025-04-15 23:41:09,714 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:09,748 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:09,748 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:09,749 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:11,789 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:11,790 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:11,807 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:11,807 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:13,726 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:13,779 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:13,877 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:13,877 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:15,560 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 23:41:15,577 - INFO - [omi-3] Starting grid search...
2025-04-15 23:41:18,798 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:18,852 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:18,853 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:18,898 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:20,886 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:20,900 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:20,953 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:21,053 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:23,011 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:23,069 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:23,087 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:23,247 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:24,939 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.7738, R=0.8333, F1=0.8025
2025-04-15 23:41:24,956 - INFO - [omi-4] Starting grid search...
2025-04-15 23:41:28,246 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:28,291 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:28,291 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:28,312 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:30,337 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:30,338 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:30,435 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:30,456 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:32,413 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:32,521 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:32,567 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:32,567 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:34,327 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.7952, R=0.9851, F1=0.8800
2025-04-15 23:41:34,343 - INFO - [omi-5] Starting grid search...
2025-04-15 23:41:37,686 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:37,687 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:37,705 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:37,706 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:39,743 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:39,835 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:39,883 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:39,884 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:41,857 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:41,952 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:41,952 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:42,008 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:43,859 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 23:41:43,876 - INFO - [omi-6] Starting grid search...
2025-04-15 23:41:47,189 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:47,203 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:47,252 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:47,253 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:49,353 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:49,354 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:49,380 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:49,451 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:51,515 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:51,515 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:51,520 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:51,652 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:53,471 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 23:41:53,490 - INFO - [omi-7] Starting grid search...
2025-04-15 23:41:56,601 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:41:56,722 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:41:56,723 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:41:56,723 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:41:58,565 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:41:58,638 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:41:58,638 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:41:58,710 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:42:00,566 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:42:00,610 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:42:00,672 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:42:00,726 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:42:02,430 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 23:42:02,447 - INFO - [omi-8] Starting grid search...
2025-04-15 23:42:05,568 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:05,578 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:05,582 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:05,618 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:07,522 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:07,567 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:07,567 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:07,648 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:09,519 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:09,547 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:09,548 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:09,694 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:11,373 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:42:11,393 - INFO - [omi-9] Starting grid search...
2025-04-15 23:42:14,509 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:14,510 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:14,613 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:14,614 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:16,455 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:16,573 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:16,580 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:16,693 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:18,426 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:18,567 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:18,575 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:42:18,709 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
