2025-04-16 11:16:34,530 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['range_ratio'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/use_topkTrue', visual_dir='./visual/omi/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-16 11:16:34,531 - INFO - 当前评分模式: ['range_ratio']
2025-04-16 11:16:34,531 - INFO - 
==================================================
2025-04-16 11:16:34,531 - INFO - 开始执行网格搜索...
2025-04-16 11:16:34,533 - INFO - [omi-1] Starting grid search...
2025-04-16 11:16:37,826 - INFO - [omi-1.txt] mode=range_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.6833, R=0.4607, F1=0.5503
2025-04-16 11:16:41,651 - INFO - [omi-1.txt] mode=range_ratio, top_k=1, threshold=6.5, use_topk=True, P=0.8000, R=0.1798, F1=0.2936
2025-04-16 11:16:43,404 - INFO - [omi-1.txt] mode=range_ratio, top_k=1, threshold=7.0, use_topk=True, P=0.8000, R=0.1798, F1=0.2936
2025-04-16 11:16:43,431 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=1.0, use_topk=True, P=0.7105, R=0.6067, F1=0.6545
2025-04-16 11:16:43,521 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=1.5, use_topk=True, P=0.7183, R=0.5730, F1=0.6375
2025-04-16 11:16:43,547 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=2.0, use_topk=True, P=0.6970, R=0.5169, F1=0.5935
2025-04-16 11:16:45,359 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=2.5, use_topk=True, P=0.7119, R=0.4719, F1=0.5676
2025-04-16 11:16:45,386 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=3.0, use_topk=True, P=0.7273, R=0.4494, F1=0.5556
2025-04-16 11:16:45,406 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=3.5, use_topk=True, P=0.7200, R=0.4045, F1=0.5180
2025-04-16 11:16:45,474 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=4.0, use_topk=True, P=0.7045, R=0.3483, F1=0.4662
2025-04-16 11:16:47,294 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=4.5, use_topk=True, P=0.6905, R=0.3258, F1=0.4427
2025-04-16 11:16:47,312 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=5.0, use_topk=True, P=0.7297, R=0.3034, F1=0.4286
2025-04-16 11:16:47,312 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=5.5, use_topk=True, P=0.7647, R=0.2921, F1=0.4228
2025-04-16 11:16:47,419 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=6.0, use_topk=True, P=0.7647, R=0.2921, F1=0.4228
2025-04-16 11:16:49,152 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=6.5, use_topk=True, P=0.7419, R=0.2584, F1=0.3833
2025-04-16 11:16:49,224 - INFO - [omi-1.txt] mode=range_ratio, top_k=2, threshold=7.0, use_topk=True, P=0.7333, R=0.2472, F1=0.3697
2025-04-16 11:16:49,226 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=1.0, use_topk=True, P=0.7143, R=0.6742, F1=0.6936
2025-04-16 11:16:49,340 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=1.5, use_topk=True, P=0.7284, R=0.6629, F1=0.6941
2025-04-16 11:16:51,048 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=2.0, use_topk=True, P=0.7273, R=0.6292, F1=0.6747
2025-04-16 11:16:51,079 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=2.5, use_topk=True, P=0.7324, R=0.5843, F1=0.6500
2025-04-16 11:16:51,106 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=3.0, use_topk=True, P=0.7353, R=0.5618, F1=0.6369
2025-04-16 11:16:51,208 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=3.5, use_topk=True, P=0.7385, R=0.5393, F1=0.6234
2025-04-16 11:16:53,015 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=4.0, use_topk=True, P=0.7258, R=0.5056, F1=0.5960
2025-04-16 11:16:53,015 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=4.5, use_topk=True, P=0.7222, R=0.4382, F1=0.5455
2025-04-16 11:16:53,024 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=5.0, use_topk=True, P=0.7500, R=0.4045, F1=0.5255
2025-04-16 11:16:53,150 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=5.5, use_topk=True, P=0.7391, R=0.3820, F1=0.5037
2025-04-16 11:16:54,842 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=6.0, use_topk=True, P=0.7333, R=0.3708, F1=0.4925
2025-04-16 11:16:54,871 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=6.5, use_topk=True, P=0.7143, R=0.3371, F1=0.4580
2025-04-16 11:16:54,899 - INFO - [omi-1.txt] mode=range_ratio, top_k=3, threshold=7.0, use_topk=True, P=0.7073, R=0.3258, F1=0.4462
2025-04-16 11:16:55,049 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=1.0, use_topk=True, P=0.7273, R=0.7191, F1=0.7232
2025-04-16 11:16:56,725 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=1.5, use_topk=True, P=0.7176, R=0.6854, F1=0.7011
2025-04-16 11:16:56,764 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=2.0, use_topk=True, P=0.7317, R=0.6742, F1=0.7018
2025-04-16 11:16:56,828 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=2.5, use_topk=True, P=0.7342, R=0.6517, F1=0.6905
2025-04-16 11:16:56,974 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=3.0, use_topk=True, P=0.7237, R=0.6180, F1=0.6667
2025-04-16 11:16:58,685 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=3.5, use_topk=True, P=0.7432, R=0.6180, F1=0.6748
2025-04-16 11:16:58,701 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=4.0, use_topk=True, P=0.7313, R=0.5506, F1=0.6282
2025-04-16 11:16:58,748 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=4.5, use_topk=True, P=0.7143, R=0.5056, F1=0.5921
2025-04-16 11:16:58,915 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=5.0, use_topk=True, P=0.7193, R=0.4607, F1=0.5616
2025-04-16 11:17:00,555 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=5.5, use_topk=True, P=0.7273, R=0.4494, F1=0.5556
2025-04-16 11:17:00,651 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=6.0, use_topk=True, P=0.7407, R=0.4494, F1=0.5594
2025-04-16 11:17:00,655 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=6.5, use_topk=True, P=0.7451, R=0.4270, F1=0.5429
2025-04-16 11:17:00,838 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=7.0, use_topk=True, P=0.7447, R=0.3933, F1=0.5147
2025-04-16 11:17:02,546 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=1.0, use_topk=True, P=0.7423, R=0.8090, F1=0.7742
2025-04-16 11:17:02,686 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=1.5, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-16 11:17:02,686 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=2.0, use_topk=True, P=0.7391, R=0.7640, F1=0.7514
2025-04-16 11:17:02,813 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=2.5, use_topk=True, P=0.7558, R=0.7303, F1=0.7429
2025-04-16 11:17:04,437 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=3.0, use_topk=True, P=0.7470, R=0.6966, F1=0.7209
2025-04-16 11:17:04,577 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=3.5, use_topk=True, P=0.7375, R=0.6629, F1=0.6982
2025-04-16 11:17:04,603 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=4.0, use_topk=True, P=0.7333, R=0.6180, F1=0.6707
2025-04-16 11:17:04,703 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=4.5, use_topk=True, P=0.7361, R=0.5955, F1=0.6584
2025-04-16 11:17:06,371 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=5.0, use_topk=True, P=0.7164, R=0.5393, F1=0.6154
2025-04-16 11:17:06,535 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=5.5, use_topk=True, P=0.7167, R=0.4831, F1=0.5772
2025-04-16 11:17:06,542 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=6.0, use_topk=True, P=0.7241, R=0.4719, F1=0.5714
2025-04-16 11:17:06,636 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=6.5, use_topk=True, P=0.7193, R=0.4607, F1=0.5616
2025-04-16 11:17:08,274 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=7.0, use_topk=True, P=0.7222, R=0.4382, F1=0.5455
2025-04-16 11:17:08,418 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=1.0, use_topk=True, P=0.7449, R=0.8202, F1=0.7807
2025-04-16 11:17:08,499 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=1.5, use_topk=True, P=0.7368, R=0.7865, F1=0.7609
2025-04-16 11:17:08,576 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=2.0, use_topk=True, P=0.7447, R=0.7865, F1=0.7650
2025-04-16 11:17:10,148 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=2.5, use_topk=True, P=0.7473, R=0.7640, F1=0.7556
2025-04-16 11:17:10,293 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=3.0, use_topk=True, P=0.7586, R=0.7416, F1=0.7500
2025-04-16 11:17:10,420 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=3.5, use_topk=True, P=0.7529, R=0.7191, F1=0.7356
2025-04-16 11:17:10,472 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=4.0, use_topk=True, P=0.7375, R=0.6629, F1=0.6982
2025-04-16 11:17:12,088 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=4.5, use_topk=True, P=0.7342, R=0.6517, F1=0.6905
2025-04-16 11:17:12,222 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=5.0, use_topk=True, P=0.7403, R=0.6404, F1=0.6867
2025-04-16 11:17:12,370 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=5.5, use_topk=True, P=0.7273, R=0.5393, F1=0.6194
2025-04-16 11:17:12,438 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=6.0, use_topk=True, P=0.7188, R=0.5169, F1=0.6013
2025-04-16 11:17:14,021 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=6.5, use_topk=True, P=0.7258, R=0.5056, F1=0.5960
2025-04-16 11:17:14,181 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=7.0, use_topk=True, P=0.7333, R=0.4944, F1=0.5906
2025-04-16 11:17:14,340 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=1.0, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-16 11:17:14,391 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=1.5, use_topk=True, P=0.7396, R=0.7978, F1=0.7676
2025-04-16 11:17:15,914 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=2.0, use_topk=True, P=0.7396, R=0.7978, F1=0.7676
2025-04-16 11:17:16,042 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=2.5, use_topk=True, P=0.7419, R=0.7753, F1=0.7582
2025-04-16 11:17:16,244 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=3.0, use_topk=True, P=0.7391, R=0.7640, F1=0.7514
2025-04-16 11:17:16,330 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=3.5, use_topk=True, P=0.7528, R=0.7528, F1=0.7528
2025-04-16 11:17:17,845 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=4.0, use_topk=True, P=0.7586, R=0.7416, F1=0.7500
2025-04-16 11:17:17,982 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=4.5, use_topk=True, P=0.7529, R=0.7191, F1=0.7356
2025-04-16 11:17:18,232 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=5.0, use_topk=True, P=0.7500, R=0.7079, F1=0.7283
2025-04-16 11:17:18,304 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=5.5, use_topk=True, P=0.7467, R=0.6292, F1=0.6829
2025-04-16 11:17:19,785 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=6.0, use_topk=True, P=0.7429, R=0.5843, F1=0.6541
2025-04-16 11:17:19,880 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=6.5, use_topk=True, P=0.7391, R=0.5730, F1=0.6456
2025-04-16 11:17:20,157 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=7.0, use_topk=True, P=0.7353, R=0.5618, F1=0.6369
2025-04-16 11:17:20,244 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=1.0, use_topk=True, P=0.7636, R=0.9438, F1=0.8442
2025-04-16 11:17:21,708 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=1.5, use_topk=True, P=0.7476, R=0.8652, F1=0.8021
2025-04-16 11:17:21,779 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=2.0, use_topk=True, P=0.7500, R=0.8427, F1=0.7937
2025-04-16 11:17:22,080 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=2.5, use_topk=True, P=0.7526, R=0.8202, F1=0.7849
2025-04-16 11:17:22,213 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=3.0, use_topk=True, P=0.7526, R=0.8202, F1=0.7849
2025-04-16 11:17:23,707 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=3.5, use_topk=True, P=0.7500, R=0.8090, F1=0.7784
2025-04-16 11:17:23,764 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=4.0, use_topk=True, P=0.7717, R=0.7978, F1=0.7845
2025-04-16 11:17:24,036 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=4.5, use_topk=True, P=0.7717, R=0.7978, F1=0.7845
2025-04-16 11:17:24,176 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=5.0, use_topk=True, P=0.7717, R=0.7978, F1=0.7845
2025-04-16 11:17:25,643 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=5.5, use_topk=True, P=0.7647, R=0.7303, F1=0.7471
2025-04-16 11:17:25,684 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=6.0, use_topk=True, P=0.7561, R=0.6966, F1=0.7251
2025-04-16 11:17:25,960 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=6.5, use_topk=True, P=0.7532, R=0.6517, F1=0.6988
2025-04-16 11:17:26,118 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=7.0, use_topk=True, P=0.7532, R=0.6517, F1=0.6988
2025-04-16 11:17:27,572 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=1.0, use_topk=True, P=0.7568, R=0.9438, F1=0.8400
2025-04-16 11:17:27,664 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=1.5, use_topk=True, P=0.7524, R=0.8876, F1=0.8144
2025-04-16 11:17:27,921 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=2.0, use_topk=True, P=0.7476, R=0.8652, F1=0.8021
2025-04-16 11:17:28,075 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=2.5, use_topk=True, P=0.7624, R=0.8652, F1=0.8105
2025-04-16 11:17:29,530 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=3.0, use_topk=True, P=0.7600, R=0.8539, F1=0.8042
2025-04-16 11:17:29,618 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=3.5, use_topk=True, P=0.7600, R=0.8539, F1=0.8042
2025-04-16 11:17:29,895 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=4.0, use_topk=True, P=0.7653, R=0.8427, F1=0.8021
2025-04-16 11:17:30,105 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=4.5, use_topk=True, P=0.7812, R=0.8427, F1=0.8108
2025-04-16 11:17:31,464 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=5.0, use_topk=True, P=0.7812, R=0.8427, F1=0.8108
2025-04-16 11:17:31,551 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=5.5, use_topk=True, P=0.7802, R=0.7978, F1=0.7889
2025-04-16 11:17:31,846 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=6.0, use_topk=True, P=0.7727, R=0.7640, F1=0.7684
2025-04-16 11:17:32,069 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=6.5, use_topk=True, P=0.7674, R=0.7416, F1=0.7543
2025-04-16 11:17:33,276 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=7.0, use_topk=True, P=0.7647, R=0.7303, F1=0.7471
2025-04-16 11:17:33,292 - INFO - [omi-10] Starting grid search...
2025-04-16 11:17:36,296 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-16 11:17:36,417 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=1.5, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-16 11:17:36,418 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=2.0, use_topk=True, P=0.5100, R=0.8361, F1=0.6335
2025-04-16 11:17:36,418 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=2.5, use_topk=True, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 11:17:38,254 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=3.0, use_topk=True, P=0.5109, R=0.7705, F1=0.6144
2025-04-16 11:17:38,389 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=3.5, use_topk=True, P=0.5349, R=0.7541, F1=0.6259
2025-04-16 11:17:38,417 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=4.0, use_topk=True, P=0.5366, R=0.7213, F1=0.6154
2025-04-16 11:17:38,418 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=4.5, use_topk=True, P=0.5500, R=0.7213, F1=0.6241
2025-04-16 11:17:40,157 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=5.0, use_topk=True, P=0.5443, R=0.7049, F1=0.6143
2025-04-16 11:17:40,298 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=5.5, use_topk=True, P=0.5455, R=0.6885, F1=0.6087
2025-04-16 11:17:40,342 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=6.0, use_topk=True, P=0.5676, R=0.6885, F1=0.6222
2025-04-16 11:17:40,342 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=6.5, use_topk=True, P=0.5556, R=0.6557, F1=0.6015
2025-04-16 11:17:42,095 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=7.0, use_topk=True, P=0.5821, R=0.6393, F1=0.6094
2025-04-16 11:17:42,202 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=1.0, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-16 11:17:42,275 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=1.5, use_topk=True, P=0.4865, R=0.8852, F1=0.6279
2025-04-16 11:17:42,315 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=2.0, use_topk=True, P=0.4906, R=0.8525, F1=0.6228
2025-04-16 11:17:44,068 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=2.5, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-16 11:17:44,134 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=3.0, use_topk=True, P=0.4951, R=0.8361, F1=0.6220
2025-04-16 11:17:44,278 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=3.5, use_topk=True, P=0.5000, R=0.8197, F1=0.6211
2025-04-16 11:17:44,333 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=4.0, use_topk=True, P=0.5102, R=0.8197, F1=0.6289
2025-04-16 11:17:46,003 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=4.5, use_topk=True, P=0.5263, R=0.8197, F1=0.6410
2025-04-16 11:17:46,082 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=5.0, use_topk=True, P=0.5213, R=0.8033, F1=0.6323
2025-04-16 11:17:46,192 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=5.5, use_topk=True, P=0.5269, R=0.8033, F1=0.6364
2025-04-16 11:17:46,284 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=6.0, use_topk=True, P=0.5444, R=0.8033, F1=0.6490
2025-04-16 11:17:47,984 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=6.5, use_topk=True, P=0.5341, R=0.7705, F1=0.6309
2025-04-16 11:17:48,059 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=7.0, use_topk=True, P=0.5465, R=0.7705, F1=0.6395
2025-04-16 11:17:48,196 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=1.0, use_topk=True, P=0.4915, R=0.9508, F1=0.6480
2025-04-16 11:17:48,350 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=1.5, use_topk=True, P=0.4870, R=0.9180, F1=0.6364
2025-04-16 11:17:49,944 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=2.0, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-16 11:17:50,046 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=2.5, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-16 11:17:50,192 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=3.0, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-16 11:17:50,304 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=3.5, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-16 11:17:51,904 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=4.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-16 11:17:51,989 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=4.5, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-16 11:17:52,172 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=5.0, use_topk=True, P=0.5050, R=0.8361, F1=0.6296
2025-04-16 11:17:52,292 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=5.5, use_topk=True, P=0.5152, R=0.8361, F1=0.6375
2025-04-16 11:17:53,839 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=6.0, use_topk=True, P=0.5155, R=0.8197, F1=0.6329
2025-04-16 11:17:53,997 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=6.5, use_topk=True, P=0.5208, R=0.8197, F1=0.6369
2025-04-16 11:17:54,158 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=7.0, use_topk=True, P=0.5319, R=0.8197, F1=0.6452
2025-04-16 11:17:54,292 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=1.0, use_topk=True, P=0.4915, R=0.9508, F1=0.6480
2025-04-16 11:17:55,805 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=1.5, use_topk=True, P=0.4914, R=0.9344, F1=0.6441
2025-04-16 11:17:55,956 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=2.0, use_topk=True, P=0.4957, R=0.9344, F1=0.6477
2025-04-16 11:17:56,097 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=2.5, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-16 11:17:56,278 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=3.0, use_topk=True, P=0.4954, R=0.8852, F1=0.6353
2025-04-16 11:17:57,757 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=3.5, use_topk=True, P=0.4954, R=0.8852, F1=0.6353
