2025-04-15 22:38:48,729 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['range_ratio'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkTrue', visual_dir='./visual/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-15 22:38:48,729 - INFO - pearson correlation 取绝对值
2025-04-15 22:38:48,730 - INFO - 当前评分模式: ['range_ratio']
2025-04-15 22:38:48,730 - INFO - 
==================================================
2025-04-15 22:38:48,730 - INFO - 开始执行网格搜索...
2025-04-15 22:38:48,736 - INFO - [omi-1] Starting grid search...
2025-04-15 22:38:51,849 - INFO - [omi-1.txt] mode=range_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.6988, R=0.6517, F1=0.6744
2025-04-15 22:39:26,855 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=2.5, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:39:27,810 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=3.0, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:39:28,315 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=3.5, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:39:28,942 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=4.0, use_topk=True, P=0.7364, R=0.9101, F1=0.8141
2025-04-15 22:39:29,434 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=4.5, use_topk=True, P=0.7407, R=0.8989, F1=0.8122
2025-04-15 22:39:30,585 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=5.0, use_topk=True, P=0.7383, R=0.8876, F1=0.8061
2025-04-15 22:39:30,985 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=5.5, use_topk=True, P=0.7358, R=0.8764, F1=0.8000
2025-04-15 22:39:31,699 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=6.0, use_topk=True, P=0.7333, R=0.8652, F1=0.7938
2025-04-15 22:39:32,413 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=6.5, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 22:39:33,302 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=7.0, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 22:39:33,731 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:39:34,504 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:39:35,211 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=2.0, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:39:36,244 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=2.5, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:39:36,362 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=3.0, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:39:37,515 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=3.5, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:39:38,084 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=4.0, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:39:39,116 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=4.5, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:39,437 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=5.0, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:40,374 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=5.5, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:40,723 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=6.0, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:41,784 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=6.5, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:42,395 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=7.0, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:42,935 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:39:43,713 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:39:44,459 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=2.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:39:45,245 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=2.5, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:39:45,798 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=3.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:39:46,457 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=3.5, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:39:47,180 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=4.0, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:39:48,006 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=4.5, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:39:48,951 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=5.0, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:39:49,141 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=5.5, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:39:49,883 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=6.0, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:51,030 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=6.5, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:51,808 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=7.0, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 22:39:52,027 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:39:52,654 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:39:53,590 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=2.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:39:54,308 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=2.5, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:39:54,970 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=3.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:39:55,508 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=3.5, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:39:56,322 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=4.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:39:57,225 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=4.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:39:57,883 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=5.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:39:58,173 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=5.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:39:59,025 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=6.0, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:40:00,189 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=6.5, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:40:00,756 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=7.0, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:40:00,953 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 22:40:01,686 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=1.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 22:40:02,961 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=2.0, use_topk=True, P=0.7479, R=1.0000, F1=0.8558
2025-04-15 22:40:03,469 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=2.5, use_topk=True, P=0.7458, R=0.9888, F1=0.8502
2025-04-15 22:40:03,840 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=3.0, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:40:04,450 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=3.5, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:40:05,701 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=4.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:40:06,123 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=4.5, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:40:06,637 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=5.0, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:40:07,337 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=5.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:40:08,425 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=6.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:40:08,756 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=6.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:40:09,318 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=7.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:40:09,337 - INFO - [omi-10] Starting grid search...
2025-04-15 22:40:12,511 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.4701, R=0.9016, F1=0.6180
2025-04-15 22:40:12,533 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=1.5, use_topk=True, P=0.4732, R=0.8689, F1=0.6127
2025-04-15 22:40:12,566 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=2.0, use_topk=True, P=0.4727, R=0.8525, F1=0.6082
2025-04-15 22:40:12,566 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=2.5, use_topk=True, P=0.4771, R=0.8525, F1=0.6118
2025-04-15 22:40:14,509 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=3.0, use_topk=True, P=0.4860, R=0.8525, F1=0.6190
2025-04-15 22:40:14,558 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=3.5, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 22:40:14,559 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=4.0, use_topk=True, P=0.5050, R=0.8361, F1=0.6296
2025-04-15 22:40:14,570 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=4.5, use_topk=True, P=0.5051, R=0.8197, F1=0.6250
2025-04-15 22:40:16,645 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=5.0, use_topk=True, P=0.5051, R=0.8197, F1=0.6250
2025-04-15 22:40:16,646 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=5.5, use_topk=True, P=0.5051, R=0.8197, F1=0.6250
2025-04-15 22:40:16,647 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=6.0, use_topk=True, P=0.5051, R=0.8197, F1=0.6250
2025-04-15 22:40:16,667 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=6.5, use_topk=True, P=0.5104, R=0.8033, F1=0.6242
2025-04-15 22:40:18,986 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=7.0, use_topk=True, P=0.5104, R=0.8033, F1=0.6242
2025-04-15 22:40:18,987 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=1.0, use_topk=True, P=0.4553, R=0.9180, F1=0.6087
2025-04-15 22:40:19,319 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=1.5, use_topk=True, P=0.4701, R=0.9016, F1=0.6180
2025-04-15 22:40:19,320 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=2.0, use_topk=True, P=0.4696, R=0.8852, F1=0.6136
2025-04-15 22:40:21,763 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=2.5, use_topk=True, P=0.4737, R=0.8852, F1=0.6171
2025-04-15 22:40:21,825 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=3.0, use_topk=True, P=0.4737, R=0.8852, F1=0.6171
2025-04-15 22:40:22,107 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=3.5, use_topk=True, P=0.4775, R=0.8689, F1=0.6163
2025-04-15 22:40:22,174 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=4.0, use_topk=True, P=0.4818, R=0.8689, F1=0.6199
2025-04-15 22:40:24,450 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=4.5, use_topk=True, P=0.4818, R=0.8689, F1=0.6199
2025-04-15 22:40:24,707 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=5.0, use_topk=True, P=0.4907, R=0.8689, F1=0.6272
2025-04-15 22:40:24,896 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=5.5, use_topk=True, P=0.4907, R=0.8689, F1=0.6272
2025-04-15 22:40:25,001 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=6.0, use_topk=True, P=0.4907, R=0.8689, F1=0.6272
2025-04-15 22:40:27,610 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=6.5, use_topk=True, P=0.4904, R=0.8361, F1=0.6182
2025-04-15 22:40:27,613 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=7.0, use_topk=True, P=0.4951, R=0.8361, F1=0.6220
2025-04-15 22:40:27,812 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=1.0, use_topk=True, P=0.4531, R=0.9508, F1=0.6138
2025-04-15 22:40:27,814 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=1.5, use_topk=True, P=0.4677, R=0.9508, F1=0.6270
2025-04-15 22:40:30,196 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=2.0, use_topk=True, P=0.4711, R=0.9344, F1=0.6264
2025-04-15 22:40:30,566 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=2.5, use_topk=True, P=0.4790, R=0.9344, F1=0.6333
2025-04-15 22:40:30,742 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=3.0, use_topk=True, P=0.4786, R=0.9180, F1=0.6292
2025-04-15 22:40:30,806 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=3.5, use_topk=True, P=0.4786, R=0.9180, F1=0.6292
2025-04-15 22:40:32,983 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=4.0, use_topk=True, P=0.4741, R=0.9016, F1=0.6215
2025-04-15 22:40:33,428 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=4.5, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-15 22:40:33,760 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=5.0, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-15 22:40:33,761 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=5.5, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-15 22:40:35,667 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=6.0, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-15 22:40:36,203 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=6.5, use_topk=True, P=0.4909, R=0.8852, F1=0.6316
2025-04-15 22:40:36,800 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=7.0, use_topk=True, P=0.4954, R=0.8852, F1=0.6353
2025-04-15 22:40:36,801 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=1.0, use_topk=True, P=0.4496, R=0.9508, F1=0.6105
2025-04-15 22:40:38,507 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=1.5, use_topk=True, P=0.4603, R=0.9508, F1=0.6203
2025-04-15 22:40:39,079 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=2.0, use_topk=True, P=0.4677, R=0.9508, F1=0.6270
2025-04-15 22:40:39,250 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=2.5, use_topk=True, P=0.4833, R=0.9508, F1=0.6409
2025-04-15 22:40:39,565 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=3.0, use_topk=True, P=0.4831, R=0.9344, F1=0.6369
