2025-04-17 08:13:05,463 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-17 08:13:05,463 - INFO - 当前评分模式: ['deviation']
2025-04-17 08:13:05,463 - INFO - 
==================================================
2025-04-17 08:13:05,463 - INFO - 开始执行网格搜索...
2025-04-17 08:13:05,464 - INFO - [omi-12] Starting grid search...
2025-04-17 08:13:08,305 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,622 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,622 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,623 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,623 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,623 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,623 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,623 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,624 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=3.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,624 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=4.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,704 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=4.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,722 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=5.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,722 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=5.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,722 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=6.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,722 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=6.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-17 08:13:10,722 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=7.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-17 08:13:10,723 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,723 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,723 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,723 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,736 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,739 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:10,739 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,739 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=3.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,923 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=4.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:10,966 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=4.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:11,037 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=5.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:11,037 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=5.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:11,038 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=6.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:11,055 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=6.5, P=0.6333, R=0.9500, F1=0.7600
2025-04-17 08:13:11,189 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=7.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-17 08:13:11,189 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,190 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,289 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,289 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,289 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,290 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,290 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,347 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,442 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:11,757 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=4.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:11,759 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=5.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:12,346 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=5.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:12,393 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=6.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:12,537 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=6.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:12,538 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=7.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:12,719 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:12,801 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:12,801 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:12,854 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:13,033 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:13,054 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,180 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,180 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,223 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,224 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=4.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,224 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=5.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,224 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=5.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,240 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=6.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,240 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=6.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,240 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=7.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,240 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,240 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,241 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,241 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,241 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,241 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,241 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,241 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,241 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,242 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=4.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,242 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=5.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,242 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=5.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,242 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=6.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,242 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=6.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,242 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=7.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:14,495 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,496 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,981 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:14,992 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:15,123 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:15,264 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:15,358 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,263 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,263 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,264 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=4.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,723 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=5.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,724 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=5.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,724 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=6.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:16,724 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=6.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:16,724 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=7.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:13:16,724 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,724 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,724 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,940 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,940 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,940 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,940 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,940 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,941 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,941 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=4.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,941 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=5.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,941 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=5.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,941 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=6.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,941 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=6.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,941 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=7.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:16,941 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,506 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,507 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,507 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,507 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,507 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,507 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,507 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=3.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,507 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=4.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,507 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=4.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,772 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=5.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,773 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=5.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:17,797 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=6.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:18,178 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=6.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:18,301 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=7.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:13:18,349 - INFO - [omi-1] Starting grid search...
2025-04-17 08:13:24,689 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=0.0, P=0.7456, R=0.9551, F1=0.8374
2025-04-17 08:13:24,690 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=0.5, P=0.7456, R=0.9551, F1=0.8374
2025-04-17 08:13:24,690 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=1.0, P=0.7456, R=0.9551, F1=0.8374
2025-04-17 08:13:24,697 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=1.5, P=0.7456, R=0.9551, F1=0.8374
2025-04-17 08:13:24,698 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=2.0, P=0.7434, R=0.9438, F1=0.8317
2025-04-17 08:13:24,698 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=2.5, P=0.7387, R=0.9213, F1=0.8200
2025-04-17 08:13:24,698 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=3.0, P=0.7364, R=0.9101, F1=0.8141
2025-04-17 08:13:24,698 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=3.5, P=0.7315, R=0.8876, F1=0.8020
2025-04-17 08:13:24,698 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=4.0, P=0.7238, R=0.8539, F1=0.7835
2025-04-17 08:13:24,698 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=4.5, P=0.7238, R=0.8539, F1=0.7835
2025-04-17 08:13:24,698 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=5.0, P=0.7238, R=0.8539, F1=0.7835
2025-04-17 08:13:24,698 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=5.5, P=0.7308, R=0.8539, F1=0.7876
2025-04-17 08:13:24,720 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=6.0, P=0.7255, R=0.8315, F1=0.7749
2025-04-17 08:13:24,720 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=6.5, P=0.7327, R=0.8315, F1=0.7789
2025-04-17 08:13:24,721 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=7.0, P=0.7327, R=0.8315, F1=0.7789
2025-04-17 08:13:24,721 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,721 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=0.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,721 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=1.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,721 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=1.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,891 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=2.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,891 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=2.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,892 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=3.0, P=0.7479, R=1.0000, F1=0.8558
2025-04-17 08:13:24,892 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=3.5, P=0.7436, R=0.9775, F1=0.8447
2025-04-17 08:13:24,892 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=4.0, P=0.7391, R=0.9551, F1=0.8333
2025-04-17 08:13:24,892 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=4.5, P=0.7391, R=0.9551, F1=0.8333
2025-04-17 08:13:24,892 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=5.0, P=0.7345, R=0.9326, F1=0.8218
2025-04-17 08:13:24,892 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=5.5, P=0.7297, R=0.9101, F1=0.8100
2025-04-17 08:13:24,958 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=6.0, P=0.7297, R=0.9101, F1=0.8100
2025-04-17 08:13:24,958 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=6.5, P=0.7297, R=0.9101, F1=0.8100
2025-04-17 08:13:24,958 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=7.0, P=0.7273, R=0.8989, F1=0.8040
2025-04-17 08:13:24,958 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,959 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=0.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,959 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=1.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:24,959 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=1.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:25,003 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=2.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:25,004 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=2.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:25,229 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=3.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:25,259 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=3.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:25,326 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=4.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-17 08:13:25,326 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=4.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-17 08:13:25,326 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=5.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-17 08:13:25,326 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=5.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-17 08:13:25,327 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=6.0, P=0.7436, R=0.9775, F1=0.8447
2025-04-17 08:13:25,357 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=6.5, P=0.7391, R=0.9551, F1=0.8333
2025-04-17 08:13:25,357 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=7.0, P=0.7345, R=0.9326, F1=0.8218
2025-04-17 08:13:25,358 - INFO - [omi-1.txt] mode=deviation, topk=4, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-17 08:13:27,475 - INFO - [omi-1.txt] mode=deviation, topk=4, threshold=0.5, P=0.7417, R=1.0000, F1=0.8517
