2025-05-07 10:58:16,763 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 10:58:16,763 - INFO - 当前评分模式: ['deviation']
2025-05-07 10:58:16,763 - INFO - 
==================================================
2025-05-07 10:58:16,763 - INFO - 开始执行网格搜索...
2025-05-07 10:58:16,764 - INFO - [omi-12] Starting grid search...
2025-05-07 10:58:19,986 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:21,998 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=6.5, P=0.7419, R=0.5750, F1=0.6479
2025-05-07 10:58:21,998 - INFO - [omi-12.txt] mode=deviation, topk=2, threshold=7.0, P=0.7407, R=0.5000, F1=0.5970
2025-05-07 10:58:21,998 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:22,037 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=0.5, P=0.6102, R=0.9000, F1=0.7273
2025-05-07 10:58:22,039 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=1.0, P=0.5965, R=0.8500, F1=0.7010
2025-05-07 10:58:22,039 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=1.5, P=0.6000, R=0.8250, F1=0.6947
2025-05-07 10:58:22,039 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=2.0, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:22,047 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=2.5, P=0.5849, R=0.7750, F1=0.6667
2025-05-07 10:58:24,318 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=3.0, P=0.6122, R=0.7500, F1=0.6742
2025-05-07 10:58:24,318 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=3.5, P=0.6383, R=0.7500, F1=0.6897
2025-05-07 10:58:24,318 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=4.0, P=0.6364, R=0.7000, F1=0.6667
2025-05-07 10:58:24,318 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=4.5, P=0.6579, R=0.6250, F1=0.6410
2025-05-07 10:58:24,320 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=5.0, P=0.6757, R=0.6250, F1=0.6494
2025-05-07 10:58:24,320 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=5.5, P=0.7143, R=0.6250, F1=0.6667
2025-05-07 10:58:24,320 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=6.0, P=0.7059, R=0.6000, F1=0.6486
2025-05-07 10:58:24,320 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=6.5, P=0.7059, R=0.6000, F1=0.6486
2025-05-07 10:58:24,320 - INFO - [omi-12.txt] mode=deviation, topk=3, threshold=7.0, P=0.7097, R=0.5500, F1=0.6197
2025-05-07 10:58:24,320 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:24,320 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=0.5, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 10:58:25,218 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=1.0, P=0.5932, R=0.8750, F1=0.7071
2025-05-07 10:58:25,219 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=1.5, P=0.5862, R=0.8500, F1=0.6939
2025-05-07 10:58:25,521 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=2.0, P=0.6071, R=0.8500, F1=0.7083
2025-05-07 10:58:25,522 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=2.5, P=0.6000, R=0.8250, F1=0.6947
2025-05-07 10:58:25,522 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=3.0, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:26,639 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=3.5, P=0.6000, R=0.7500, F1=0.6667
2025-05-07 10:58:26,639 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=4.0, P=0.6122, R=0.7500, F1=0.6742
2025-05-07 10:58:26,726 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=4.5, P=0.6250, R=0.7500, F1=0.6818
2025-05-07 10:58:26,886 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=5.0, P=0.6341, R=0.6500, F1=0.6420
2025-05-07 10:58:26,886 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=5.5, P=0.6667, R=0.6500, F1=0.6582
2025-05-07 10:58:26,888 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=6.0, P=0.6667, R=0.6500, F1=0.6582
2025-05-07 10:58:26,888 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=6.5, P=0.6486, R=0.6000, F1=0.6234
2025-05-07 10:58:26,892 - INFO - [omi-12.txt] mode=deviation, topk=4, threshold=7.0, P=0.6857, R=0.6000, F1=0.6400
2025-05-07 10:58:26,908 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:26,953 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:27,057 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=1.0, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 10:58:27,058 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=1.5, P=0.6000, R=0.9000, F1=0.7200
2025-05-07 10:58:27,059 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=2.0, P=0.6140, R=0.8750, F1=0.7216
2025-05-07 10:58:27,059 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=2.5, P=0.6071, R=0.8500, F1=0.7083
2025-05-07 10:58:27,059 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=3.0, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:27,059 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=3.5, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:27,059 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=4.0, P=0.5962, R=0.7750, F1=0.6739
2025-05-07 10:58:27,059 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=4.5, P=0.6200, R=0.7750, F1=0.6889
2025-05-07 10:58:27,059 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=5.0, P=0.6042, R=0.7250, F1=0.6591
2025-05-07 10:58:27,078 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=5.5, P=0.6222, R=0.7000, F1=0.6588
2025-05-07 10:58:27,078 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=6.0, P=0.6585, R=0.6750, F1=0.6667
2025-05-07 10:58:27,078 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=6.5, P=0.6579, R=0.6250, F1=0.6410
2025-05-07 10:58:27,078 - INFO - [omi-12.txt] mode=deviation, topk=5, threshold=7.0, P=0.6486, R=0.6000, F1=0.6234
2025-05-07 10:58:27,505 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:27,506 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:27,506 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:27,506 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=1.5, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 10:58:27,506 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=2.0, P=0.6271, R=0.9250, F1=0.7475
2025-05-07 10:58:27,506 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=2.5, P=0.6140, R=0.8750, F1=0.7216
2025-05-07 10:58:27,506 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=3.0, P=0.6071, R=0.8500, F1=0.7083
2025-05-07 10:58:27,507 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=3.5, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:27,507 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=4.0, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:27,507 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=4.5, P=0.5849, R=0.7750, F1=0.6667
2025-05-07 10:58:27,936 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=5.0, P=0.5962, R=0.7750, F1=0.6739
2025-05-07 10:58:27,938 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=5.5, P=0.5882, R=0.7500, F1=0.6593
2025-05-07 10:58:28,489 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=6.0, P=0.6000, R=0.7500, F1=0.6667
2025-05-07 10:58:28,489 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=6.5, P=0.6591, R=0.7250, F1=0.6905
2025-05-07 10:58:28,490 - INFO - [omi-12.txt] mode=deviation, topk=6, threshold=7.0, P=0.6429, R=0.6750, F1=0.6585
2025-05-07 10:58:28,561 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:28,562 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:28,562 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:28,562 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:28,563 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:28,563 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-05-07 10:58:28,563 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=3.0, P=0.6102, R=0.9000, F1=0.7273
2025-05-07 10:58:28,563 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=3.5, P=0.6102, R=0.9000, F1=0.7273
2025-05-07 10:58:28,926 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=4.0, P=0.6000, R=0.8250, F1=0.6947
2025-05-07 10:58:29,952 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=4.5, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:29,952 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=5.0, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:29,953 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=5.5, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 10:58:30,210 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=6.0, P=0.6038, R=0.8000, F1=0.6882
2025-05-07 10:58:30,211 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=6.5, P=0.6078, R=0.7750, F1=0.6813
2025-05-07 10:58:30,596 - INFO - [omi-12.txt] mode=deviation, topk=7, threshold=7.0, P=0.5745, R=0.6750, F1=0.6207
2025-05-07 10:58:30,597 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,727 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,728 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,728 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,728 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,728 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,770 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=3.0, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 10:58:31,770 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-05-07 10:58:31,770 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-05-07 10:58:31,792 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=4.5, P=0.6271, R=0.9250, F1=0.7475
2025-05-07 10:58:31,792 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=5.0, P=0.6207, R=0.9000, F1=0.7347
2025-05-07 10:58:31,792 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=5.5, P=0.6207, R=0.9000, F1=0.7347
2025-05-07 10:58:31,792 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=6.0, P=0.6182, R=0.8500, F1=0.7158
2025-05-07 10:58:31,828 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=6.5, P=0.6111, R=0.8250, F1=0.7021
2025-05-07 10:58:31,829 - INFO - [omi-12.txt] mode=deviation, topk=8, threshold=7.0, P=0.5918, R=0.7250, F1=0.6517
2025-05-07 10:58:31,829 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,829 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,829 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,829 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=1.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,829 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=2.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,829 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=2.5, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,829 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=3.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 10:58:31,830 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=3.5, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 10:58:31,830 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=4.0, P=0.6167, R=0.9250, F1=0.7400
2025-05-07 10:58:31,830 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=4.5, P=0.6271, R=0.9250, F1=0.7475
2025-05-07 10:58:31,830 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=5.0, P=0.6271, R=0.9250, F1=0.7475
2025-05-07 10:58:31,830 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=5.5, P=0.6207, R=0.9000, F1=0.7347
2025-05-07 10:58:31,830 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=6.0, P=0.6207, R=0.9000, F1=0.7347
2025-05-07 10:58:31,830 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=6.5, P=0.6250, R=0.8750, F1=0.7292
2025-05-07 10:58:31,830 - INFO - [omi-12.txt] mode=deviation, topk=9, threshold=7.0, P=0.5882, R=0.7500, F1=0.6593
2025-05-07 10:58:31,889 - INFO - [omi-1] Starting grid search...
2025-05-07 10:58:38,339 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=0.0, P=0.7456, R=0.9551, F1=0.8374
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=0.5, P=0.6744, R=0.6517, F1=0.6629
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=1.0, P=0.6216, R=0.5169, F1=0.5644
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=1.5, P=0.6176, R=0.4719, F1=0.5350
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=2.0, P=0.6724, R=0.4382, F1=0.5306
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=2.5, P=0.6792, R=0.4045, F1=0.5070
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=3.0, P=0.6531, R=0.3596, F1=0.4638
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=3.5, P=0.6744, R=0.3258, F1=0.4394
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=4.0, P=0.6944, R=0.2809, F1=0.4000
2025-05-07 10:58:38,340 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=4.5, P=0.6765, R=0.2584, F1=0.3740
2025-05-07 10:58:38,341 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=5.0, P=0.6667, R=0.2472, F1=0.3607
2025-05-07 10:58:38,341 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=5.5, P=0.6774, R=0.2360, F1=0.3500
2025-05-07 10:58:38,341 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=6.0, P=0.6667, R=0.2247, F1=0.3361
2025-05-07 10:58:38,341 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=6.5, P=0.6429, R=0.2022, F1=0.3077
2025-05-07 10:58:38,341 - INFO - [omi-1.txt] mode=deviation, topk=1, threshold=7.0, P=0.6538, R=0.1910, F1=0.2957
2025-05-07 10:58:38,341 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 10:58:38,341 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=0.5, P=0.7100, R=0.7978, F1=0.7513
2025-05-07 10:58:38,431 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=1.0, P=0.6915, R=0.7303, F1=0.7104
2025-05-07 10:58:38,432 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=1.5, P=0.6744, R=0.6517, F1=0.6629
2025-05-07 10:58:38,432 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=2.0, P=0.6538, R=0.5730, F1=0.6108
2025-05-07 10:58:38,439 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=2.5, P=0.6528, R=0.5281, F1=0.5839
2025-05-07 10:58:38,439 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=3.0, P=0.6269, R=0.4719, F1=0.5385
2025-05-07 10:58:38,439 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=3.5, P=0.6833, R=0.4607, F1=0.5503
2025-05-07 10:58:38,439 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=4.0, P=0.6964, R=0.4382, F1=0.5379
2025-05-07 10:58:38,439 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=4.5, P=0.6923, R=0.4045, F1=0.5106
2025-05-07 10:58:38,471 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=5.0, P=0.6735, R=0.3708, F1=0.4783
2025-05-07 10:58:38,472 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=5.5, P=0.6889, R=0.3483, F1=0.4627
2025-05-07 10:58:38,473 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=6.0, P=0.6818, R=0.3371, F1=0.4511
2025-05-07 10:58:38,473 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=6.5, P=0.6905, R=0.3258, F1=0.4427
2025-05-07 10:58:38,490 - INFO - [omi-1.txt] mode=deviation, topk=2, threshold=7.0, P=0.6667, R=0.2921, F1=0.4062
2025-05-07 10:58:38,490 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 10:58:38,559 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=0.5, P=0.7257, R=0.9213, F1=0.8119
2025-05-07 10:58:38,559 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=1.0, P=0.7238, R=0.8539, F1=0.7835
2025-05-07 10:58:38,559 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=1.5, P=0.7129, R=0.8090, F1=0.7579
2025-05-07 10:58:38,559 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=2.0, P=0.7113, R=0.7753, F1=0.7419
2025-05-07 10:58:38,559 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=2.5, P=0.6889, R=0.6966, F1=0.6927
2025-05-07 10:58:39,069 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=3.0, P=0.6706, R=0.6404, F1=0.6552
2025-05-07 10:58:39,246 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=3.5, P=0.6667, R=0.6067, F1=0.6353
2025-05-07 10:58:39,403 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=4.0, P=0.6667, R=0.5618, F1=0.6098
2025-05-07 10:58:41,863 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=4.5, P=0.6714, R=0.5281, F1=0.5912
2025-05-07 10:58:41,863 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=5.0, P=0.6615, R=0.4831, F1=0.5584
2025-05-07 10:58:41,863 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=5.5, P=0.6610, R=0.4382, F1=0.5270
2025-05-07 10:58:41,863 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=6.0, P=0.6667, R=0.4270, F1=0.5205
2025-05-07 10:58:41,863 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=6.5, P=0.6607, R=0.4157, F1=0.5103
2025-05-07 10:58:41,863 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=7.0, P=0.6346, R=0.3708, F1=0.4681
2025-05-07 10:58:42,101 - INFO - [omi-1.txt] mode=deviation, topk=4, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-05-07 10:58:42,101 - INFO - [omi-1.txt] mode=deviation, topk=4, threshold=0.5, P=0.7304, R=0.9438, F1=0.8235
