2025-04-16 22:05:37,325 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-16 22:05:37,325 - INFO - 当前评分模式: ['deviation']
2025-04-16 22:05:37,325 - INFO - 
==================================================
2025-04-16 22:05:37,325 - INFO - 开始执行网格搜索...
2025-04-16 22:05:37,326 - INFO - [omi-12] Starting grid search...
2025-04-16 22:05:40,033 - INFO - [omi-12.txt] mode=deviation, topk=1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-16 22:05:59,211 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=2.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 22:05:59,211 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=3.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 22:05:59,212 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=3.5, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 22:05:59,477 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=4.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 22:05:59,562 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=4.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 22:05:59,562 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=5.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 22:05:59,562 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=5.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 22:05:59,562 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=6.0, P=0.7436, R=0.9775, F1=0.8447
2025-04-16 22:05:59,562 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=6.5, P=0.7391, R=0.9551, F1=0.8333
2025-04-16 22:06:02,069 - INFO - [omi-1.txt] mode=deviation, topk=3, threshold=7.0, P=0.7345, R=0.9326, F1=0.8218
2025-04-16 22:06:02,071 - INFO - [omi-1.txt] mode=deviation, topk=4, threshold=0.0, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 22:06:02,071 - INFO - [omi-1.txt] mode=deviation, topk=4, threshold=0.5, P=0.7417, R=1.0000, F1=0.8517
