2025-04-16 23:14:07,942 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-16 23:14:07,942 - INFO - 当前评分模式: ['mean_ratio']
2025-04-16 23:14:07,942 - INFO - 
==================================================
2025-04-16 23:14:07,942 - INFO - 开始执行网格搜索...
2025-04-16 23:14:07,943 - INFO - [omi-12] Starting grid search...
2025-04-16 23:14:10,781 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-16 23:14:42,730 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,730 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,736 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,736 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:14:42,781 - INFO - [omi-10] Starting grid search...
2025-04-16 23:14:46,537 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:46,538 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:46,539 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:46,703 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:46,834 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:46,834 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:46,892 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:46,892 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:47,285 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:47,286 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:47,286 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:47,286 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:47,287 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:47,287 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:47,287 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:14:47,336 - INFO - [omi-4] Starting grid search...
2025-04-16 23:14:51,016 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,016 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,016 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,033 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,131 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,322 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,322 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,378 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,379 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,379 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,379 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,380 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,380 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,380 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,380 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:14:51,432 - INFO - [omi-3] Starting grid search...
2025-04-16 23:14:55,154 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:14:55,207 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:14:55,207 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:14:55,207 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:14:55,207 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:14:55,207 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:14:55,258 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:14:55,259 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.8025, R=0.8333, F1=0.8176
