2025-04-18 14:06:44,323 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-18 14:06:44,323 - INFO - 当前评分模式: ['mean_ratio']
2025-04-18 14:06:44,323 - INFO - 
==================================================
2025-04-18 14:06:44,323 - INFO - 开始执行网格搜索...
2025-04-18 14:06:44,324 - INFO - [omi-12] Starting grid search...
2025-04-18 14:06:47,091 - INFO - [omi-12.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 14:06:58,624 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,635 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,635 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,635 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,642 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,642 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,642 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,648 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,684 - INFO - [omi-6.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:06:58,736 - INFO - [omi-7] Starting grid search...
2025-04-18 14:07:02,625 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,656 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,705 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,706 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,807 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,808 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,808 - INFO - [omi-7.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:07:02,855 - INFO - [omi-9] Starting grid search...
2025-04-18 14:07:06,551 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,559 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,560 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,560 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,560 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,560 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,560 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,560 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,762 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,762 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,763 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,763 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,790 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,790 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,790 - INFO - [omi-9.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:07:06,839 - INFO - [omi-8] Starting grid search...
2025-04-18 14:07:10,452 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,453 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,520 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,520 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,520 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,520 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,588 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,589 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,589 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,589 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,589 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,589 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,589 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,590 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,590 - INFO - [omi-8.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:07:10,636 - INFO - [omi-2] Starting grid search...
2025-04-18 14:07:14,256 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,295 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,295 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,295 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,295 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,295 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,454 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,455 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,455 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,455 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,455 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,456 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,456 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,481 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,481 - INFO - [omi-2.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:07:14,531 - INFO - [omi-11] Starting grid search...
2025-04-18 14:07:18,476 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,478 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,502 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,503 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,504 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,504 - INFO - [omi-11.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:07:18,551 - INFO - [omi-10] Starting grid search...
2025-04-18 14:07:22,676 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,677 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,710 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,710 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,710 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,710 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,710 - INFO - [omi-10.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:07:22,760 - INFO - [omi-4] Starting grid search...
2025-04-18 14:07:26,467 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,467 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,467 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,468 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,503 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,517 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,555 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,555 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,633 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=4.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,691 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=4.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,691 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=5.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,691 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=5.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,691 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=6.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,692 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=6.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,692 - INFO - [omi-4.txt] mode=mean_ratio, all=None, threshold=7.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:07:26,742 - INFO - [omi-3] Starting grid search...
2025-04-18 14:07:30,517 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=0.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:07:30,576 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=0.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:07:30,576 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=1.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:07:30,576 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=1.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:07:30,577 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=2.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:07:30,577 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=2.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:07:30,577 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=3.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:07:30,607 - INFO - [omi-3.txt] mode=mean_ratio, all=None, threshold=3.5, P=0.8025, R=0.8333, F1=0.8176
