2025-04-15 20:45:58,835 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['range_ratio'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkTrue', visual_dir='./visual/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-15 20:45:58,835 - INFO - 当前评分模式: ['range_ratio']
2025-04-15 20:45:58,835 - INFO - 
==================================================
2025-04-15 20:45:58,835 - INFO - 开始执行网格搜索...
2025-04-15 20:45:58,838 - INFO - [omi-1] Starting grid search...
2025-04-15 20:46:01,858 - INFO - [omi-1.txt] mode=range_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.6981, R=0.4157, F1=0.5211
2025-04-15 20:46:23,595 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=5.0, use_topk=True, P=0.7302, R=0.5169, F1=0.6053
2025-04-15 20:46:25,496 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=5.5, use_topk=True, P=0.7241, R=0.4719, F1=0.5714
2025-04-15 20:46:25,517 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=6.0, use_topk=True, P=0.7222, R=0.4382, F1=0.5455
2025-04-15 20:46:25,525 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=6.5, use_topk=True, P=0.7308, R=0.4270, F1=0.5390
2025-04-15 20:46:25,635 - INFO - [omi-1.txt] mode=range_ratio, top_k=4, threshold=7.0, use_topk=True, P=0.7347, R=0.4045, F1=0.5217
2025-04-15 20:46:27,480 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=1.0, use_topk=True, P=0.7300, R=0.8202, F1=0.7725
2025-04-15 20:46:27,491 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=1.5, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-15 20:46:27,515 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=2.0, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-15 20:46:27,633 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=2.5, use_topk=True, P=0.7241, R=0.7079, F1=0.7159
2025-04-15 20:46:29,542 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=3.0, use_topk=True, P=0.7209, R=0.6966, F1=0.7086
2025-04-15 20:46:29,542 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=3.5, use_topk=True, P=0.7381, R=0.6966, F1=0.7168
2025-04-15 20:46:29,552 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=4.0, use_topk=True, P=0.7375, R=0.6629, F1=0.6982
2025-04-15 20:46:29,594 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=4.5, use_topk=True, P=0.7308, R=0.6404, F1=0.6826
2025-04-15 20:46:31,510 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=5.0, use_topk=True, P=0.7222, R=0.5843, F1=0.6460
2025-04-15 20:46:31,540 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=5.5, use_topk=True, P=0.7059, R=0.5393, F1=0.6115
2025-04-15 20:46:31,541 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=6.0, use_topk=True, P=0.6984, R=0.4944, F1=0.5789
2025-04-15 20:46:31,598 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=6.5, use_topk=True, P=0.7213, R=0.4944, F1=0.5867
2025-04-15 20:46:33,498 - INFO - [omi-1.txt] mode=range_ratio, top_k=5, threshold=7.0, use_topk=True, P=0.7288, R=0.4831, F1=0.5811
2025-04-15 20:46:33,553 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=1.0, use_topk=True, P=0.7212, R=0.8427, F1=0.7772
2025-04-15 20:46:33,606 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=1.5, use_topk=True, P=0.7228, R=0.8202, F1=0.7684
2025-04-15 20:46:33,608 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=2.0, use_topk=True, P=0.7273, R=0.8090, F1=0.7660
2025-04-15 20:46:35,489 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=2.5, use_topk=True, P=0.7263, R=0.7753, F1=0.7500
2025-04-15 20:46:35,521 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=3.0, use_topk=True, P=0.7234, R=0.7640, F1=0.7432
2025-04-15 20:46:35,584 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=3.5, use_topk=True, P=0.7391, R=0.7640, F1=0.7514
2025-04-15 20:46:35,584 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=4.0, use_topk=True, P=0.7586, R=0.7416, F1=0.7500
2025-04-15 20:46:37,460 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=4.5, use_topk=True, P=0.7500, R=0.7079, F1=0.7283
2025-04-15 20:46:37,475 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=5.0, use_topk=True, P=0.7308, R=0.6404, F1=0.6826
2025-04-15 20:46:37,538 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=5.5, use_topk=True, P=0.7297, R=0.6067, F1=0.6626
2025-04-15 20:46:37,606 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=6.0, use_topk=True, P=0.7059, R=0.5393, F1=0.6115
2025-04-15 20:46:39,540 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=6.5, use_topk=True, P=0.7164, R=0.5393, F1=0.6154
2025-04-15 20:46:39,614 - INFO - [omi-1.txt] mode=range_ratio, top_k=6, threshold=7.0, use_topk=True, P=0.7164, R=0.5393, F1=0.6154
2025-04-15 20:46:39,614 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=1.0, use_topk=True, P=0.7170, R=0.8539, F1=0.7795
2025-04-15 20:46:39,704 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=1.5, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 20:46:41,608 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=2.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:46:41,700 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=2.5, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-15 20:46:41,822 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=3.0, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-15 20:46:41,837 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=3.5, use_topk=True, P=0.7576, R=0.8427, F1=0.7979
2025-04-15 20:46:43,624 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=4.0, use_topk=True, P=0.7604, R=0.8202, F1=0.7892
2025-04-15 20:46:43,658 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=4.5, use_topk=True, P=0.7579, R=0.8090, F1=0.7826
2025-04-15 20:46:43,780 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=5.0, use_topk=True, P=0.7692, R=0.7865, F1=0.7778
2025-04-15 20:46:43,824 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=5.5, use_topk=True, P=0.7614, R=0.7528, F1=0.7571
2025-04-15 20:46:45,613 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=6.0, use_topk=True, P=0.7468, R=0.6629, F1=0.7024
2025-04-15 20:46:45,653 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=6.5, use_topk=True, P=0.7436, R=0.6517, F1=0.6946
2025-04-15 20:46:45,817 - INFO - [omi-1.txt] mode=range_ratio, top_k=7, threshold=7.0, use_topk=True, P=0.7532, R=0.6517, F1=0.6988
2025-04-15 20:46:45,868 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=1.0, use_topk=True, P=0.7281, R=0.9326, F1=0.8177
2025-04-15 20:46:47,629 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=1.5, use_topk=True, P=0.7358, R=0.8764, F1=0.8000
2025-04-15 20:46:47,702 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=2.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:46:47,823 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=2.5, use_topk=True, P=0.7353, R=0.8427, F1=0.7853
2025-04-15 20:46:47,897 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=3.0, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-15 20:46:49,652 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=3.5, use_topk=True, P=0.7576, R=0.8427, F1=0.7979
2025-04-15 20:46:49,670 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=4.0, use_topk=True, P=0.7576, R=0.8427, F1=0.7979
2025-04-15 20:46:49,849 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=4.5, use_topk=True, P=0.7629, R=0.8315, F1=0.7957
2025-04-15 20:46:49,951 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=5.0, use_topk=True, P=0.7629, R=0.8315, F1=0.7957
2025-04-15 20:46:51,697 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=5.5, use_topk=True, P=0.7609, R=0.7865, F1=0.7735
2025-04-15 20:46:51,698 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=6.0, use_topk=True, P=0.7674, R=0.7416, F1=0.7543
2025-04-15 20:46:51,892 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=6.5, use_topk=True, P=0.7674, R=0.7416, F1=0.7543
2025-04-15 20:46:51,990 - INFO - [omi-1.txt] mode=range_ratio, top_k=8, threshold=7.0, use_topk=True, P=0.7647, R=0.7303, F1=0.7471
2025-04-15 20:46:53,690 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=1.0, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:46:53,713 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=1.5, use_topk=True, P=0.7358, R=0.8764, F1=0.8000
2025-04-15 20:46:53,881 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=2.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:46:54,092 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=2.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:46:55,689 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=3.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:46:55,753 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=3.5, use_topk=True, P=0.7500, R=0.8427, F1=0.7937
2025-04-15 20:46:55,885 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=4.0, use_topk=True, P=0.7500, R=0.8427, F1=0.7937
2025-04-15 20:46:56,147 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=4.5, use_topk=True, P=0.7500, R=0.8427, F1=0.7937
2025-04-15 20:46:57,761 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=5.0, use_topk=True, P=0.7576, R=0.8427, F1=0.7979
2025-04-15 20:46:57,868 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=5.5, use_topk=True, P=0.7653, R=0.8427, F1=0.8021
2025-04-15 20:46:57,978 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=6.0, use_topk=True, P=0.7604, R=0.8202, F1=0.7892
2025-04-15 20:46:58,202 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=6.5, use_topk=True, P=0.7579, R=0.8090, F1=0.7826
2025-04-15 20:46:59,585 - INFO - [omi-1.txt] mode=range_ratio, top_k=9, threshold=7.0, use_topk=True, P=0.7634, R=0.7978, F1=0.7802
2025-04-15 20:46:59,600 - INFO - [omi-10] Starting grid search...
2025-04-15 20:47:02,760 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-15 20:47:02,760 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=1.5, use_topk=True, P=0.5096, R=0.8689, F1=0.6424
2025-04-15 20:47:02,857 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=2.0, use_topk=True, P=0.5096, R=0.8689, F1=0.6424
2025-04-15 20:47:02,857 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=2.5, use_topk=True, P=0.5200, R=0.8525, F1=0.6460
2025-04-15 20:47:04,734 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=3.0, use_topk=True, P=0.5253, R=0.8525, F1=0.6500
2025-04-15 20:47:04,765 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=3.5, use_topk=True, P=0.5155, R=0.8197, F1=0.6329
2025-04-15 20:47:04,805 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=4.0, use_topk=True, P=0.5155, R=0.8197, F1=0.6329
2025-04-15 20:47:04,965 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=4.5, use_topk=True, P=0.5109, R=0.7705, F1=0.6144
2025-04-15 20:47:06,807 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=5.0, use_topk=True, P=0.5111, R=0.7541, F1=0.6093
2025-04-15 20:47:06,863 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=5.5, use_topk=True, P=0.5181, R=0.7049, F1=0.5972
2025-04-15 20:47:06,863 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=6.0, use_topk=True, P=0.5309, R=0.7049, F1=0.6056
2025-04-15 20:47:06,976 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=6.5, use_topk=True, P=0.5443, R=0.7049, F1=0.6143
2025-04-15 20:47:08,754 - INFO - [omi-10.txt] mode=range_ratio, top_k=1, threshold=7.0, use_topk=True, P=0.5733, R=0.7049, F1=0.6324
2025-04-15 20:47:08,800 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=1.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:47:08,854 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=1.5, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-15 20:47:09,008 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=2.0, use_topk=True, P=0.5047, R=0.8852, F1=0.6429
2025-04-15 20:47:10,800 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=2.5, use_topk=True, P=0.5094, R=0.8852, F1=0.6467
2025-04-15 20:47:10,800 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=3.0, use_topk=True, P=0.5096, R=0.8689, F1=0.6424
2025-04-15 20:47:10,871 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=3.5, use_topk=True, P=0.5098, R=0.8525, F1=0.6380
2025-04-15 20:47:11,010 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=4.0, use_topk=True, P=0.5098, R=0.8525, F1=0.6380
2025-04-15 20:47:12,835 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=4.5, use_topk=True, P=0.5050, R=0.8361, F1=0.6296
2025-04-15 20:47:12,944 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=5.0, use_topk=True, P=0.5050, R=0.8361, F1=0.6296
2025-04-15 20:47:12,960 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=5.5, use_topk=True, P=0.4948, R=0.7869, F1=0.6076
2025-04-15 20:47:13,084 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=6.0, use_topk=True, P=0.5053, R=0.7869, F1=0.6154
2025-04-15 20:47:14,856 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=6.5, use_topk=True, P=0.5217, R=0.7869, F1=0.6275
2025-04-15 20:47:15,008 - INFO - [omi-10.txt] mode=range_ratio, top_k=2, threshold=7.0, use_topk=True, P=0.5275, R=0.7869, F1=0.6316
2025-04-15 20:47:15,008 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=1.0, use_topk=True, P=0.5000, R=0.9508, F1=0.6554
2025-04-15 20:47:15,186 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=1.5, use_topk=True, P=0.5045, R=0.9180, F1=0.6512
2025-04-15 20:47:16,982 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=2.0, use_topk=True, P=0.5000, R=0.9016, F1=0.6433
2025-04-15 20:47:17,122 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=2.5, use_topk=True, P=0.5000, R=0.9016, F1=0.6433
2025-04-15 20:47:17,123 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=3.0, use_topk=True, P=0.5093, R=0.9016, F1=0.6509
2025-04-15 20:47:17,276 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=3.5, use_topk=True, P=0.5093, R=0.9016, F1=0.6509
2025-04-15 20:47:18,966 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=4.0, use_topk=True, P=0.5093, R=0.9016, F1=0.6509
2025-04-15 20:47:18,970 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=4.5, use_topk=True, P=0.5093, R=0.9016, F1=0.6509
2025-04-15 20:47:19,122 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=5.0, use_topk=True, P=0.5093, R=0.9016, F1=0.6509
2025-04-15 20:47:19,298 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=5.5, use_topk=True, P=0.4951, R=0.8361, F1=0.6220
2025-04-15 20:47:21,006 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=6.0, use_topk=True, P=0.4951, R=0.8361, F1=0.6220
2025-04-15 20:47:21,008 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=6.5, use_topk=True, P=0.4951, R=0.8361, F1=0.6220
2025-04-15 20:47:21,170 - INFO - [omi-10.txt] mode=range_ratio, top_k=3, threshold=7.0, use_topk=True, P=0.5000, R=0.8361, F1=0.6258
2025-04-15 20:47:21,424 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=1.0, use_topk=True, P=0.4917, R=0.9672, F1=0.6519
2025-04-15 20:47:23,162 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=1.5, use_topk=True, P=0.4958, R=0.9672, F1=0.6556
2025-04-15 20:47:23,163 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=2.0, use_topk=True, P=0.5043, R=0.9672, F1=0.6629
2025-04-15 20:47:23,186 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=2.5, use_topk=True, P=0.5086, R=0.9672, F1=0.6667
2025-04-15 20:47:23,527 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=3.0, use_topk=True, P=0.5130, R=0.9672, F1=0.6705
2025-04-15 20:47:25,031 - INFO - [omi-10.txt] mode=range_ratio, top_k=4, threshold=3.5, use_topk=True, P=0.5130, R=0.9672, F1=0.6705
