2025-05-07 17:09:17,247 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_topk', visual_dir='./visual/machine/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 17:09:17,247 - INFO - 当前评分模式: ['value_times_range']
2025-05-07 17:09:17,247 - INFO - 
==================================================
2025-05-07 17:09:17,247 - INFO - 开始执行网格搜索...
2025-05-07 17:09:17,251 - INFO - [machine-1-1] Starting grid search...
2025-05-07 17:10:07,946 - INFO - [machine-1-1.txt] mode=value_times_range, topk=1, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:08,372 - INFO - [machine-1-1.txt] mode=value_times_range, topk=1, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:08,372 - INFO - [machine-1-1.txt] mode=value_times_range, topk=1, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,152 - INFO - [machine-1-1.txt] mode=value_times_range, topk=1, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,153 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=2, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:11,154 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:52,687 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:52,688 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:52,688 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:52,689 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:52,689 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:52,689 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:52,689 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,494 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,495 - INFO - [machine-1-1.txt] mode=value_times_range, topk=3, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,495 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,558 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,558 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,558 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,559 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,560 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:54,811 - INFO - [machine-1-1.txt] mode=value_times_range, topk=4, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:55,649 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:55,759 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:56,190 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:56,191 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:56,191 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:56,535 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:56,536 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:57,001 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:57,002 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:57,002 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:57,002 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:10:57,002 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:28,544 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:29,288 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:33,057 - INFO - [machine-1-1.txt] mode=value_times_range, topk=5, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:35,102 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:35,103 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:35,103 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:35,103 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:35,103 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:35,103 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:36,466 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:36,467 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:36,467 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:36,467 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:38,710 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:38,711 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:38,711 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:39,204 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:39,205 - INFO - [machine-1-1.txt] mode=value_times_range, topk=6, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:39,205 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:39,205 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:39,205 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:39,205 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:40,499 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:40,500 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:40,500 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,432 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,432 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,432 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,432 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,432 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,432 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,433 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,433 - INFO - [machine-1-1.txt] mode=value_times_range, topk=7, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,433 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:42,433 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:11:44,556 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:11,044 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:11,045 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:16,414 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:16,414 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:17,927 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:20,199 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:20,200 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:20,776 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:20,920 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:20,921 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:20,921 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:21,195 - INFO - [machine-1-1.txt] mode=value_times_range, topk=8, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:21,725 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:22,031 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:22,610 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:23,367 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:23,367 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:23,734 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:23,951 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:24,278 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:24,279 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:24,490 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:24,571 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:25,202 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:25,202 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:25,203 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:25,203 - INFO - [machine-1-1.txt] mode=value_times_range, topk=9, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:12:25,294 - INFO - [machine-1-7] Starting grid search...
2025-05-07 17:13:04,831 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=0.0, P=0.4393, R=0.9462, F1=0.6000
2025-05-07 17:13:06,321 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=0.5, P=0.4598, R=0.9231, F1=0.6138
2025-05-07 17:13:06,322 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=1.0, P=0.4813, R=0.8923, F1=0.6253
2025-05-07 17:13:06,322 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=1.5, P=0.4870, R=0.8615, F1=0.6222
2025-05-07 17:13:18,103 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=2.0, P=0.4928, R=0.7923, F1=0.6077
2025-05-07 17:13:18,104 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=2.5, P=0.4951, R=0.7769, F1=0.6048
2025-05-07 17:13:18,104 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=3.0, P=0.5026, R=0.7462, F1=0.6006
2025-05-07 17:13:18,104 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=3.5, P=0.5079, R=0.7385, F1=0.6019
2025-05-07 17:13:18,105 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=4.0, P=0.5220, R=0.7308, F1=0.6090
2025-05-07 17:13:18,105 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=4.5, P=0.5311, R=0.7231, F1=0.6124
2025-05-07 17:13:21,153 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=5.0, P=0.5311, R=0.7231, F1=0.6124
2025-05-07 17:13:21,153 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=5.5, P=0.5318, R=0.7077, F1=0.6073
2025-05-07 17:13:21,153 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=6.0, P=0.5385, R=0.7000, F1=0.6087
2025-05-07 17:13:21,153 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=6.5, P=0.5361, R=0.6846, F1=0.6014
2025-05-07 17:13:21,153 - INFO - [machine-1-7.txt] mode=value_times_range, topk=1, threshold=7.0, P=0.5394, R=0.6846, F1=0.6034
2025-05-07 17:13:21,154 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=0.0, P=0.4291, R=0.9538, F1=0.5919
2025-05-07 17:13:21,154 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=0.5, P=0.4440, R=0.9462, F1=0.6044
2025-05-07 17:13:21,154 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=1.0, P=0.4633, R=0.9231, F1=0.6170
2025-05-07 17:13:21,154 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=1.5, P=0.4760, R=0.9154, F1=0.6263
2025-05-07 17:13:21,154 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=2.0, P=0.4810, R=0.8769, F1=0.6213
2025-05-07 17:13:21,154 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=2.5, P=0.4851, R=0.8769, F1=0.6247
2025-05-07 17:13:22,021 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=3.0, P=0.4802, R=0.8385, F1=0.6106
2025-05-07 17:13:22,022 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=3.5, P=0.4777, R=0.8231, F1=0.6045
2025-05-07 17:13:22,022 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=4.0, P=0.4840, R=0.8154, F1=0.6074
2025-05-07 17:13:22,022 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=4.5, P=0.4907, R=0.8077, F1=0.6105
2025-05-07 17:13:22,022 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=5.0, P=0.4930, R=0.8077, F1=0.6122
2025-05-07 17:13:22,022 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=5.5, P=0.5072, R=0.8077, F1=0.6231
2025-05-07 17:13:22,022 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=6.0, P=0.5123, R=0.8000, F1=0.6246
2025-05-07 17:13:22,328 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=6.5, P=0.5101, R=0.7769, F1=0.6159
2025-05-07 17:13:22,329 - INFO - [machine-1-7.txt] mode=value_times_range, topk=2, threshold=7.0, P=0.5127, R=0.7769, F1=0.6177
2025-05-07 17:13:22,329 - INFO - [machine-1-7.txt] mode=value_times_range, topk=3, threshold=0.0, P=0.4051, R=0.9692, F1=0.5714
2025-05-07 17:13:22,329 - INFO - [machine-1-7.txt] mode=value_times_range, topk=3, threshold=0.5, P=0.4145, R=0.9692, F1=0.5806
2025-05-07 17:13:22,329 - INFO - [machine-1-7.txt] mode=value_times_range, topk=3, threshold=1.0, P=0.4195, R=0.9615, F1=0.5841
2025-05-07 17:13:22,329 - INFO - [machine-1-7.txt] mode=value_times_range, topk=3, threshold=1.5, P=0.4464, R=0.9615, F1=0.6098
2025-05-07 17:13:22,329 - INFO - [machine-1-7.txt] mode=value_times_range, topk=3, threshold=2.0, P=0.4526, R=0.9538, F1=0.6139
2025-05-07 17:13:22,329 - INFO - [machine-1-7.txt] mode=value_times_range, topk=3, threshold=2.5, P=0.4586, R=0.9385, F1=0.6162
2025-05-07 17:13:53,665 - INFO - [machine-1-7.txt] mode=value_times_range, topk=3, threshold=3.0, P=0.4538, R=0.9077, F1=0.6051
