2025-05-07 22:23:38,599 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 22:23:38,599 - INFO - 当前评分模式: ['range_ratio']
2025-05-07 22:23:38,599 - INFO - 
==================================================
2025-05-07 22:23:38,599 - INFO - 开始执行网格搜索...
2025-05-07 22:23:38,606 - INFO - [machine-1-1] Starting grid search...
2025-05-07 22:24:33,320 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:24:47,126 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.0, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:24:47,126 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:24:47,127 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:24:47,127 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:24:47,127 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:24:47,127 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:24:47,127 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:02,190 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:07,836 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:09,091 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:10,151 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:10,202 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:21,881 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:21,882 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:21,882 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:21,882 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:24,306 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:24,306 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:24,307 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:24,307 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:24,307 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:24,307 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:25,662 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:25,662 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:25,663 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,527 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,527 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,527 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,527 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,527 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,527 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,528 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,528 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,528 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:26,528 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:28,371 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:28,372 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:28,372 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:28,372 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:28,804 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:28,922 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:28,923 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:30,200 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:44,070 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:50,696 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:50,697 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:51,591 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:53,331 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:53,704 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:53,705 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:53,705 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:55,291 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:56,476 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:59,162 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:25:59,163 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:01,627 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:01,628 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:03,436 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:03,827 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:04,823 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:05,815 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:10,833 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:10,834 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:10,834 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:10,834 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:10,834 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:10,834 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,417 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,418 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,418 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,418 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,419 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,419 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,419 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,419 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,419 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,419 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:18,419 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:29,609 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:29,609 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:30,676 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:34,309 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:34,310 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:37,620 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:37,621 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:37,621 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:37,712 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:39,874 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:39,875 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:39,875 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:44,137 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:44,292 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:46,837 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:48,522 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:48,522 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:50,386 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:50,386 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:51,888 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:51,889 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:51,889 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:56,898 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:56,899 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:56,899 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:56,899 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:56,899 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:57,662 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:57,662 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:58,477 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:58,477 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:26:59,058 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:11,442 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:11,443 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:11,443 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:11,443 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:11,443 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:26,561 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:26,562 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:26,562 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:26,562 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:26,562 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:26,562 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:27:26,562 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.0, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,562 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.5, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,562 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.0, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,563 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.5, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,563 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.0, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,563 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.5, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,563 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.0, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,563 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.5, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,563 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.0, P=0.4385, R=0.7215, F1=0.5455
2025-05-07 22:27:26,563 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.5, P=0.4385, R=0.7215, F1=0.5455
