2025-05-07 11:07:36,033 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 11:07:36,033 - INFO - 当前评分模式: ['range_ratio']
2025-05-07 11:07:36,033 - INFO - 
==================================================
2025-05-07 11:07:36,033 - INFO - 开始执行网格搜索...
2025-05-07 11:07:36,035 - INFO - [omi-12] Starting grid search...
2025-05-07 11:07:39,165 - INFO - [omi-12.txt] mode=range_ratio, topk=1, threshold=0.0, P=0.6750, R=0.6750, F1=0.6750
2025-05-07 11:07:41,096 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=0.0, P=0.6383, R=0.7500, F1=0.6897
2025-05-07 11:07:41,096 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=0.5, P=0.6818, R=0.7500, F1=0.7143
2025-05-07 11:07:41,096 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=1.0, P=0.6829, R=0.7000, F1=0.6914
2025-05-07 11:07:41,096 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=1.5, P=0.6750, R=0.6750, F1=0.6750
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=2.0, P=0.6842, R=0.6500, F1=0.6667
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=2.5, P=0.6944, R=0.6250, F1=0.6579
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=3.0, P=0.7812, R=0.6250, F1=0.6944
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=3.5, P=0.8065, R=0.6250, F1=0.7042
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=4.0, P=0.8276, R=0.6000, F1=0.6957
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=4.5, P=0.8214, R=0.5750, F1=0.6765
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=5.0, P=0.8214, R=0.5750, F1=0.6765
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=5.5, P=0.8519, R=0.5750, F1=0.6866
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=6.0, P=0.8696, R=0.5000, F1=0.6349
2025-05-07 11:07:41,097 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=6.5, P=0.8696, R=0.5000, F1=0.6349
2025-05-07 11:07:41,106 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=7.0, P=0.8696, R=0.5000, F1=0.6349
2025-05-07 11:07:41,106 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=0.0, P=0.5926, R=0.8000, F1=0.6809
2025-05-07 11:07:41,106 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=0.5, P=0.6400, R=0.8000, F1=0.7111
2025-05-07 11:07:41,107 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=1.0, P=0.6444, R=0.7250, F1=0.6824
2025-05-07 11:07:41,358 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=1.5, P=0.6444, R=0.7250, F1=0.6824
2025-05-07 11:07:41,358 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=2.0, P=0.6744, R=0.7250, F1=0.6988
2025-05-07 11:07:41,360 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=2.5, P=0.7073, R=0.7250, F1=0.7160
2025-05-07 11:07:41,485 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=3.0, P=0.7368, R=0.7000, F1=0.7179
2025-05-07 11:07:42,873 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=3.5, P=0.7297, R=0.6750, F1=0.7013
2025-05-07 11:07:42,874 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=4.0, P=0.7500, R=0.6750, F1=0.7105
2025-05-07 11:07:42,874 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=4.5, P=0.7647, R=0.6500, F1=0.7027
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=5.0, P=0.7879, R=0.6500, F1=0.7123
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=5.5, P=0.8387, R=0.6500, F1=0.7324
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=6.0, P=0.8276, R=0.6000, F1=0.6957
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=6.5, P=0.8276, R=0.6000, F1=0.6957
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=7.0, P=0.8571, R=0.6000, F1=0.7059
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=0.0, P=0.5818, R=0.8000, F1=0.6737
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=0.5, P=0.6154, R=0.8000, F1=0.6957
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=1.0, P=0.6200, R=0.7750, F1=0.6889
2025-05-07 11:07:42,875 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=1.5, P=0.6200, R=0.7750, F1=0.6889
2025-05-07 11:07:44,578 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=2.0, P=0.6327, R=0.7750, F1=0.6966
2025-05-07 11:07:44,578 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=2.5, P=0.6889, R=0.7750, F1=0.7294
2025-05-07 11:07:44,579 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=3.0, P=0.7045, R=0.7750, F1=0.7381
2025-05-07 11:07:44,579 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=3.5, P=0.6977, R=0.7500, F1=0.7229
2025-05-07 11:07:44,579 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=4.0, P=0.7143, R=0.7500, F1=0.7317
2025-05-07 11:07:44,836 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=4.5, P=0.7500, R=0.7500, F1=0.7500
2025-05-07 11:07:44,837 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=5.0, P=0.7500, R=0.7500, F1=0.7500
2025-05-07 11:07:44,838 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=5.5, P=0.8108, R=0.7500, F1=0.7792
2025-05-07 11:07:44,838 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=6.0, P=0.8056, R=0.7250, F1=0.7632
2025-05-07 11:07:44,838 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=6.5, P=0.8000, R=0.7000, F1=0.7467
2025-05-07 11:07:44,979 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=7.0, P=0.7941, R=0.6750, F1=0.7297
2025-05-07 11:07:45,693 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=0.0, P=0.6034, R=0.8750, F1=0.7143
2025-05-07 11:07:45,693 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=0.5, P=0.6250, R=0.8750, F1=0.7292
2025-05-07 11:07:45,693 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=1.0, P=0.6415, R=0.8500, F1=0.7312
2025-05-07 11:07:45,872 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=1.5, P=0.6415, R=0.8500, F1=0.7312
2025-05-07 11:07:45,872 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=2.0, P=0.6415, R=0.8500, F1=0.7312
2025-05-07 11:07:45,873 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=2.5, P=0.6600, R=0.8250, F1=0.7333
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=3.0, P=0.6809, R=0.8000, F1=0.7356
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=3.5, P=0.6739, R=0.7750, F1=0.7209
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=4.0, P=0.7209, R=0.7750, F1=0.7470
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=4.5, P=0.7381, R=0.7750, F1=0.7561
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=5.0, P=0.7381, R=0.7750, F1=0.7561
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=5.5, P=0.7561, R=0.7750, F1=0.7654
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=6.0, P=0.7632, R=0.7250, F1=0.7436
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=6.5, P=0.7632, R=0.7250, F1=0.7436
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=7.0, P=0.7568, R=0.7000, F1=0.7273
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=0.0, P=0.6102, R=0.9000, F1=0.7273
2025-05-07 11:07:45,874 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=0.5, P=0.6207, R=0.9000, F1=0.7347
2025-05-07 11:07:46,050 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=1.0, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:07:46,123 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=1.5, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:07:46,123 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=2.0, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:07:46,123 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=2.5, P=0.6415, R=0.8500, F1=0.7312
2025-05-07 11:07:46,123 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=3.0, P=0.6415, R=0.8500, F1=0.7312
2025-05-07 11:07:46,123 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=3.5, P=0.6415, R=0.8500, F1=0.7312
2025-05-07 11:07:46,123 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=4.0, P=0.6667, R=0.8500, F1=0.7473
2025-05-07 11:07:46,123 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=4.5, P=0.6800, R=0.8500, F1=0.7556
2025-05-07 11:07:47,642 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=5.0, P=0.6667, R=0.8000, F1=0.7273
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=5.5, P=0.6957, R=0.8000, F1=0.7442
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=6.0, P=0.6977, R=0.7500, F1=0.7229
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=6.5, P=0.6977, R=0.7500, F1=0.7229
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=7.0, P=0.6977, R=0.7500, F1=0.7229
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=0.5, P=0.6271, R=0.9250, F1=0.7475
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=1.0, P=0.6207, R=0.9000, F1=0.7347
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=1.5, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=2.0, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=2.5, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=3.0, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:07:47,643 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=3.5, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:07:47,832 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=4.0, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:07:48,124 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=4.5, P=0.6731, R=0.8750, F1=0.7609
2025-05-07 11:07:48,124 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=5.0, P=0.6600, R=0.8250, F1=0.7333
2025-05-07 11:07:48,124 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=5.5, P=0.6875, R=0.8250, F1=0.7500
2025-05-07 11:07:48,124 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=6.0, P=0.6809, R=0.8000, F1=0.7356
2025-05-07 11:07:48,806 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=6.5, P=0.6809, R=0.8000, F1=0.7356
2025-05-07 11:07:48,806 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=7.0, P=0.6809, R=0.8000, F1=0.7356
2025-05-07 11:07:48,806 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 11:07:48,827 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=0.5, P=0.6167, R=0.9250, F1=0.7400
2025-05-07 11:07:48,828 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=1.0, P=0.6271, R=0.9250, F1=0.7475
2025-05-07 11:07:48,828 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=1.5, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:07:48,828 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=2.0, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:07:48,828 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=2.5, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:48,828 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=3.0, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:48,828 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=3.5, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:48,829 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=4.0, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:48,829 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=4.5, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:48,829 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=5.0, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:07:48,829 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=5.5, P=0.6604, R=0.8750, F1=0.7527
2025-05-07 11:07:48,829 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=6.0, P=0.6800, R=0.8500, F1=0.7556
2025-05-07 11:07:48,829 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=6.5, P=0.6735, R=0.8250, F1=0.7416
2025-05-07 11:07:48,829 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=7.0, P=0.6735, R=0.8250, F1=0.7416
2025-05-07 11:07:49,319 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 11:07:49,410 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=0.5, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 11:07:49,410 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=1.0, P=0.6167, R=0.9250, F1=0.7400
2025-05-07 11:07:49,410 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=1.5, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:07:49,411 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=2.0, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:07:49,411 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=2.5, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:49,411 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=3.0, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:49,411 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=3.5, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:49,411 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=4.0, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:49,411 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=4.5, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:49,501 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=5.0, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:07:49,502 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=5.5, P=0.6667, R=0.9000, F1=0.7660
2025-05-07 11:07:49,587 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=6.0, P=0.6863, R=0.8750, F1=0.7692
2025-05-07 11:07:49,648 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=6.5, P=0.6800, R=0.8500, F1=0.7556
2025-05-07 11:07:49,692 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=7.0, P=0.6800, R=0.8500, F1=0.7556
2025-05-07 11:07:49,749 - INFO - [omi-1] Starting grid search...
2025-05-07 11:07:53,320 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=0.0, P=0.6849, R=0.5618, F1=0.6173
2025-05-07 11:07:53,425 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=0.5, P=0.6818, R=0.5056, F1=0.5806
2025-05-07 11:07:53,500 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=1.0, P=0.6833, R=0.4607, F1=0.5503
2025-05-07 11:07:53,724 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=1.5, P=0.6727, R=0.4157, F1=0.5139
2025-05-07 11:07:56,107 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=2.0, P=0.6596, R=0.3483, F1=0.4559
2025-05-07 11:07:56,108 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=2.5, P=0.6923, R=0.3034, F1=0.4219
2025-05-07 11:07:56,108 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=3.0, P=0.7143, R=0.2809, F1=0.4032
2025-05-07 11:07:56,121 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=3.5, P=0.7188, R=0.2584, F1=0.3802
2025-05-07 11:07:56,121 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=4.0, P=0.7241, R=0.2360, F1=0.3559
2025-05-07 11:07:56,154 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=4.5, P=0.7308, R=0.2135, F1=0.3304
2025-05-07 11:07:56,154 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=5.0, P=0.7200, R=0.2022, F1=0.3158
2025-05-07 11:07:56,154 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=5.5, P=0.7391, R=0.1910, F1=0.3036
2025-05-07 11:07:56,155 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=6.0, P=0.8095, R=0.1910, F1=0.3091
2025-05-07 11:07:56,174 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=6.5, P=0.8000, R=0.1798, F1=0.2936
2025-05-07 11:07:56,174 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=7.0, P=0.8000, R=0.1798, F1=0.2936
2025-05-07 11:07:56,174 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=0.0, P=0.7126, R=0.6966, F1=0.7045
2025-05-07 11:07:56,174 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=0.5, P=0.7108, R=0.6629, F1=0.6860
2025-05-07 11:07:56,174 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=1.0, P=0.7105, R=0.6067, F1=0.6545
2025-05-07 11:07:56,174 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=1.5, P=0.7183, R=0.5730, F1=0.6375
2025-05-07 11:07:56,174 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=2.0, P=0.6970, R=0.5169, F1=0.5935
2025-05-07 11:07:56,174 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=2.5, P=0.7119, R=0.4719, F1=0.5676
2025-05-07 11:07:56,175 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=3.0, P=0.7273, R=0.4494, F1=0.5556
2025-05-07 11:07:56,175 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=3.5, P=0.7200, R=0.4045, F1=0.5180
2025-05-07 11:07:56,175 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=4.0, P=0.7045, R=0.3483, F1=0.4662
2025-05-07 11:07:56,340 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=4.5, P=0.6905, R=0.3258, F1=0.4427
2025-05-07 11:07:56,340 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=5.0, P=0.7297, R=0.3034, F1=0.4286
2025-05-07 11:07:56,341 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=5.5, P=0.7647, R=0.2921, F1=0.4228
2025-05-07 11:07:56,341 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=6.0, P=0.7647, R=0.2921, F1=0.4228
2025-05-07 11:07:56,341 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=6.5, P=0.7419, R=0.2584, F1=0.3833
2025-05-07 11:07:56,341 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=7.0, P=0.7333, R=0.2472, F1=0.3697
2025-05-07 11:07:56,341 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=0.0, P=0.7396, R=0.7978, F1=0.7676
2025-05-07 11:07:56,342 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=0.5, P=0.7340, R=0.7753, F1=0.7541
2025-05-07 11:07:56,342 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=1.0, P=0.7143, R=0.6742, F1=0.6936
2025-05-07 11:07:56,352 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=1.5, P=0.7284, R=0.6629, F1=0.6941
2025-05-07 11:07:56,352 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=2.0, P=0.7273, R=0.6292, F1=0.6747
2025-05-07 11:07:56,352 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=2.5, P=0.7324, R=0.5843, F1=0.6500
2025-05-07 11:07:56,721 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=3.0, P=0.7353, R=0.5618, F1=0.6369
2025-05-07 11:07:56,828 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=3.5, P=0.7385, R=0.5393, F1=0.6234
2025-05-07 11:07:56,828 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=4.0, P=0.7258, R=0.5056, F1=0.5960
2025-05-07 11:07:57,810 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=4.5, P=0.7222, R=0.4382, F1=0.5455
2025-05-07 11:07:57,810 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=5.0, P=0.7500, R=0.4045, F1=0.5255
2025-05-07 11:07:57,810 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=5.5, P=0.7391, R=0.3820, F1=0.5037
