2025-04-16 22:15:25,571 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-16 22:15:25,571 - INFO - 当前评分模式: ['range_ratio']
2025-04-16 22:15:25,571 - INFO - 
==================================================
2025-04-16 22:15:25,571 - INFO - 开始执行网格搜索...
2025-04-16 22:15:25,572 - INFO - [omi-12] Starting grid search...
2025-04-16 22:15:28,642 - INFO - [omi-12.txt] mode=range_ratio, topk=1, threshold=0.0, P=0.6750, R=0.6750, F1=0.6750
2025-04-16 22:15:30,898 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=2.5, P=0.6944, R=0.6250, F1=0.6579
2025-04-16 22:15:30,898 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=3.0, P=0.7812, R=0.6250, F1=0.6944
2025-04-16 22:15:30,899 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=3.5, P=0.8065, R=0.6250, F1=0.7042
2025-04-16 22:15:31,022 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=4.0, P=0.8276, R=0.6000, F1=0.6957
2025-04-16 22:15:31,025 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=4.5, P=0.8214, R=0.5750, F1=0.6765
2025-04-16 22:15:31,025 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=5.0, P=0.8214, R=0.5750, F1=0.6765
2025-04-16 22:15:31,025 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=5.5, P=0.8519, R=0.5750, F1=0.6866
2025-04-16 22:15:31,025 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=6.0, P=0.8750, R=0.5250, F1=0.6563
2025-04-16 22:15:31,025 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=6.5, P=0.8696, R=0.5000, F1=0.6349
2025-04-16 22:15:31,049 - INFO - [omi-12.txt] mode=range_ratio, topk=2, threshold=7.0, P=0.8696, R=0.5000, F1=0.6349
2025-04-16 22:15:31,049 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=0.0, P=0.5926, R=0.8000, F1=0.6809
2025-04-16 22:15:31,049 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=0.5, P=0.6400, R=0.8000, F1=0.7111
2025-04-16 22:15:31,049 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=1.0, P=0.6522, R=0.7500, F1=0.6977
2025-04-16 22:15:31,049 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=1.5, P=0.6444, R=0.7250, F1=0.6824
2025-04-16 22:15:31,049 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=2.0, P=0.6744, R=0.7250, F1=0.6988
2025-04-16 22:15:31,049 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=2.5, P=0.7073, R=0.7250, F1=0.7160
2025-04-16 22:15:31,049 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=3.0, P=0.7368, R=0.7000, F1=0.7179
2025-04-16 22:15:31,543 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=3.5, P=0.7297, R=0.6750, F1=0.7013
2025-04-16 22:15:31,597 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=4.0, P=0.7500, R=0.6750, F1=0.7105
2025-04-16 22:15:31,618 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=4.5, P=0.7647, R=0.6500, F1=0.7027
2025-04-16 22:15:31,619 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=5.0, P=0.7879, R=0.6500, F1=0.7123
2025-04-16 22:15:31,664 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=5.5, P=0.8387, R=0.6500, F1=0.7324
2025-04-16 22:15:31,718 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=6.0, P=0.8333, R=0.6250, F1=0.7143
2025-04-16 22:15:31,718 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=6.5, P=0.8276, R=0.6000, F1=0.6957
2025-04-16 22:15:31,718 - INFO - [omi-12.txt] mode=range_ratio, topk=3, threshold=7.0, P=0.8571, R=0.6000, F1=0.7059
2025-04-16 22:15:31,718 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=0.0, P=0.5818, R=0.8000, F1=0.6737
2025-04-16 22:15:31,744 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=0.5, P=0.6154, R=0.8000, F1=0.6957
2025-04-16 22:15:31,744 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=1.0, P=0.6275, R=0.8000, F1=0.7033
2025-04-16 22:15:31,744 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=1.5, P=0.6200, R=0.7750, F1=0.6889
2025-04-16 22:15:31,906 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=2.0, P=0.6327, R=0.7750, F1=0.6966
2025-04-16 22:15:32,067 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=2.5, P=0.6889, R=0.7750, F1=0.7294
2025-04-16 22:15:32,724 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=3.0, P=0.7045, R=0.7750, F1=0.7381
2025-04-16 22:15:32,724 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=3.5, P=0.6977, R=0.7500, F1=0.7229
2025-04-16 22:15:33,066 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=4.0, P=0.7143, R=0.7500, F1=0.7317
2025-04-16 22:15:33,066 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=4.5, P=0.7500, R=0.7500, F1=0.7500
2025-04-16 22:15:33,615 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=5.0, P=0.7500, R=0.7500, F1=0.7500
2025-04-16 22:15:33,615 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=5.5, P=0.8108, R=0.7500, F1=0.7792
2025-04-16 22:15:33,616 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=6.0, P=0.8056, R=0.7250, F1=0.7632
2025-04-16 22:15:34,146 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=6.5, P=0.8000, R=0.7000, F1=0.7467
2025-04-16 22:15:35,279 - INFO - [omi-12.txt] mode=range_ratio, topk=4, threshold=7.0, P=0.7941, R=0.6750, F1=0.7297
2025-04-16 22:15:35,279 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=0.0, P=0.6034, R=0.8750, F1=0.7143
2025-04-16 22:15:35,989 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=0.5, P=0.6250, R=0.8750, F1=0.7292
2025-04-16 22:15:35,990 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=1.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:15:36,085 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=1.5, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:15:36,085 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=2.0, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:15:36,085 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=2.5, P=0.6600, R=0.8250, F1=0.7333
2025-04-16 22:15:36,144 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=3.0, P=0.6809, R=0.8000, F1=0.7356
2025-04-16 22:15:36,145 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=3.5, P=0.6739, R=0.7750, F1=0.7209
2025-04-16 22:15:36,146 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=4.0, P=0.7209, R=0.7750, F1=0.7470
2025-04-16 22:15:36,241 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=4.5, P=0.7381, R=0.7750, F1=0.7561
2025-04-16 22:15:36,241 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=5.0, P=0.7381, R=0.7750, F1=0.7561
2025-04-16 22:15:36,241 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=5.5, P=0.7561, R=0.7750, F1=0.7654
2025-04-16 22:15:36,241 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=6.0, P=0.7632, R=0.7250, F1=0.7436
2025-04-16 22:15:36,241 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=6.5, P=0.7632, R=0.7250, F1=0.7436
2025-04-16 22:15:36,242 - INFO - [omi-12.txt] mode=range_ratio, topk=5, threshold=7.0, P=0.7568, R=0.7000, F1=0.7273
2025-04-16 22:15:36,242 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=0.0, P=0.6102, R=0.9000, F1=0.7273
2025-04-16 22:15:36,242 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=0.5, P=0.6207, R=0.9000, F1=0.7347
2025-04-16 22:15:36,242 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=1.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:36,242 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=1.5, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:15:36,242 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=2.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:15:36,243 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=2.5, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:15:36,243 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=3.0, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:15:36,243 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=3.5, P=0.6415, R=0.8500, F1=0.7312
2025-04-16 22:15:36,908 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=4.0, P=0.6667, R=0.8500, F1=0.7473
2025-04-16 22:15:36,908 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=4.5, P=0.6800, R=0.8500, F1=0.7556
2025-04-16 22:15:36,909 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=5.0, P=0.6667, R=0.8000, F1=0.7273
2025-04-16 22:15:37,279 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=5.5, P=0.6957, R=0.8000, F1=0.7442
2025-04-16 22:15:37,280 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=6.0, P=0.6977, R=0.7500, F1=0.7229
2025-04-16 22:15:37,281 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=6.5, P=0.6977, R=0.7500, F1=0.7229
2025-04-16 22:15:37,281 - INFO - [omi-12.txt] mode=range_ratio, topk=6, threshold=7.0, P=0.6977, R=0.7500, F1=0.7229
2025-04-16 22:15:37,281 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:15:38,287 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=0.5, P=0.6271, R=0.9250, F1=0.7475
2025-04-16 22:15:38,287 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=1.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-16 22:15:38,287 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=1.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:38,422 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=2.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:39,256 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=2.5, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:15:39,256 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=3.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:15:39,338 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=3.5, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:15:39,338 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=4.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:15:39,338 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=4.5, P=0.6731, R=0.8750, F1=0.7609
2025-04-16 22:15:39,338 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=5.0, P=0.6600, R=0.8250, F1=0.7333
2025-04-16 22:15:39,338 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=5.5, P=0.6875, R=0.8250, F1=0.7500
2025-04-16 22:15:39,338 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=6.0, P=0.6809, R=0.8000, F1=0.7356
2025-04-16 22:15:39,781 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=6.5, P=0.6809, R=0.8000, F1=0.7356
2025-04-16 22:15:39,782 - INFO - [omi-12.txt] mode=range_ratio, topk=7, threshold=7.0, P=0.6809, R=0.8000, F1=0.7356
2025-04-16 22:15:40,154 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:15:40,154 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=0.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-16 22:15:40,154 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=1.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-16 22:15:40,154 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=1.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:15:40,154 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=2.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:15:40,154 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=2.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,324 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=3.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,325 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=3.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,325 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=4.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,520 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=4.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,521 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=5.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-16 22:15:40,521 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=5.5, P=0.6604, R=0.8750, F1=0.7527
2025-04-16 22:15:40,521 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=6.0, P=0.6800, R=0.8500, F1=0.7556
2025-04-16 22:15:40,521 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=6.5, P=0.6800, R=0.8500, F1=0.7556
2025-04-16 22:15:40,521 - INFO - [omi-12.txt] mode=range_ratio, topk=8, threshold=7.0, P=0.6800, R=0.8500, F1=0.7556
2025-04-16 22:15:40,521 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:15:40,521 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=0.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 22:15:40,521 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=1.0, P=0.6167, R=0.9250, F1=0.7400
2025-04-16 22:15:40,729 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=1.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:15:40,730 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=2.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-16 22:15:40,730 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=2.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,731 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=3.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,731 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=3.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,731 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=4.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,731 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=4.5, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,731 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=5.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-16 22:15:40,731 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=5.5, P=0.6667, R=0.9000, F1=0.7660
2025-04-16 22:15:40,731 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=6.0, P=0.6863, R=0.8750, F1=0.7692
2025-04-16 22:15:41,017 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=6.5, P=0.6863, R=0.8750, F1=0.7692
2025-04-16 22:15:41,069 - INFO - [omi-12.txt] mode=range_ratio, topk=9, threshold=7.0, P=0.6863, R=0.8750, F1=0.7692
2025-04-16 22:15:41,126 - INFO - [omi-1] Starting grid search...
2025-04-16 22:15:47,072 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=0.0, P=0.6849, R=0.5618, F1=0.6173
2025-04-16 22:15:47,073 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=0.5, P=0.6818, R=0.5056, F1=0.5806
2025-04-16 22:15:47,074 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=1.0, P=0.6833, R=0.4607, F1=0.5503
2025-04-16 22:15:47,417 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=1.5, P=0.6727, R=0.4157, F1=0.5139
2025-04-16 22:15:47,717 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=2.0, P=0.6596, R=0.3483, F1=0.4559
2025-04-16 22:15:47,718 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=2.5, P=0.6923, R=0.3034, F1=0.4219
2025-04-16 22:15:47,718 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=3.0, P=0.7143, R=0.2809, F1=0.4032
2025-04-16 22:15:47,719 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=3.5, P=0.7188, R=0.2584, F1=0.3802
2025-04-16 22:15:47,719 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=4.0, P=0.7241, R=0.2360, F1=0.3559
2025-04-16 22:15:47,719 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=4.5, P=0.7308, R=0.2135, F1=0.3304
2025-04-16 22:15:47,719 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=5.0, P=0.7200, R=0.2022, F1=0.3158
2025-04-16 22:15:47,733 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=5.5, P=0.7391, R=0.1910, F1=0.3036
2025-04-16 22:15:47,733 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=6.0, P=0.8095, R=0.1910, F1=0.3091
2025-04-16 22:15:47,734 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=6.5, P=0.8000, R=0.1798, F1=0.2936
2025-04-16 22:15:47,734 - INFO - [omi-1.txt] mode=range_ratio, topk=1, threshold=7.0, P=0.8000, R=0.1798, F1=0.2936
2025-04-16 22:15:47,734 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=0.0, P=0.7126, R=0.6966, F1=0.7045
2025-04-16 22:15:47,734 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=0.5, P=0.7108, R=0.6629, F1=0.6860
2025-04-16 22:15:47,734 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=1.0, P=0.7105, R=0.6067, F1=0.6545
2025-04-16 22:15:47,845 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=1.5, P=0.7183, R=0.5730, F1=0.6375
2025-04-16 22:15:47,846 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=2.0, P=0.6970, R=0.5169, F1=0.5935
2025-04-16 22:15:47,847 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=2.5, P=0.7119, R=0.4719, F1=0.5676
2025-04-16 22:15:47,847 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=3.0, P=0.7273, R=0.4494, F1=0.5556
2025-04-16 22:15:47,847 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=3.5, P=0.7200, R=0.4045, F1=0.5180
2025-04-16 22:15:47,847 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=4.0, P=0.7045, R=0.3483, F1=0.4662
2025-04-16 22:15:47,847 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=4.5, P=0.6905, R=0.3258, F1=0.4427
2025-04-16 22:15:47,847 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=5.0, P=0.7297, R=0.3034, F1=0.4286
2025-04-16 22:15:47,847 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=5.5, P=0.7647, R=0.2921, F1=0.4228
2025-04-16 22:15:47,867 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=6.0, P=0.7647, R=0.2921, F1=0.4228
2025-04-16 22:15:47,871 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=6.5, P=0.7419, R=0.2584, F1=0.3833
2025-04-16 22:15:47,871 - INFO - [omi-1.txt] mode=range_ratio, topk=2, threshold=7.0, P=0.7333, R=0.2472, F1=0.3697
2025-04-16 22:15:47,871 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=0.0, P=0.7396, R=0.7978, F1=0.7676
2025-04-16 22:15:47,871 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=0.5, P=0.7340, R=0.7753, F1=0.7541
2025-04-16 22:15:47,871 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=1.0, P=0.7143, R=0.6742, F1=0.6936
2025-04-16 22:15:47,944 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=1.5, P=0.7284, R=0.6629, F1=0.6941
2025-04-16 22:15:47,944 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=2.0, P=0.7273, R=0.6292, F1=0.6747
2025-04-16 22:15:47,944 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=2.5, P=0.7324, R=0.5843, F1=0.6500
2025-04-16 22:15:48,615 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=3.0, P=0.7353, R=0.5618, F1=0.6369
2025-04-16 22:15:48,723 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=3.5, P=0.7385, R=0.5393, F1=0.6234
2025-04-16 22:15:48,769 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=4.0, P=0.7258, R=0.5056, F1=0.5960
2025-04-16 22:15:48,769 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=4.5, P=0.7222, R=0.4382, F1=0.5455
2025-04-16 22:15:48,843 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=5.0, P=0.7500, R=0.4045, F1=0.5255
2025-04-16 22:15:48,845 - INFO - [omi-1.txt] mode=range_ratio, topk=3, threshold=5.5, P=0.7391, R=0.3820, F1=0.5037
