2025-04-15 20:08:34,724 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['strict_deviation'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkTrue', visual_dir='./visual/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-15 20:08:34,724 - INFO - 当前评分模式: ['strict_deviation']
2025-04-15 20:08:34,724 - INFO - 
==================================================
2025-04-15 20:08:34,724 - INFO - 开始执行网格搜索...
2025-04-15 20:08:34,725 - INFO - [omi-1] Starting grid search...
2025-04-15 20:08:37,881 - INFO - [omi-1.txt] mode=strict_deviation, top_k=1, threshold=1.0, use_topk=True, P=0.7015, R=0.5281, F1=0.6026
2025-04-15 20:08:42,455 - INFO - [omi-1.txt] mode=strict_deviation, top_k=1, threshold=6.5, use_topk=True, P=0.7209, R=0.3483, F1=0.4697
2025-04-15 20:08:44,100 - INFO - [omi-1.txt] mode=strict_deviation, top_k=1, threshold=7.0, use_topk=True, P=0.7105, R=0.3034, F1=0.4252
2025-04-15 20:08:44,272 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=1.0, use_topk=True, P=0.7253, R=0.7416, F1=0.7333
2025-04-15 20:08:44,313 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=1.5, use_topk=True, P=0.7222, R=0.7303, F1=0.7263
2025-04-15 20:08:44,514 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=2.0, use_topk=True, P=0.7229, R=0.6742, F1=0.6977
2025-04-15 20:08:46,108 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=2.5, use_topk=True, P=0.7229, R=0.6742, F1=0.6977
2025-04-15 20:08:46,253 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=3.0, use_topk=True, P=0.7160, R=0.6517, F1=0.6824
2025-04-15 20:08:46,326 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=3.5, use_topk=True, P=0.7200, R=0.6067, F1=0.6585
2025-04-15 20:08:46,620 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=4.0, use_topk=True, P=0.7083, R=0.5730, F1=0.6335
2025-04-15 20:08:48,117 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=4.5, use_topk=True, P=0.7000, R=0.5506, F1=0.6164
2025-04-15 20:08:48,378 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=5.0, use_topk=True, P=0.6912, R=0.5281, F1=0.5987
2025-04-15 20:08:48,387 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=5.5, use_topk=True, P=0.7377, R=0.5056, F1=0.6000
2025-04-15 20:08:48,681 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=6.0, use_topk=True, P=0.7377, R=0.5056, F1=0.6000
2025-04-15 20:08:50,166 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=6.5, use_topk=True, P=0.7333, R=0.4944, F1=0.5906
2025-04-15 20:08:50,430 - INFO - [omi-1.txt] mode=strict_deviation, top_k=2, threshold=7.0, use_topk=True, P=0.7143, R=0.4494, F1=0.5517
2025-04-15 20:08:50,432 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=1.0, use_topk=True, P=0.7100, R=0.7978, F1=0.7513
2025-04-15 20:08:50,730 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=1.5, use_topk=True, P=0.7071, R=0.7865, F1=0.7447
2025-04-15 20:08:52,323 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=2.0, use_topk=True, P=0.7222, R=0.7303, F1=0.7263
2025-04-15 20:08:52,630 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=2.5, use_topk=True, P=0.7222, R=0.7303, F1=0.7263
2025-04-15 20:08:52,632 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=3.0, use_topk=True, P=0.7126, R=0.6966, F1=0.7045
2025-04-15 20:08:52,930 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=3.5, use_topk=True, P=0.7024, R=0.6629, F1=0.6821
2025-04-15 20:08:54,268 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=4.0, use_topk=True, P=0.6988, R=0.6517, F1=0.6744
2025-04-15 20:08:54,620 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=4.5, use_topk=True, P=0.6988, R=0.6517, F1=0.6744
2025-04-15 20:08:54,624 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=5.0, use_topk=True, P=0.6951, R=0.6404, F1=0.6667
2025-04-15 20:08:54,990 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=5.5, use_topk=True, P=0.6875, R=0.6180, F1=0.6509
2025-04-15 20:08:56,210 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=6.0, use_topk=True, P=0.6875, R=0.6180, F1=0.6509
2025-04-15 20:08:56,651 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=6.5, use_topk=True, P=0.6795, R=0.5955, F1=0.6347
2025-04-15 20:08:56,653 - INFO - [omi-1.txt] mode=strict_deviation, top_k=3, threshold=7.0, use_topk=True, P=0.7027, R=0.5843, F1=0.6380
2025-04-15 20:08:57,093 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=1.0, use_topk=True, P=0.7170, R=0.8539, F1=0.7795
2025-04-15 20:08:58,144 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=1.5, use_topk=True, P=0.7170, R=0.8539, F1=0.7795
2025-04-15 20:08:58,631 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=2.0, use_topk=True, P=0.7300, R=0.8202, F1=0.7725
2025-04-15 20:08:58,633 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=2.5, use_topk=True, P=0.7300, R=0.8202, F1=0.7725
2025-04-15 20:08:59,092 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=3.0, use_topk=True, P=0.7188, R=0.7753, F1=0.7459
2025-04-15 20:09:00,102 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=3.5, use_topk=True, P=0.7143, R=0.7303, F1=0.7222
2025-04-15 20:09:00,519 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=4.0, use_topk=True, P=0.7111, R=0.7191, F1=0.7151
2025-04-15 20:09:00,573 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=4.5, use_topk=True, P=0.7111, R=0.7191, F1=0.7151
2025-04-15 20:09:01,130 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=5.0, use_topk=True, P=0.7079, R=0.7079, F1=0.7079
2025-04-15 20:09:02,075 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=5.5, use_topk=True, P=0.7159, R=0.7079, F1=0.7119
2025-04-15 20:09:02,539 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=6.0, use_topk=True, P=0.7159, R=0.7079, F1=0.7119
2025-04-15 20:09:02,541 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=6.5, use_topk=True, P=0.7126, R=0.6966, F1=0.7045
2025-04-15 20:09:03,208 - INFO - [omi-1.txt] mode=strict_deviation, top_k=4, threshold=7.0, use_topk=True, P=0.7037, R=0.6404, F1=0.6706
2025-04-15 20:09:04,111 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=1.0, use_topk=True, P=0.7297, R=0.9101, F1=0.8100
2025-04-15 20:09:04,541 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=1.5, use_topk=True, P=0.7297, R=0.9101, F1=0.8100
2025-04-15 20:09:04,544 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=2.0, use_topk=True, P=0.7358, R=0.8764, F1=0.8000
2025-04-15 20:09:05,294 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=2.5, use_topk=True, P=0.7358, R=0.8764, F1=0.8000
2025-04-15 20:09:06,095 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=3.0, use_topk=True, P=0.7255, R=0.8315, F1=0.7749
2025-04-15 20:09:06,445 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=3.5, use_topk=True, P=0.7188, R=0.7753, F1=0.7459
2025-04-15 20:09:06,618 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=4.0, use_topk=True, P=0.7234, R=0.7640, F1=0.7432
2025-04-15 20:09:07,319 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=4.5, use_topk=True, P=0.7234, R=0.7640, F1=0.7432
2025-04-15 20:09:08,098 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=5.0, use_topk=True, P=0.7234, R=0.7640, F1=0.7432
2025-04-15 20:09:08,462 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=5.5, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-15 20:09:08,557 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=6.0, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-15 20:09:09,391 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=6.5, use_topk=True, P=0.7283, R=0.7528, F1=0.7403
2025-04-15 20:09:10,017 - INFO - [omi-1.txt] mode=strict_deviation, top_k=5, threshold=7.0, use_topk=True, P=0.7303, R=0.7303, F1=0.7303
2025-04-15 20:09:10,460 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=1.0, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:09:10,508 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=1.5, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:09:11,422 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=2.0, use_topk=True, P=0.7297, R=0.9101, F1=0.8100
2025-04-15 20:09:12,037 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=2.5, use_topk=True, P=0.7297, R=0.9101, F1=0.8100
2025-04-15 20:09:12,540 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=3.0, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:09:12,543 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=3.5, use_topk=True, P=0.7157, R=0.8202, F1=0.7644
2025-04-15 20:09:13,598 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=4.0, use_topk=True, P=0.7157, R=0.8202, F1=0.7644
2025-04-15 20:09:14,074 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=4.5, use_topk=True, P=0.7157, R=0.8202, F1=0.7644
2025-04-15 20:09:14,510 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=5.0, use_topk=True, P=0.7157, R=0.8202, F1=0.7644
2025-04-15 20:09:14,512 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=5.5, use_topk=True, P=0.7273, R=0.8090, F1=0.7660
2025-04-15 20:09:15,714 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=6.0, use_topk=True, P=0.7273, R=0.8090, F1=0.7660
2025-04-15 20:09:16,039 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=6.5, use_topk=True, P=0.7273, R=0.8090, F1=0.7660
2025-04-15 20:09:16,503 - INFO - [omi-1.txt] mode=strict_deviation, top_k=6, threshold=7.0, use_topk=True, P=0.7320, R=0.7978, F1=0.7634
2025-04-15 20:09:16,555 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=1.0, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:17,688 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=1.5, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:18,049 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=2.0, use_topk=True, P=0.7257, R=0.9213, F1=0.8119
2025-04-15 20:09:18,529 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=2.5, use_topk=True, P=0.7257, R=0.9213, F1=0.8119
2025-04-15 20:09:18,646 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=3.0, use_topk=True, P=0.7156, R=0.8764, F1=0.7879
2025-04-15 20:09:19,814 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=3.5, use_topk=True, P=0.7170, R=0.8539, F1=0.7795
2025-04-15 20:09:20,082 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=4.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 20:09:20,505 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=4.5, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 20:09:20,661 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=5.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 20:09:21,906 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=5.5, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 20:09:22,156 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=6.0, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 20:09:22,569 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=6.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:09:22,686 - INFO - [omi-1.txt] mode=strict_deviation, top_k=7, threshold=7.0, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-15 20:09:23,970 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=1.0, use_topk=True, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 20:09:24,225 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=1.5, use_topk=True, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 20:09:24,654 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=2.0, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:24,675 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=2.5, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:26,149 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=3.0, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:26,272 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=3.5, use_topk=True, P=0.7281, R=0.9326, F1=0.8177
2025-04-15 20:09:26,655 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=4.0, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:09:26,657 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=4.5, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:09:28,203 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=5.0, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:09:28,311 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=5.5, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 20:09:28,760 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=6.0, use_topk=True, P=0.7383, R=0.8876, F1=0.8061
2025-04-15 20:09:28,762 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=6.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:09:30,232 - INFO - [omi-1.txt] mode=strict_deviation, top_k=8, threshold=7.0, use_topk=True, P=0.7353, R=0.8427, F1=0.7853
2025-04-15 20:09:30,296 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=1.0, use_topk=True, P=0.7395, R=0.9888, F1=0.8462
2025-04-15 20:09:30,652 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=1.5, use_topk=True, P=0.7373, R=0.9775, F1=0.8406
2025-04-15 20:09:30,802 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=2.0, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:32,347 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=2.5, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:32,384 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=3.0, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:32,681 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=3.5, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:09:32,831 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=4.0, use_topk=True, P=0.7368, R=0.9438, F1=0.8276
2025-04-15 20:09:34,432 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=4.5, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:09:34,433 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=5.0, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:09:34,702 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=5.5, use_topk=True, P=0.7477, R=0.9326, F1=0.8300
2025-04-15 20:09:34,844 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=6.0, use_topk=True, P=0.7383, R=0.8876, F1=0.8061
2025-04-15 20:09:36,288 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=6.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:09:36,401 - INFO - [omi-1.txt] mode=strict_deviation, top_k=9, threshold=7.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:09:36,419 - INFO - [omi-10] Starting grid search...
2025-04-15 20:09:39,536 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=1.0, use_topk=True, P=0.5000, R=0.9016, F1=0.6433
2025-04-15 20:09:39,538 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=1.5, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:09:39,569 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=2.0, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:09:39,578 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=2.5, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-15 20:09:41,559 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=3.0, use_topk=True, P=0.5000, R=0.8689, F1=0.6347
2025-04-15 20:09:41,561 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=3.5, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:09:41,736 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=4.0, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:09:41,738 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=4.5, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:09:43,471 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=5.0, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:09:43,581 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=5.5, use_topk=True, P=0.5100, R=0.8361, F1=0.6335
2025-04-15 20:09:43,682 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=6.0, use_topk=True, P=0.5100, R=0.8361, F1=0.6335
2025-04-15 20:09:43,732 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=6.5, use_topk=True, P=0.5100, R=0.8361, F1=0.6335
2025-04-15 20:09:45,410 - INFO - [omi-10.txt] mode=strict_deviation, top_k=1, threshold=7.0, use_topk=True, P=0.5152, R=0.8361, F1=0.6375
2025-04-15 20:09:45,599 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=1.0, use_topk=True, P=0.5000, R=0.9344, F1=0.6514
2025-04-15 20:09:45,693 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=1.5, use_topk=True, P=0.5089, R=0.9344, F1=0.6590
2025-04-15 20:09:45,742 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=2.0, use_topk=True, P=0.5045, R=0.9180, F1=0.6512
2025-04-15 20:09:47,408 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=2.5, use_topk=True, P=0.5000, R=0.9016, F1=0.6433
2025-04-15 20:09:47,659 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=3.0, use_topk=True, P=0.5000, R=0.9016, F1=0.6433
2025-04-15 20:09:47,672 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=3.5, use_topk=True, P=0.5047, R=0.8852, F1=0.6429
2025-04-15 20:09:47,723 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=4.0, use_topk=True, P=0.5000, R=0.8689, F1=0.6347
2025-04-15 20:09:49,332 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=4.5, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:09:49,643 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=5.0, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-15 20:09:49,672 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=5.5, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-15 20:09:49,802 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=6.0, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:09:51,406 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=6.5, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:09:51,621 - INFO - [omi-10.txt] mode=strict_deviation, top_k=2, threshold=7.0, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:09:51,699 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=1.0, use_topk=True, P=0.5000, R=0.9508, F1=0.6554
2025-04-15 20:09:51,816 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=1.5, use_topk=True, P=0.5000, R=0.9508, F1=0.6554
2025-04-15 20:09:53,449 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=2.0, use_topk=True, P=0.5000, R=0.9508, F1=0.6554
2025-04-15 20:09:53,618 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=2.5, use_topk=True, P=0.4957, R=0.9344, F1=0.6477
2025-04-15 20:09:53,731 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=3.0, use_topk=True, P=0.4957, R=0.9344, F1=0.6477
2025-04-15 20:09:53,820 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=3.5, use_topk=True, P=0.5044, R=0.9344, F1=0.6552
2025-04-15 20:09:55,566 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=4.0, use_topk=True, P=0.5044, R=0.9344, F1=0.6552
2025-04-15 20:09:55,737 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=4.5, use_topk=True, P=0.5044, R=0.9344, F1=0.6552
2025-04-15 20:09:55,868 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=5.0, use_topk=True, P=0.5044, R=0.9344, F1=0.6552
2025-04-15 20:09:55,869 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=5.5, use_topk=True, P=0.5000, R=0.9180, F1=0.6474
2025-04-15 20:09:57,626 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=6.0, use_topk=True, P=0.5000, R=0.9180, F1=0.6474
2025-04-15 20:09:57,750 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=6.5, use_topk=True, P=0.5000, R=0.9180, F1=0.6474
2025-04-15 20:09:57,813 - INFO - [omi-10.txt] mode=strict_deviation, top_k=3, threshold=7.0, use_topk=True, P=0.5000, R=0.9180, F1=0.6474
2025-04-15 20:09:57,990 - INFO - [omi-10.txt] mode=strict_deviation, top_k=4, threshold=1.0, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-15 20:09:59,584 - INFO - [omi-10.txt] mode=strict_deviation, top_k=4, threshold=1.5, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-15 20:09:59,789 - INFO - [omi-10.txt] mode=strict_deviation, top_k=4, threshold=2.0, use_topk=True, P=0.4917, R=0.9672, F1=0.6519
2025-04-15 20:09:59,842 - INFO - [omi-10.txt] mode=strict_deviation, top_k=4, threshold=2.5, use_topk=True, P=0.4917, R=0.9672, F1=0.6519
