2025-04-16 12:55:11,090 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0.1, 0.2, 0.3, 0.4, 0.5]), neighbor_selection='corr_threshold', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=4, gif_duration=500)
2025-04-16 12:55:11,091 - INFO - 当前评分模式: ['value_times_range']
2025-04-16 12:55:11,091 - INFO - 
==================================================
2025-04-16 12:55:11,096 - INFO - 开始执行网格搜索...
2025-04-16 12:55:11,100 - INFO - [omi-1] Starting grid search...
2025-04-16 12:55:14,259 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:55:29,986 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:30,163 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:55:30,835 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:55:32,468 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.7075, R=0.8427, F1=0.7692
2025-04-16 12:55:32,645 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.7075, R=0.8427, F1=0.7692
2025-04-16 12:55:33,600 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:55:33,601 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:35,447 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:35,495 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:36,338 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:36,792 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:38,581 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.0, P=0.7232, R=0.9101, F1=0.8060
2025-04-16 12:55:38,582 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:39,389 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.0, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:39,948 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:41,184 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.0, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:41,185 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.5, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:55:42,346 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:55:43,149 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.5, P=0.7075, R=0.8427, F1=0.7692
2025-04-16 12:55:43,734 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=7.0, P=0.7075, R=0.8427, F1=0.7692
2025-04-16 12:55:44,172 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:55:44,966 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:46,392 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:46,477 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:47,317 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:47,952 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:55:49,446 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.7232, R=0.9101, F1=0.8060
2025-04-16 12:55:49,716 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:50,400 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:50,514 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:52,701 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:55:52,973 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:55:53,768 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:55:53,770 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.7075, R=0.8427, F1=0.7692
2025-04-16 12:55:55,560 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.7075, R=0.8427, F1=0.7692
2025-04-16 12:55:55,709 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=0.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:55:56,558 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=0.5, P=0.8817, R=0.9213, F1=0.9011
2025-04-16 12:55:56,865 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=1.0, P=0.8817, R=0.9213, F1=0.9011
2025-04-16 12:55:58,463 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=1.5, P=0.8913, R=0.9213, F1=0.9061
2025-04-16 12:55:58,464 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=2.0, P=0.8913, R=0.9213, F1=0.9061
2025-04-16 12:55:59,368 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=2.5, P=0.8901, R=0.9101, F1=0.9000
2025-04-16 12:55:59,788 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=3.0, P=0.8824, R=0.8427, F1=0.8621
2025-04-16 12:56:01,356 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=3.5, P=0.8810, R=0.8315, F1=0.8555
2025-04-16 12:56:01,357 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=4.0, P=0.8916, R=0.8315, F1=0.8605
2025-04-16 12:56:02,655 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=4.5, P=0.8916, R=0.8315, F1=0.8605
2025-04-16 12:56:02,938 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=5.0, P=0.8916, R=0.8315, F1=0.8605
2025-04-16 12:56:03,992 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=5.5, P=0.8916, R=0.8315, F1=0.8605
2025-04-16 12:56:04,337 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=6.0, P=0.8916, R=0.8315, F1=0.8605
2025-04-16 12:56:05,526 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=6.5, P=0.8889, R=0.8090, F1=0.8471
2025-04-16 12:56:05,764 - INFO - [omi-1.txt] mode=value_times_range, corr_threshold=0.5, threshold=7.0, P=0.9000, R=0.8090, F1=0.8521
2025-04-16 12:56:05,781 - INFO - [omi-10] Starting grid search...
2025-04-16 12:56:08,918 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:56:09,025 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:56:09,026 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:56:09,026 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:56:10,996 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:10,997 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:10,999 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.0, P=0.4797, R=0.9672, F1=0.6413
2025-04-16 12:56:11,082 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:13,025 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:13,049 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:13,075 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:13,142 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:15,469 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:15,949 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.5, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 12:56:15,949 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.1, threshold=7.0, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 12:56:16,095 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:56:18,392 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:56:18,643 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:56:19,278 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:56:19,278 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:21,612 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:21,613 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.4797, R=0.9672, F1=0.6413
2025-04-16 12:56:21,613 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:22,591 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:24,273 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:24,768 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:24,835 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:25,294 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:27,170 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 12:56:28,392 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 12:56:28,393 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:28,393 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:30,665 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:30,968 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:31,105 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:31,632 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:33,481 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.0, P=0.4797, R=0.9672, F1=0.6413
2025-04-16 12:56:33,706 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:33,737 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:34,793 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:36,840 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:36,841 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:36,842 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:37,949 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.5, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 12:56:39,536 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.3, threshold=7.0, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 12:56:39,600 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:39,845 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:41,351 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:42,609 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:42,699 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:43,015 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:56:44,348 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.4797, R=0.9672, F1=0.6413
2025-04-16 12:56:45,481 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:45,881 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:46,051 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:47,147 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:48,398 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:49,074 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:56:49,573 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 12:56:50,224 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 12:56:51,690 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=0.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:56:51,791 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=0.5, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:56:52,117 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=1.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:56:52,954 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=1.5, P=0.5312, R=0.8361, F1=0.6497
2025-04-16 12:56:54,742 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=2.0, P=0.5312, R=0.8361, F1=0.6497
2025-04-16 12:56:54,858 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=2.5, P=0.5312, R=0.8361, F1=0.6497
2025-04-16 12:56:55,211 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=3.0, P=0.5312, R=0.8361, F1=0.6497
2025-04-16 12:56:56,117 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=3.5, P=0.5312, R=0.8361, F1=0.6497
2025-04-16 12:56:57,611 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=4.0, P=0.5368, R=0.8361, F1=0.6538
2025-04-16 12:56:57,686 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=4.5, P=0.5368, R=0.8361, F1=0.6538
2025-04-16 12:56:57,851 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=5.0, P=0.5368, R=0.8361, F1=0.6538
2025-04-16 12:56:59,470 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=5.5, P=0.5368, R=0.8361, F1=0.6538
2025-04-16 12:57:00,225 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=6.0, P=0.5426, R=0.8361, F1=0.6581
2025-04-16 12:57:00,772 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=6.5, P=0.5426, R=0.8361, F1=0.6581
2025-04-16 12:57:00,773 - INFO - [omi-10.txt] mode=value_times_range, corr_threshold=0.5, threshold=7.0, P=0.5426, R=0.8361, F1=0.6581
2025-04-16 12:57:00,788 - INFO - [omi-11] Starting grid search...
2025-04-16 12:57:03,927 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:03,930 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:03,954 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:03,955 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:05,897 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:05,897 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:05,949 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:05,949 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:07,829 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:07,853 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:07,905 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:07,923 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:10,241 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:57:10,258 - INFO - [omi-11.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
