2025-04-18 13:50:55,206 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-18 13:50:55,206 - INFO - 当前评分模式: ['value_times_range']
2025-04-18 13:50:55,206 - INFO - 
==================================================
2025-04-18 13:50:55,206 - INFO - 开始执行网格搜索...
2025-04-18 13:50:55,207 - INFO - [omi-12] Starting grid search...
2025-04-18 13:50:58,524 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:00,475 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:00,475 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:00,475 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:00,475 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:00,475 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:00,475 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.0, threshold=7.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:00,476 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:00,477 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:00,477 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:01,924 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,297 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,298 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,298 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,298 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,299 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,299 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:02,299 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:02,299 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.1, threshold=7.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:02,299 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:02,299 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:02,300 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:03,373 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:03,374 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:03,374 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:04,581 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:04,582 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:04,582 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:04,583 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:04,583 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:04,583 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:04,583 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:04,583 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:04,583 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:04,583 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:04,583 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:04,584 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:05,039 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:05,040 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:05,041 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:05,559 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.0, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:07,069 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:07,069 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:07,069 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:07,070 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:07,070 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.3, threshold=7.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:07,071 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:07,072 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:07,557 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:07,558 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:07,558 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.6727, R=0.9250, F1=0.7789
2025-04-18 13:51:07,558 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.6852, R=0.9250, F1=0.7872
2025-04-18 13:51:07,559 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.6852, R=0.9250, F1=0.7872
2025-04-18 13:51:07,559 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.6981, R=0.9250, F1=0.7957
2025-04-18 13:51:07,559 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:07,559 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:07,813 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:07,813 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:08,276 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:51:08,276 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:51:08,277 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:08,277 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:08,277 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:08,278 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:08,278 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:08,278 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.6727, R=0.9250, F1=0.7789
2025-04-18 13:51:08,278 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.6852, R=0.9250, F1=0.7872
2025-04-18 13:51:08,278 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.6852, R=0.9250, F1=0.7872
2025-04-18 13:51:08,368 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.6981, R=0.9250, F1=0.7957
2025-04-18 13:51:08,498 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:51:08,672 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-18 13:51:08,687 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.6333, R=0.9500, F1=0.7600
2025-04-18 13:51:08,744 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.6552, R=0.9500, F1=0.7755
2025-04-18 13:51:08,837 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:51:08,859 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.6667, R=0.9500, F1=0.7835
2025-04-18 13:51:08,957 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:09,005 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:09,005 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:09,103 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:09,188 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 13:51:09,295 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.6727, R=0.9250, F1=0.7789
2025-04-18 13:51:09,313 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.6852, R=0.9250, F1=0.7872
2025-04-18 13:51:09,318 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.6852, R=0.9250, F1=0.7872
2025-04-18 13:51:09,667 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.6981, R=0.9250, F1=0.7957
2025-04-18 13:51:09,668 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=0.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:51:09,669 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=0.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:51:09,818 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=1.0, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:51:09,820 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=1.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:51:09,820 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=2.0, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:51:10,122 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=2.5, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:51:10,123 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=3.0, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:51:10,125 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=3.5, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:51:10,125 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=4.0, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:51:10,125 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=4.5, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:51:10,356 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=5.0, P=0.6471, R=0.8250, F1=0.7253
2025-04-18 13:51:10,357 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=5.5, P=0.6600, R=0.8250, F1=0.7333
2025-04-18 13:51:10,358 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=6.0, P=0.7021, R=0.8250, F1=0.7586
2025-04-18 13:51:10,486 - INFO - [omi-12.txt] mode=value_times_range, corr_threshold=0.5, threshold=6.5, P=0.7021, R=0.8250, F1=0.7586
