2025-04-18 14:08:32,895 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-18 14:08:32,896 - INFO - 当前评分模式: ['range_ratio']
2025-04-18 14:08:32,896 - INFO - 
==================================================
2025-04-18 14:08:32,896 - INFO - 开始执行网格搜索...
2025-04-18 14:08:32,897 - INFO - [omi-12] Starting grid search...
2025-04-18 14:08:35,699 - INFO - [omi-12.txt] mode=range_ratio, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 14:08:35,785 - INFO - [omi-12.txt] mode=range_ratio, all=None, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-18 14:08:35,785 - INFO - [omi-12.txt] mode=range_ratio, all=None, threshold=7.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-18 14:08:35,832 - INFO - [omi-1] Starting grid search...
2025-04-18 14:08:39,543 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-18 14:08:39,544 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-18 14:08:39,545 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-18 14:08:39,561 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=1.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-18 14:08:39,561 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=2.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-18 14:08:39,561 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=2.5, P=0.7130, R=0.8652, F1=0.7817
2025-04-18 14:08:39,561 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=3.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-18 14:08:39,634 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=3.5, P=0.7196, R=0.8652, F1=0.7857
2025-04-18 14:08:39,635 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=4.0, P=0.7196, R=0.8652, F1=0.7857
2025-04-18 14:08:39,635 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=4.5, P=0.7196, R=0.8652, F1=0.7857
2025-04-18 14:08:39,635 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=5.0, P=0.7264, R=0.8652, F1=0.7897
2025-04-18 14:08:39,635 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=5.5, P=0.7264, R=0.8652, F1=0.7897
2025-04-18 14:08:39,635 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=6.0, P=0.7264, R=0.8652, F1=0.7897
2025-04-18 14:08:39,635 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=6.5, P=0.7264, R=0.8652, F1=0.7897
2025-04-18 14:08:39,658 - INFO - [omi-1.txt] mode=range_ratio, all=None, threshold=7.0, P=0.7238, R=0.8539, F1=0.7835
2025-04-18 14:08:39,704 - INFO - [omi-5] Starting grid search...
2025-04-18 14:08:43,976 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=0.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=1.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=1.5, P=0.4700, R=0.9592, F1=0.6309
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=2.0, P=0.4583, R=0.8980, F1=0.6069
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=2.5, P=0.4681, R=0.8980, F1=0.6154
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=3.0, P=0.4674, R=0.8776, F1=0.6099
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=3.5, P=0.4767, R=0.8367, F1=0.6074
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=4.0, P=0.4691, R=0.7755, F1=0.5846
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=4.5, P=0.4872, R=0.7755, F1=0.5984
2025-04-18 14:08:43,977 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=5.0, P=0.4935, R=0.7755, F1=0.6032
2025-04-18 14:08:43,978 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=5.5, P=0.4933, R=0.7551, F1=0.5968
2025-04-18 14:08:43,991 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=6.0, P=0.4933, R=0.7551, F1=0.5968
2025-04-18 14:08:43,991 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=6.5, P=0.5000, R=0.7347, F1=0.5950
2025-04-18 14:08:43,991 - INFO - [omi-5.txt] mode=range_ratio, all=None, threshold=7.0, P=0.4857, R=0.6939, F1=0.5714
2025-04-18 14:08:44,067 - INFO - [omi-6] Starting grid search...
2025-04-18 14:08:49,096 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=0.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:08:49,097 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=0.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=1.0, P=0.2622, R=0.9773, F1=0.4135
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=1.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=2.0, P=0.2704, R=0.9773, F1=0.4236
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=2.5, P=0.2614, R=0.9091, F1=0.4061
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=3.0, P=0.2632, R=0.9091, F1=0.4082
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=3.5, P=0.2600, R=0.8864, F1=0.4021
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=4.0, P=0.2600, R=0.8864, F1=0.4021
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=4.5, P=0.2550, R=0.8636, F1=0.3938
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=5.0, P=0.2568, R=0.8636, F1=0.3958
2025-04-18 14:08:49,098 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=5.5, P=0.2603, R=0.8636, F1=0.4000
2025-04-18 14:08:49,221 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=6.0, P=0.2621, R=0.8636, F1=0.4021
2025-04-18 14:08:49,222 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=6.5, P=0.2587, R=0.8409, F1=0.3957
2025-04-18 14:08:49,222 - INFO - [omi-6.txt] mode=range_ratio, all=None, threshold=7.0, P=0.2535, R=0.8182, F1=0.3871
2025-04-18 14:08:49,277 - INFO - [omi-7] Starting grid search...
2025-04-18 14:08:53,920 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=0.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:53,921 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=0.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,110 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=1.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,111 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=1.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,180 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=2.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,216 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=2.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,217 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=3.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,217 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=3.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,218 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=4.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,218 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=4.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,218 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=5.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,218 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=5.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,218 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=6.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,386 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=6.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,387 - INFO - [omi-7.txt] mode=range_ratio, all=None, threshold=7.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:08:54,443 - INFO - [omi-9] Starting grid search...
2025-04-18 14:08:59,023 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,024 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,024 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,024 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,206 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,207 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,207 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,207 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,208 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,208 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,208 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,208 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,208 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,208 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,208 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:08:59,253 - INFO - [omi-8] Starting grid search...
2025-04-18 14:09:04,427 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=0.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:09:04,428 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=0.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:09:04,428 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=1.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:09:04,428 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=1.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:09:04,428 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=2.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:09:04,428 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=2.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:09:04,428 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=3.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:09:04,429 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=3.5, P=0.3500, R=0.9032, F1=0.5045
2025-04-18 14:09:04,429 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=4.0, P=0.3500, R=0.9032, F1=0.5045
2025-04-18 14:09:04,429 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=4.5, P=0.3500, R=0.9032, F1=0.5045
2025-04-18 14:09:04,429 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=5.0, P=0.3590, R=0.9032, F1=0.5138
2025-04-18 14:09:04,429 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=5.5, P=0.3636, R=0.9032, F1=0.5185
2025-04-18 14:09:04,429 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=6.0, P=0.3684, R=0.9032, F1=0.5234
2025-04-18 14:09:04,429 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=6.5, P=0.3889, R=0.9032, F1=0.5437
2025-04-18 14:09:04,429 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=7.0, P=0.3889, R=0.9032, F1=0.5437
2025-04-18 14:09:04,476 - INFO - [omi-2] Starting grid search...
2025-04-18 14:09:08,452 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:09:09,647 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:09:09,648 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:09:09,648 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:09:09,648 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:09:09,648 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=2.5, P=0.4769, R=1.0000, F1=0.6458
2025-04-18 14:09:09,648 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=3.0, P=0.4844, R=1.0000, F1=0.6526
2025-04-18 14:09:09,648 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=3.5, P=0.5167, R=1.0000, F1=0.6813
2025-04-18 14:09:09,648 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=4.0, P=0.5345, R=1.0000, F1=0.6966
2025-04-18 14:09:09,648 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=4.5, P=0.5636, R=1.0000, F1=0.7209
2025-04-18 14:09:09,902 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=5.0, P=0.5636, R=1.0000, F1=0.7209
2025-04-18 14:09:09,903 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=5.5, P=0.5741, R=1.0000, F1=0.7294
2025-04-18 14:09:09,903 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=6.0, P=0.5769, R=0.9677, F1=0.7229
2025-04-18 14:09:09,903 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=6.5, P=0.6122, R=0.9677, F1=0.7500
2025-04-18 14:09:09,903 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=7.0, P=0.6122, R=0.9677, F1=0.7500
2025-04-18 14:09:09,954 - INFO - [omi-11] Starting grid search...
2025-04-18 14:09:14,227 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,428 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,429 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,851 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=6.0, P=0.3455, R=0.9828, F1=0.5112
2025-04-18 14:09:14,852 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=6.5, P=0.3497, R=0.9828, F1=0.5158
2025-04-18 14:09:15,249 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=7.0, P=0.3497, R=0.9828, F1=0.5158
2025-04-18 14:09:15,300 - INFO - [omi-10] Starting grid search...
2025-04-18 14:09:20,532 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:09:20,703 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:09:20,704 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:09:20,704 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=1.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:09:20,704 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=2.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:09:20,704 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=2.5, P=0.4917, R=0.9672, F1=0.6519
2025-04-18 14:09:20,704 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=3.0, P=0.4917, R=0.9672, F1=0.6519
2025-04-18 14:09:20,705 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=3.5, P=0.4958, R=0.9672, F1=0.6556
2025-04-18 14:09:20,705 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=4.0, P=0.4958, R=0.9672, F1=0.6556
2025-04-18 14:09:20,705 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=4.5, P=0.4958, R=0.9672, F1=0.6556
2025-04-18 14:09:20,705 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=5.0, P=0.4958, R=0.9672, F1=0.6556
2025-04-18 14:09:20,705 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=5.5, P=0.4958, R=0.9672, F1=0.6556
2025-04-18 14:09:20,705 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=6.0, P=0.4958, R=0.9672, F1=0.6556
2025-04-18 14:09:20,705 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=6.5, P=0.4958, R=0.9672, F1=0.6556
2025-04-18 14:09:20,706 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=7.0, P=0.4958, R=0.9672, F1=0.6556
2025-04-18 14:09:20,757 - INFO - [omi-4] Starting grid search...
2025-04-18 14:09:25,403 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:09:25,857 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:09:25,858 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:09:25,858 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=1.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:09:25,858 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=2.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:09:25,858 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=2.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-18 14:09:25,858 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=3.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-18 14:09:25,858 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=3.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-18 14:09:25,859 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=4.0, P=0.8553, R=0.9701, F1=0.9091
2025-04-18 14:09:25,859 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=4.5, P=0.8533, R=0.9552, F1=0.9014
2025-04-18 14:09:25,859 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=5.0, P=0.8533, R=0.9552, F1=0.9014
2025-04-18 14:09:25,859 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=5.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-18 14:09:26,231 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=6.0, P=0.8514, R=0.9403, F1=0.8936
2025-04-18 14:09:26,232 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=6.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-18 14:09:26,232 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=7.0, P=0.8493, R=0.9254, F1=0.8857
2025-04-18 14:09:26,282 - INFO - [omi-3] Starting grid search...
2025-04-18 14:09:30,863 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=0.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:09:30,864 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=0.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:09:30,864 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=1.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:09:31,023 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=1.5, P=0.8228, R=0.8333, F1=0.8280
2025-04-18 14:09:31,023 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=2.0, P=0.8228, R=0.8333, F1=0.8280
2025-04-18 14:09:31,024 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=2.5, P=0.8442, R=0.8333, F1=0.8387
2025-04-18 14:09:31,024 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=3.0, P=0.8421, R=0.8205, F1=0.8312
2025-04-18 14:09:31,024 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=3.5, P=0.8421, R=0.8205, F1=0.8312
2025-04-18 14:09:31,217 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=4.0, P=0.8286, R=0.7436, F1=0.7838
2025-04-18 14:09:31,218 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=4.5, P=0.8261, R=0.7308, F1=0.7755
