2025-04-16 23:15:55,547 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-16 23:15:55,547 - INFO - 当前评分模式: ['range_ratio']
2025-04-16 23:15:55,547 - INFO - 
==================================================
2025-04-16 23:15:55,547 - INFO - 开始执行网格搜索...
2025-04-16 23:15:55,548 - INFO - [omi-12] Starting grid search...
2025-04-16 23:15:58,414 - INFO - [omi-12.txt] mode=range_ratio, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-16 23:16:19,432 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,432 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,432 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,432 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,433 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,433 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,433 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,433 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,500 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,500 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,500 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,501 - INFO - [omi-9.txt] mode=range_ratio, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:16:19,545 - INFO - [omi-8] Starting grid search...
2025-04-16 23:16:23,264 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=0.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:16:23,265 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=0.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:16:23,265 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=1.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:16:23,265 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=1.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:16:23,265 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=2.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:16:23,265 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=2.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:16:23,340 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=3.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:16:23,340 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=3.5, P=0.3500, R=0.9032, F1=0.5045
2025-04-16 23:16:23,340 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=4.0, P=0.3500, R=0.9032, F1=0.5045
2025-04-16 23:16:23,340 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=4.5, P=0.3500, R=0.9032, F1=0.5045
2025-04-16 23:16:23,340 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=5.0, P=0.3590, R=0.9032, F1=0.5138
2025-04-16 23:16:23,341 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=5.5, P=0.3636, R=0.9032, F1=0.5185
2025-04-16 23:16:23,341 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=6.0, P=0.3684, R=0.9032, F1=0.5234
2025-04-16 23:16:23,341 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=6.5, P=0.3889, R=0.9032, F1=0.5437
2025-04-16 23:16:23,341 - INFO - [omi-8.txt] mode=range_ratio, all=None, threshold=7.0, P=0.3889, R=0.9032, F1=0.5437
2025-04-16 23:16:23,389 - INFO - [omi-2] Starting grid search...
2025-04-16 23:16:27,117 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:16:27,119 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:16:27,134 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:16:27,134 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:16:27,134 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:16:27,134 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=2.5, P=0.4769, R=1.0000, F1=0.6458
2025-04-16 23:16:27,186 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=3.0, P=0.4844, R=1.0000, F1=0.6526
2025-04-16 23:16:27,330 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=3.5, P=0.5167, R=1.0000, F1=0.6813
2025-04-16 23:16:27,331 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=4.0, P=0.5345, R=1.0000, F1=0.6966
2025-04-16 23:16:27,331 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=4.5, P=0.5636, R=1.0000, F1=0.7209
2025-04-16 23:16:27,331 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=5.0, P=0.5636, R=1.0000, F1=0.7209
2025-04-16 23:16:27,331 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=5.5, P=0.5741, R=1.0000, F1=0.7294
2025-04-16 23:16:27,331 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=6.0, P=0.5769, R=0.9677, F1=0.7229
2025-04-16 23:16:27,331 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=6.5, P=0.6122, R=0.9677, F1=0.7500
2025-04-16 23:16:27,332 - INFO - [omi-2.txt] mode=range_ratio, all=None, threshold=7.0, P=0.6122, R=0.9677, F1=0.7500
2025-04-16 23:16:27,378 - INFO - [omi-11] Starting grid search...
2025-04-16 23:16:31,289 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,305 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,305 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,377 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,377 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,377 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,378 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,378 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,378 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,378 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,378 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,378 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:16:31,378 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=6.0, P=0.3455, R=0.9828, F1=0.5112
2025-04-16 23:16:31,378 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=6.5, P=0.3497, R=0.9828, F1=0.5158
2025-04-16 23:16:31,394 - INFO - [omi-11.txt] mode=range_ratio, all=None, threshold=7.0, P=0.3497, R=0.9828, F1=0.5158
2025-04-16 23:16:31,444 - INFO - [omi-10] Starting grid search...
2025-04-16 23:16:35,505 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:16:35,506 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=1.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=2.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=2.5, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=3.0, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=3.5, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=4.0, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=4.5, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=5.0, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=5.5, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 23:16:35,507 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=6.0, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 23:16:35,917 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=6.5, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 23:16:35,917 - INFO - [omi-10.txt] mode=range_ratio, all=None, threshold=7.0, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 23:16:35,969 - INFO - [omi-4] Starting grid search...
2025-04-16 23:16:39,482 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:16:39,759 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:16:39,760 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:16:39,807 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=1.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:16:39,807 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=2.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:16:39,807 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=2.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=3.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=3.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=4.0, P=0.8553, R=0.9701, F1=0.9091
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=4.5, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=5.0, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=5.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=6.0, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=6.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 23:16:39,808 - INFO - [omi-4.txt] mode=range_ratio, all=None, threshold=7.0, P=0.8493, R=0.9254, F1=0.8857
2025-04-16 23:16:39,853 - INFO - [omi-3] Starting grid search...
2025-04-16 23:16:43,387 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=0.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:16:43,396 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=0.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:16:43,509 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=1.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:16:43,510 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=1.5, P=0.8228, R=0.8333, F1=0.8280
2025-04-16 23:16:43,510 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=2.0, P=0.8228, R=0.8333, F1=0.8280
2025-04-16 23:16:43,510 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=2.5, P=0.8442, R=0.8333, F1=0.8387
2025-04-16 23:16:43,510 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=3.0, P=0.8421, R=0.8205, F1=0.8312
2025-04-16 23:16:43,510 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=3.5, P=0.8421, R=0.8205, F1=0.8312
2025-04-16 23:16:43,511 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=4.0, P=0.8286, R=0.7436, F1=0.7838
2025-04-16 23:16:43,511 - INFO - [omi-3.txt] mode=range_ratio, all=None, threshold=4.5, P=0.8261, R=0.7308, F1=0.7755
