2025-04-15 20:58:22,971 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['value_times_range'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkTrue', visual_dir='./visual/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-15 20:58:22,972 - INFO - 当前评分模式: ['value_times_range']
2025-04-15 20:58:22,972 - INFO - 
==================================================
2025-04-15 20:58:22,972 - INFO - 开始执行网格搜索...
2025-04-15 20:58:22,973 - INFO - [omi-1] Starting grid search...
2025-04-15 20:58:25,980 - INFO - [omi-1.txt] mode=value_times_range, top_k=1, threshold=1.0, use_topk=True, P=0.6875, R=0.4944, F1=0.5752
2025-04-15 20:58:33,666 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=2.5, use_topk=True, P=0.6933, R=0.5843, F1=0.6341
2025-04-15 20:58:33,695 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=3.0, use_topk=True, P=0.6849, R=0.5618, F1=0.6173
2025-04-15 20:58:33,704 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=3.5, use_topk=True, P=0.6912, R=0.5281, F1=0.5987
2025-04-15 20:58:33,882 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=4.0, use_topk=True, P=0.6923, R=0.5056, F1=0.5844
2025-04-15 20:58:35,540 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=4.5, use_topk=True, P=0.6984, R=0.4944, F1=0.5789
2025-04-15 20:58:35,586 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=5.0, use_topk=True, P=0.7288, R=0.4831, F1=0.5811
2025-04-15 20:58:35,619 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=5.5, use_topk=True, P=0.7288, R=0.4831, F1=0.5811
2025-04-15 20:58:35,828 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=6.0, use_topk=True, P=0.7241, R=0.4719, F1=0.5714
2025-04-15 20:58:37,448 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=6.5, use_topk=True, P=0.6981, R=0.4157, F1=0.5211
2025-04-15 20:58:37,559 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=7.0, use_topk=True, P=0.7115, R=0.4157, F1=0.5248
2025-04-15 20:58:37,581 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=1.0, use_topk=True, P=0.7100, R=0.7978, F1=0.7513
2025-04-15 20:58:37,778 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=1.5, use_topk=True, P=0.7000, R=0.7079, F1=0.7039
2025-04-15 20:58:39,417 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=2.0, use_topk=True, P=0.6988, R=0.6517, F1=0.6744
2025-04-15 20:58:39,538 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=2.5, use_topk=True, P=0.6951, R=0.6404, F1=0.6667
2025-04-15 20:58:39,539 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=3.0, use_topk=True, P=0.6914, R=0.6292, F1=0.6588
2025-04-15 20:58:39,735 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=3.5, use_topk=True, P=0.6875, R=0.6180, F1=0.6509
2025-04-15 20:58:41,363 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=4.0, use_topk=True, P=0.6875, R=0.6180, F1=0.6509
2025-04-15 20:58:41,443 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=4.5, use_topk=True, P=0.6795, R=0.5955, F1=0.6347
2025-04-15 20:58:41,556 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=5.0, use_topk=True, P=0.6883, R=0.5955, F1=0.6386
2025-04-15 20:58:41,771 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=5.5, use_topk=True, P=0.6800, R=0.5730, F1=0.6220
2025-04-15 20:58:43,321 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=6.0, use_topk=True, P=0.6800, R=0.5730, F1=0.6220
2025-04-15 20:58:43,352 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=6.5, use_topk=True, P=0.6901, R=0.5506, F1=0.6125
2025-04-15 20:58:43,516 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=7.0, use_topk=True, P=0.6857, R=0.5393, F1=0.6038
2025-04-15 20:58:43,715 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=1.0, use_topk=True, P=0.7170, R=0.8539, F1=0.7795
2025-04-15 20:58:45,339 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=1.5, use_topk=True, P=0.7129, R=0.8090, F1=0.7579
2025-04-15 20:58:45,340 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=2.0, use_topk=True, P=0.7128, R=0.7528, F1=0.7322
2025-04-15 20:58:45,543 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=2.5, use_topk=True, P=0.7097, R=0.7416, F1=0.7253
2025-04-15 20:58:45,721 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=3.0, use_topk=True, P=0.7079, R=0.7079, F1=0.7079
2025-04-15 20:58:47,275 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=3.5, use_topk=True, P=0.7045, R=0.6966, F1=0.7006
2025-04-15 20:58:47,351 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=4.0, use_topk=True, P=0.7045, R=0.6966, F1=0.7006
2025-04-15 20:58:47,526 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=4.5, use_topk=True, P=0.7126, R=0.6966, F1=0.7045
2025-04-15 20:58:47,734 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=5.0, use_topk=True, P=0.7126, R=0.6966, F1=0.7045
2025-04-15 20:58:49,286 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=5.5, use_topk=True, P=0.7126, R=0.6966, F1=0.7045
2025-04-15 20:58:49,395 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=6.0, use_topk=True, P=0.7024, R=0.6629, F1=0.6821
2025-04-15 20:58:49,486 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=6.5, use_topk=True, P=0.6923, R=0.6067, F1=0.6467
2025-04-15 20:58:49,752 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=7.0, use_topk=True, P=0.6883, R=0.5955, F1=0.6386
2025-04-15 20:58:51,281 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=1.0, use_topk=True, P=0.7297, R=0.9101, F1=0.8100
2025-04-15 20:58:51,343 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=1.5, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 20:58:51,467 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=2.0, use_topk=True, P=0.7200, R=0.8090, F1=0.7619
2025-04-15 20:58:51,766 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=2.5, use_topk=True, P=0.7200, R=0.8090, F1=0.7619
2025-04-15 20:58:53,318 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=3.0, use_topk=True, P=0.7245, R=0.7978, F1=0.7594
2025-04-15 20:58:53,320 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=3.5, use_topk=True, P=0.7234, R=0.7640, F1=0.7432
2025-04-15 20:58:53,389 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=4.0, use_topk=True, P=0.7234, R=0.7640, F1=0.7432
2025-04-15 20:58:53,756 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=4.5, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-15 20:58:55,276 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=5.0, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-15 20:58:55,277 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=5.5, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-15 20:58:55,344 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=6.0, use_topk=True, P=0.7283, R=0.7528, F1=0.7403
2025-04-15 20:58:55,721 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=6.5, use_topk=True, P=0.7241, R=0.7079, F1=0.7159
2025-04-15 20:58:57,256 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=7.0, use_topk=True, P=0.7241, R=0.7079, F1=0.7159
2025-04-15 20:58:57,258 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=1.0, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:58:57,284 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=1.5, use_topk=True, P=0.7222, R=0.8764, F1=0.7919
2025-04-15 20:58:57,721 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=2.0, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:58:59,213 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=2.5, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:58:59,266 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=3.0, use_topk=True, P=0.7184, R=0.8315, F1=0.7708
2025-04-15 20:58:59,299 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=3.5, use_topk=True, P=0.7157, R=0.8202, F1=0.7644
2025-04-15 20:58:59,707 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=4.0, use_topk=True, P=0.7157, R=0.8202, F1=0.7644
2025-04-15 20:59:01,237 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=4.5, use_topk=True, P=0.7228, R=0.8202, F1=0.7684
2025-04-15 20:59:01,307 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=5.0, use_topk=True, P=0.7273, R=0.8090, F1=0.7660
2025-04-15 20:59:01,307 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=5.5, use_topk=True, P=0.7273, R=0.8090, F1=0.7660
2025-04-15 20:59:01,723 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=6.0, use_topk=True, P=0.7273, R=0.8090, F1=0.7660
2025-04-15 20:59:03,202 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=6.5, use_topk=True, P=0.7263, R=0.7753, F1=0.7500
2025-04-15 20:59:03,291 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=7.0, use_topk=True, P=0.7263, R=0.7753, F1=0.7500
2025-04-15 20:59:03,323 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=1.0, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:59:03,742 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=1.5, use_topk=True, P=0.7182, R=0.8876, F1=0.7940
2025-04-15 20:59:05,231 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=2.0, use_topk=True, P=0.7103, R=0.8539, F1=0.7755
2025-04-15 20:59:05,352 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=2.5, use_topk=True, P=0.7103, R=0.8539, F1=0.7755
2025-04-15 20:59:05,381 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=3.0, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:59:05,779 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=3.5, use_topk=True, P=0.7212, R=0.8427, F1=0.7772
2025-04-15 20:59:07,213 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=4.0, use_topk=True, P=0.7212, R=0.8427, F1=0.7772
2025-04-15 20:59:07,314 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=4.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:07,406 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=5.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:07,741 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=5.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:09,226 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=6.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:09,337 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=6.5, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-15 20:59:09,352 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=7.0, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-15 20:59:09,707 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=1.0, use_topk=True, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 20:59:11,202 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=1.5, use_topk=True, P=0.7328, R=0.9551, F1=0.8293
2025-04-15 20:59:11,349 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=2.0, use_topk=True, P=0.7281, R=0.9326, F1=0.8177
2025-04-15 20:59:11,350 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=2.5, use_topk=True, P=0.7281, R=0.9326, F1=0.8177
2025-04-15 20:59:11,722 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=3.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:59:13,205 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=3.5, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:59:13,353 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=4.0, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:59:13,353 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=4.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:13,716 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=5.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:15,188 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=5.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:15,371 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=6.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:15,372 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=6.5, use_topk=True, P=0.7353, R=0.8427, F1=0.7853
2025-04-15 20:59:15,736 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=7.0, use_topk=True, P=0.7353, R=0.8427, F1=0.7853
2025-04-15 20:59:17,248 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=1.0, use_topk=True, P=0.7373, R=0.9775, F1=0.8406
2025-04-15 20:59:17,476 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=1.5, use_topk=True, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 20:59:17,477 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=2.0, use_topk=True, P=0.7281, R=0.9326, F1=0.8177
2025-04-15 20:59:17,839 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=2.5, use_topk=True, P=0.7281, R=0.9326, F1=0.8177
2025-04-15 20:59:19,277 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=3.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:59:19,486 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=3.5, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:59:19,532 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=4.0, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:59:19,944 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=4.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:21,445 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=5.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:21,659 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=5.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:21,660 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=6.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:22,077 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=6.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:23,287 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=7.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 20:59:23,304 - INFO - [omi-10] Starting grid search...
2025-04-15 20:59:26,397 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=1.0, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-15 20:59:26,455 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=1.5, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:59:26,508 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=2.0, use_topk=True, P=0.5000, R=0.8361, F1=0.6258
2025-04-15 20:59:26,509 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=2.5, use_topk=True, P=0.4900, R=0.8033, F1=0.6087
2025-04-15 20:59:28,391 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=3.0, use_topk=True, P=0.4949, R=0.8033, F1=0.6125
2025-04-15 20:59:28,475 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=3.5, use_topk=True, P=0.5054, R=0.7705, F1=0.6104
2025-04-15 20:59:28,475 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=4.0, use_topk=True, P=0.5055, R=0.7541, F1=0.6053
2025-04-15 20:59:28,493 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=4.5, use_topk=True, P=0.5055, R=0.7541, F1=0.6053
2025-04-15 20:59:30,487 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=5.0, use_topk=True, P=0.5111, R=0.7541, F1=0.6093
2025-04-15 20:59:30,488 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=5.5, use_topk=True, P=0.5056, R=0.7377, F1=0.6000
2025-04-15 20:59:30,496 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=6.0, use_topk=True, P=0.5056, R=0.7377, F1=0.6000
2025-04-15 20:59:30,496 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=6.5, use_topk=True, P=0.5056, R=0.7377, F1=0.6000
2025-04-15 20:59:32,464 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=7.0, use_topk=True, P=0.5176, R=0.7213, F1=0.6027
2025-04-15 20:59:32,510 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=1.0, use_topk=True, P=0.4953, R=0.8689, F1=0.6310
2025-04-15 20:59:32,510 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=1.5, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:59:32,527 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=2.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:59:34,439 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=2.5, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:59:34,450 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=3.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:59:34,501 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=3.5, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:59:34,502 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=4.0, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:59:36,453 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=4.5, use_topk=True, P=0.5200, R=0.8525, F1=0.6460
2025-04-15 20:59:36,454 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=5.0, use_topk=True, P=0.5152, R=0.8361, F1=0.6375
2025-04-15 20:59:36,573 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=5.5, use_topk=True, P=0.5104, R=0.8033, F1=0.6242
2025-04-15 20:59:36,597 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=6.0, use_topk=True, P=0.5213, R=0.8033, F1=0.6323
2025-04-15 20:59:38,465 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=6.5, use_topk=True, P=0.5161, R=0.7869, F1=0.6234
2025-04-15 20:59:38,466 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=7.0, use_topk=True, P=0.5109, R=0.7705, F1=0.6144
2025-04-15 20:59:38,571 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=1.0, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-15 20:59:38,594 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=1.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:59:40,368 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=2.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:59:40,447 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=2.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:59:40,608 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=3.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:59:40,627 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=3.5, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:59:42,394 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=4.0, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:59:42,496 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=4.5, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:59:42,623 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=5.0, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:59:42,653 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=5.5, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:59:44,374 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=6.0, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:59:44,484 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=6.5, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:59:44,665 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=7.0, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 20:59:44,690 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=1.0, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-15 20:59:46,423 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=1.5, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-15 20:59:46,529 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=2.0, use_topk=True, P=0.4917, R=0.9672, F1=0.6519
2025-04-15 20:59:46,622 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=2.5, use_topk=True, P=0.4917, R=0.9672, F1=0.6519
2025-04-15 20:59:46,726 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=3.0, use_topk=True, P=0.4917, R=0.9672, F1=0.6519
2025-04-15 20:59:48,465 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=3.5, use_topk=True, P=0.4958, R=0.9672, F1=0.6556
