2025-04-17 08:29:30,961 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-17 08:29:30,961 - INFO - 当前评分模式: ['value_times_range']
2025-04-17 08:29:30,961 - INFO - 
==================================================
2025-04-17 08:29:30,961 - INFO - 开始执行网格搜索...
2025-04-17 08:29:30,962 - INFO - [omi-12] Starting grid search...
2025-04-17 08:29:33,544 - INFO - [omi-12.txt] mode=value_times_range, topk=1, threshold=0.0, P=0.6750, R=0.6750, F1=0.6750
2025-04-17 08:29:36,158 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=0.5, P=0.6829, R=0.7000, F1=0.6914
2025-04-17 08:29:36,159 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=1.0, P=0.7353, R=0.6250, F1=0.6757
2025-04-17 08:29:36,159 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=1.5, P=0.8333, R=0.6250, F1=0.7143
2025-04-17 08:29:36,160 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=2.0, P=0.8621, R=0.6250, F1=0.7246
2025-04-17 08:29:36,160 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=2.5, P=0.8889, R=0.6000, F1=0.7164
2025-04-17 08:29:36,160 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=3.0, P=0.8889, R=0.6000, F1=0.7164
2025-04-17 08:29:36,160 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=3.5, P=0.9200, R=0.5750, F1=0.7077
2025-04-17 08:29:36,160 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=4.0, P=0.9200, R=0.5750, F1=0.7077
2025-04-17 08:29:36,160 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=4.5, P=0.9167, R=0.5500, F1=0.6875
2025-04-17 08:29:36,160 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=5.0, P=0.9130, R=0.5250, F1=0.6667
2025-04-17 08:29:36,255 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=5.5, P=0.9048, R=0.4750, F1=0.6230
2025-04-17 08:29:36,255 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=6.0, P=0.9048, R=0.4750, F1=0.6230
2025-04-17 08:29:36,255 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=6.5, P=0.9048, R=0.4750, F1=0.6230
2025-04-17 08:29:36,256 - INFO - [omi-12.txt] mode=value_times_range, topk=2, threshold=7.0, P=0.9048, R=0.4750, F1=0.6230
2025-04-17 08:29:36,256 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=0.0, P=0.5926, R=0.8000, F1=0.6809
2025-04-17 08:29:36,256 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=0.5, P=0.6522, R=0.7500, F1=0.6977
2025-04-17 08:29:36,303 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=1.0, P=0.6744, R=0.7250, F1=0.6988
2025-04-17 08:29:36,303 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=1.5, P=0.7568, R=0.7000, F1=0.7273
2025-04-17 08:29:36,303 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=2.0, P=0.8000, R=0.7000, F1=0.7467
2025-04-17 08:29:36,303 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=2.5, P=0.8000, R=0.7000, F1=0.7467
2025-04-17 08:29:36,304 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=3.0, P=0.8235, R=0.7000, F1=0.7568
2025-04-17 08:29:36,304 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=3.5, P=0.8667, R=0.6500, F1=0.7429
2025-04-17 08:29:36,499 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=4.0, P=0.8667, R=0.6500, F1=0.7429
2025-04-17 08:29:36,543 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=4.5, P=0.9231, R=0.6000, F1=0.7273
2025-04-17 08:29:36,544 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=5.0, P=0.9231, R=0.6000, F1=0.7273
2025-04-17 08:29:36,544 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=5.5, P=0.9167, R=0.5500, F1=0.6875
2025-04-17 08:29:36,561 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=6.0, P=0.9167, R=0.5500, F1=0.6875
2025-04-17 08:29:36,561 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=6.5, P=0.9167, R=0.5500, F1=0.6875
2025-04-17 08:29:36,561 - INFO - [omi-12.txt] mode=value_times_range, topk=3, threshold=7.0, P=0.9167, R=0.5500, F1=0.6875
2025-04-17 08:29:36,561 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=0.0, P=0.5818, R=0.8000, F1=0.6737
2025-04-17 08:29:36,562 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=0.5, P=0.6200, R=0.7750, F1=0.6889
2025-04-17 08:29:36,562 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=1.0, P=0.6596, R=0.7750, F1=0.7126
2025-04-17 08:29:36,562 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=1.5, P=0.7045, R=0.7750, F1=0.7381
2025-04-17 08:29:36,601 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=2.0, P=0.7561, R=0.7750, F1=0.7654
2025-04-17 08:29:36,602 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=2.5, P=0.7561, R=0.7750, F1=0.7654
2025-04-17 08:29:36,781 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=3.0, P=0.7750, R=0.7750, F1=0.7750
2025-04-17 08:29:37,349 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=3.5, P=0.7838, R=0.7250, F1=0.7532
2025-04-17 08:29:37,350 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=4.0, P=0.7838, R=0.7250, F1=0.7532
2025-04-17 08:29:37,350 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=4.5, P=0.7778, R=0.7000, F1=0.7368
2025-04-17 08:29:37,565 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=5.0, P=0.7879, R=0.6500, F1=0.7123
2025-04-17 08:29:37,565 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=5.5, P=0.8000, R=0.6000, F1=0.6857
2025-04-17 08:29:37,825 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=6.0, P=0.8571, R=0.6000, F1=0.7059
2025-04-17 08:29:38,130 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=6.5, P=0.8571, R=0.6000, F1=0.7059
2025-04-17 08:29:38,140 - INFO - [omi-12.txt] mode=value_times_range, topk=4, threshold=7.0, P=0.8571, R=0.6000, F1=0.7059
2025-04-17 08:29:38,608 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=0.0, P=0.6034, R=0.8750, F1=0.7143
2025-04-17 08:29:38,608 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=0.5, P=0.6296, R=0.8500, F1=0.7234
2025-04-17 08:29:38,608 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=1.0, P=0.6538, R=0.8500, F1=0.7391
2025-04-17 08:29:38,608 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=1.5, P=0.7083, R=0.8500, F1=0.7727
2025-04-17 08:29:38,609 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=2.0, P=0.7391, R=0.8500, F1=0.7907
2025-04-17 08:29:38,696 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=2.5, P=0.7556, R=0.8500, F1=0.8000
2025-04-17 08:29:38,696 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=3.0, P=0.7727, R=0.8500, F1=0.8095
2025-04-17 08:29:38,759 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=3.5, P=0.7727, R=0.8500, F1=0.8095
2025-04-17 08:29:38,759 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=4.0, P=0.7727, R=0.8500, F1=0.8095
2025-04-17 08:29:39,070 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=4.5, P=0.7674, R=0.8250, F1=0.7952
2025-04-17 08:29:39,070 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=5.0, P=0.7805, R=0.8000, F1=0.7901
2025-04-17 08:29:40,047 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=5.5, P=0.7692, R=0.7500, F1=0.7595
2025-04-17 08:29:40,299 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=6.0, P=0.7838, R=0.7250, F1=0.7532
2025-04-17 08:29:40,300 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=6.5, P=0.7778, R=0.7000, F1=0.7368
2025-04-17 08:29:40,300 - INFO - [omi-12.txt] mode=value_times_range, topk=5, threshold=7.0, P=0.7714, R=0.6750, F1=0.7200
2025-04-17 08:29:40,301 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=0.0, P=0.6102, R=0.9000, F1=0.7273
2025-04-17 08:29:40,301 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=0.5, P=0.6250, R=0.8750, F1=0.7292
2025-04-17 08:29:40,301 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=1.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-17 08:29:40,301 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=1.5, P=0.6731, R=0.8750, F1=0.7609
2025-04-17 08:29:40,301 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=2.0, P=0.6863, R=0.8750, F1=0.7692
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=2.5, P=0.7000, R=0.8750, F1=0.7778
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=3.0, P=0.7000, R=0.8750, F1=0.7778
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=3.5, P=0.7000, R=0.8750, F1=0.7778
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=4.0, P=0.7000, R=0.8750, F1=0.7778
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=4.5, P=0.7000, R=0.8750, F1=0.7778
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=5.0, P=0.7292, R=0.8750, F1=0.7955
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=5.5, P=0.7556, R=0.8500, F1=0.8000
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=6.0, P=0.7442, R=0.8000, F1=0.7711
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=6.5, P=0.7442, R=0.8000, F1=0.7711
2025-04-17 08:29:40,302 - INFO - [omi-12.txt] mode=value_times_range, topk=6, threshold=7.0, P=0.7381, R=0.7750, F1=0.7561
2025-04-17 08:29:40,303 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-17 08:29:40,303 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=0.5, P=0.6316, R=0.9000, F1=0.7423
2025-04-17 08:29:40,303 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=1.0, P=0.6545, R=0.9000, F1=0.7579
2025-04-17 08:29:40,343 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=1.5, P=0.6667, R=0.9000, F1=0.7660
2025-04-17 08:29:40,760 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=2.0, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:40,782 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=2.5, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:40,782 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=3.0, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:40,782 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=3.5, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:40,899 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=4.0, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:41,002 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=4.5, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:41,062 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=5.0, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:41,314 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=5.5, P=0.7200, R=0.9000, F1=0.8000
2025-04-17 08:29:41,314 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=6.0, P=0.7083, R=0.8500, F1=0.7727
2025-04-17 08:29:41,356 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=6.5, P=0.7083, R=0.8500, F1=0.7727
2025-04-17 08:29:41,357 - INFO - [omi-12.txt] mode=value_times_range, topk=7, threshold=7.0, P=0.7234, R=0.8500, F1=0.7816
2025-04-17 08:29:41,414 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-17 08:29:41,419 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=0.5, P=0.6379, R=0.9250, F1=0.7551
2025-04-17 08:29:41,528 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=1.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-17 08:29:41,724 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=1.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-17 08:29:41,760 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=2.0, P=0.6727, R=0.9250, F1=0.7789
2025-04-17 08:29:41,809 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=2.5, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:41,809 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=3.0, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:41,816 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=3.5, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:41,827 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=4.0, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:41,828 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=4.5, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:41,931 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=5.0, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:41,931 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=5.5, P=0.6981, R=0.9250, F1=0.7957
2025-04-17 08:29:41,931 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=6.0, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:41,932 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=6.5, P=0.7000, R=0.8750, F1=0.7778
2025-04-17 08:29:41,932 - INFO - [omi-12.txt] mode=value_times_range, topk=8, threshold=7.0, P=0.7000, R=0.8750, F1=0.7778
2025-04-17 08:29:41,951 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-17 08:29:42,090 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=0.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:29:42,127 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=1.0, P=0.6607, R=0.9250, F1=0.7708
2025-04-17 08:29:42,209 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=1.5, P=0.6607, R=0.9250, F1=0.7708
2025-04-17 08:29:42,407 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=2.0, P=0.6727, R=0.9250, F1=0.7789
2025-04-17 08:29:42,636 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=2.5, P=0.6727, R=0.9250, F1=0.7789
2025-04-17 08:29:42,637 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=3.0, P=0.6727, R=0.9250, F1=0.7789
2025-04-17 08:29:42,795 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=3.5, P=0.6727, R=0.9250, F1=0.7789
2025-04-17 08:29:42,922 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=4.0, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:42,923 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=4.5, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:43,230 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=5.0, P=0.6852, R=0.9250, F1=0.7872
2025-04-17 08:29:43,246 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=5.5, P=0.6981, R=0.9250, F1=0.7957
2025-04-17 08:29:43,302 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=6.0, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:43,302 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=6.5, P=0.6923, R=0.9000, F1=0.7826
2025-04-17 08:29:43,371 - INFO - [omi-12.txt] mode=value_times_range, topk=9, threshold=7.0, P=0.7059, R=0.9000, F1=0.7912
2025-04-17 08:29:43,427 - INFO - [omi-1] Starting grid search...
2025-04-17 08:29:47,785 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=0.0, P=0.6849, R=0.5618, F1=0.6173
2025-04-17 08:29:47,786 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=0.5, P=0.6714, R=0.5281, F1=0.5912
2025-04-17 08:29:49,930 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=1.0, P=0.6567, R=0.4944, F1=0.5641
2025-04-17 08:29:49,931 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=1.5, P=0.6379, R=0.4157, F1=0.5034
2025-04-17 08:29:49,931 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=2.0, P=0.6200, R=0.3483, F1=0.4460
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=2.5, P=0.6200, R=0.3483, F1=0.4460
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=3.0, P=0.6222, R=0.3146, F1=0.4179
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=3.5, P=0.6136, R=0.3034, F1=0.4060
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=4.0, P=0.6136, R=0.3034, F1=0.4060
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=4.5, P=0.6136, R=0.3034, F1=0.4060
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=5.0, P=0.6154, R=0.2697, F1=0.3750
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=5.5, P=0.6316, R=0.2697, F1=0.3780
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=6.0, P=0.6316, R=0.2697, F1=0.3780
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=6.5, P=0.6562, R=0.2360, F1=0.3471
2025-04-17 08:29:49,932 - INFO - [omi-1.txt] mode=value_times_range, topk=1, threshold=7.0, P=0.6667, R=0.2247, F1=0.3361
2025-04-17 08:29:50,000 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=0.0, P=0.7126, R=0.6966, F1=0.7045
2025-04-17 08:29:50,001 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=0.5, P=0.7024, R=0.6629, F1=0.6821
2025-04-17 08:29:50,001 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=1.0, P=0.6951, R=0.6404, F1=0.6667
2025-04-17 08:29:50,001 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=1.5, P=0.6883, R=0.5955, F1=0.6386
2025-04-17 08:29:50,020 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=2.0, P=0.6714, R=0.5281, F1=0.5912
2025-04-17 08:29:50,020 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=2.5, P=0.6716, R=0.5056, F1=0.5769
2025-04-17 08:29:50,031 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=3.0, P=0.6769, R=0.4944, F1=0.5714
2025-04-17 08:29:50,032 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=3.5, P=0.6875, R=0.4944, F1=0.5752
2025-04-17 08:29:50,032 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=4.0, P=0.6875, R=0.4944, F1=0.5752
2025-04-17 08:29:50,032 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=4.5, P=0.6885, R=0.4719, F1=0.5600
2025-04-17 08:29:50,057 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=5.0, P=0.6724, R=0.4382, F1=0.5306
2025-04-17 08:29:50,057 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=5.5, P=0.6724, R=0.4382, F1=0.5306
2025-04-17 08:29:50,057 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=6.0, P=0.6786, R=0.4270, F1=0.5241
2025-04-17 08:29:50,057 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=6.5, P=0.6923, R=0.4045, F1=0.5106
2025-04-17 08:29:50,077 - INFO - [omi-1.txt] mode=value_times_range, topk=2, threshold=7.0, P=0.7059, R=0.4045, F1=0.5143
2025-04-17 08:29:50,077 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=0.0, P=0.7396, R=0.7978, F1=0.7676
2025-04-17 08:29:50,077 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=0.5, P=0.7340, R=0.7753, F1=0.7541
2025-04-17 08:29:50,127 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=1.0, P=0.7340, R=0.7753, F1=0.7541
2025-04-17 08:29:50,127 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=1.5, P=0.7191, R=0.7191, F1=0.7191
2025-04-17 08:29:50,127 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=2.0, P=0.7024, R=0.6629, F1=0.6821
2025-04-17 08:29:50,157 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=2.5, P=0.6951, R=0.6404, F1=0.6667
2025-04-17 08:29:50,484 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=3.0, P=0.7000, R=0.6292, F1=0.6627
2025-04-17 08:29:53,329 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=3.5, P=0.7013, R=0.6067, F1=0.6506
2025-04-17 08:29:53,329 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=4.0, P=0.7105, R=0.6067, F1=0.6545
2025-04-17 08:29:53,329 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=4.5, P=0.7162, R=0.5955, F1=0.6503
2025-04-17 08:29:53,329 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=5.0, P=0.7143, R=0.5618, F1=0.6289
2025-04-17 08:29:53,530 - INFO - [omi-1.txt] mode=value_times_range, topk=3, threshold=5.5, P=0.7101, R=0.5506, F1=0.6203
