2025-04-15 22:55:14,393 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['value_times_range'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkTrue', visual_dir='./visual/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-15 22:55:14,393 - INFO - pearson correlation 取绝对值
2025-04-15 22:55:14,394 - INFO - 当前评分模式: ['value_times_range']
2025-04-15 22:55:14,394 - INFO - 
==================================================
2025-04-15 22:55:14,398 - INFO - 开始执行网格搜索...
2025-04-15 22:55:14,401 - INFO - [omi-1] Starting grid search...
2025-04-15 22:55:17,640 - INFO - [omi-1.txt] mode=value_times_range, top_k=1, threshold=1.0, use_topk=True, P=0.6923, R=0.6067, F1=0.6467
2025-04-15 22:55:29,293 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=4.5, use_topk=True, P=0.7222, R=0.5843, F1=0.6460
2025-04-15 22:55:29,616 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=5.0, use_topk=True, P=0.7385, R=0.5393, F1=0.6234
2025-04-15 22:55:29,617 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=5.5, use_topk=True, P=0.7419, R=0.5169, F1=0.6093
2025-04-15 22:55:30,057 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=6.0, use_topk=True, P=0.7241, R=0.4719, F1=0.5714
2025-04-15 22:55:31,888 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=6.5, use_topk=True, P=0.7308, R=0.4270, F1=0.5390
2025-04-15 22:55:32,250 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=7.0, use_topk=True, P=0.7292, R=0.3933, F1=0.5109
2025-04-15 22:55:32,415 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=1.0, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:55:32,754 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=1.5, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:55:34,860 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=2.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:55:34,980 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=2.5, use_topk=True, P=0.7184, R=0.8315, F1=0.7708
2025-04-15 22:55:35,110 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=3.0, use_topk=True, P=0.7172, R=0.7978, F1=0.7553
2025-04-15 22:55:35,465 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=3.5, use_topk=True, P=0.7368, R=0.7865, F1=0.7609
2025-04-15 22:55:37,600 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=4.0, use_topk=True, P=0.7527, R=0.7865, F1=0.7692
2025-04-15 22:55:37,601 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=4.5, use_topk=True, P=0.7582, R=0.7753, F1=0.7667
2025-04-15 22:55:37,810 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=5.0, use_topk=True, P=0.7647, R=0.7303, F1=0.7471
2025-04-15 22:55:38,264 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=5.5, use_topk=True, P=0.7619, R=0.7191, F1=0.7399
2025-04-15 22:55:40,242 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=6.0, use_topk=True, P=0.7403, R=0.6404, F1=0.6867
2025-04-15 22:55:40,309 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=6.5, use_topk=True, P=0.7260, R=0.5955, F1=0.6543
2025-04-15 22:55:40,642 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=7.0, use_topk=True, P=0.7059, R=0.5393, F1=0.6115
2025-04-15 22:55:41,085 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=1.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:55:43,094 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=1.5, use_topk=True, P=0.7339, R=0.8989, F1=0.8081
2025-04-15 22:55:43,201 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=2.0, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:55:43,361 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=2.5, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:55:43,805 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=3.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:55:45,801 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=3.5, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 22:55:45,961 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=4.0, use_topk=True, P=0.7255, R=0.8315, F1=0.7749
2025-04-15 22:55:46,029 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=4.5, use_topk=True, P=0.7255, R=0.8315, F1=0.7749
2025-04-15 22:55:46,724 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=5.0, use_topk=True, P=0.7245, R=0.7978, F1=0.7594
2025-04-15 22:55:48,557 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=5.5, use_topk=True, P=0.7340, R=0.7753, F1=0.7541
2025-04-15 22:55:48,750 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=6.0, use_topk=True, P=0.7222, R=0.7303, F1=0.7263
2025-04-15 22:55:48,959 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=6.5, use_topk=True, P=0.7412, R=0.7079, F1=0.7241
2025-04-15 22:55:49,490 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=7.0, use_topk=True, P=0.7349, R=0.6854, F1=0.7093
2025-04-15 22:55:51,152 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=1.0, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:55:51,771 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=1.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:55:51,832 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=2.0, use_topk=True, P=0.7339, R=0.8989, F1=0.8081
2025-04-15 22:55:51,991 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=2.5, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:55:53,790 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=3.0, use_topk=True, P=0.7264, R=0.8652, F1=0.7897
2025-04-15 22:55:54,720 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=3.5, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:55:54,722 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=4.0, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 22:55:54,722 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=4.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 22:55:56,537 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=5.0, use_topk=True, P=0.7255, R=0.8315, F1=0.7749
2025-04-15 22:55:57,308 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=5.5, use_topk=True, P=0.7327, R=0.8315, F1=0.7789
2025-04-15 22:55:57,636 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=6.0, use_topk=True, P=0.7300, R=0.8202, F1=0.7725
2025-04-15 22:55:57,637 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=6.5, use_topk=True, P=0.7273, R=0.8090, F1=0.7660
2025-04-15 22:55:59,454 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=7.0, use_topk=True, P=0.7423, R=0.8090, F1=0.7742
2025-04-15 22:56:00,242 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:56:00,242 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=1.5, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:56:00,258 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=2.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:56:02,162 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=2.5, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:56:02,573 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=3.0, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:56:03,025 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=3.5, use_topk=True, P=0.7339, R=0.8989, F1=0.8081
2025-04-15 22:56:03,139 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=4.0, use_topk=True, P=0.7383, R=0.8876, F1=0.8061
2025-04-15 22:56:04,931 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=4.5, use_topk=True, P=0.7358, R=0.8764, F1=0.8000
2025-04-15 22:56:05,230 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=5.0, use_topk=True, P=0.7333, R=0.8652, F1=0.7938
2025-04-15 22:56:05,850 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=5.5, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 22:56:05,907 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=6.0, use_topk=True, P=0.7255, R=0.8315, F1=0.7749
2025-04-15 22:56:07,624 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=6.5, use_topk=True, P=0.7300, R=0.8202, F1=0.7725
2025-04-15 22:56:07,946 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=7.0, use_topk=True, P=0.7300, R=0.8202, F1=0.7725
2025-04-15 22:56:08,753 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:56:08,820 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:56:10,634 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=2.0, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:56:10,908 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=2.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:56:11,446 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=3.0, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:56:11,516 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=3.5, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:56:13,306 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=4.0, use_topk=True, P=0.7339, R=0.8989, F1=0.8081
2025-04-15 22:56:13,781 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=4.5, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:56:14,245 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=5.0, use_topk=True, P=0.7264, R=0.8652, F1=0.7897
2025-04-15 22:56:14,458 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=5.5, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 22:56:16,183 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=6.0, use_topk=True, P=0.7282, R=0.8427, F1=0.7812
2025-04-15 22:56:16,771 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=6.5, use_topk=True, P=0.7255, R=0.8315, F1=0.7749
2025-04-15 22:56:16,975 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=7.0, use_topk=True, P=0.7255, R=0.8315, F1=0.7749
2025-04-15 22:56:17,529 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:56:18,851 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:56:19,710 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=2.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:56:20,061 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=2.5, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:56:20,244 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=3.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:56:21,637 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=3.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:56:22,345 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=4.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:56:22,890 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=4.5, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:56:23,028 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=5.0, use_topk=True, P=0.7339, R=0.8989, F1=0.8081
2025-04-15 22:56:24,258 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=5.5, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:56:25,074 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=6.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:56:25,735 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=6.5, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 22:56:26,068 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=7.0, use_topk=True, P=0.7308, R=0.8539, F1=0.7876
2025-04-15 22:56:27,292 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 22:56:28,012 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=1.5, use_topk=True, P=0.7479, R=1.0000, F1=0.8558
2025-04-15 22:56:28,453 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=2.0, use_topk=True, P=0.7458, R=0.9888, F1=0.8502
2025-04-15 22:56:28,839 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=2.5, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:56:30,168 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=3.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:56:30,690 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=3.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:56:31,144 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=4.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:56:31,782 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=4.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:56:33,219 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=5.0, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:56:33,378 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=5.5, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:56:34,348 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=6.0, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:56:34,563 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=6.5, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:56:35,586 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=7.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:56:35,604 - INFO - [omi-10] Starting grid search...
2025-04-15 22:56:38,885 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=1.0, use_topk=True, P=0.4727, R=0.8525, F1=0.6082
2025-04-15 22:56:38,886 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=1.5, use_topk=True, P=0.4950, R=0.8197, F1=0.6173
2025-04-15 22:56:38,886 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=2.0, use_topk=True, P=0.4949, R=0.8033, F1=0.6125
2025-04-15 22:56:38,886 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=2.5, use_topk=True, P=0.4948, R=0.7869, F1=0.6076
2025-04-15 22:56:40,806 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=3.0, use_topk=True, P=0.5000, R=0.7869, F1=0.6115
2025-04-15 22:56:40,917 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=3.5, use_topk=True, P=0.4835, R=0.7213, F1=0.5789
2025-04-15 22:56:40,918 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=4.0, use_topk=True, P=0.4778, R=0.7049, F1=0.5695
2025-04-15 22:56:40,978 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=4.5, use_topk=True, P=0.4778, R=0.7049, F1=0.5695
2025-04-15 22:56:42,834 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=5.0, use_topk=True, P=0.4773, R=0.6885, F1=0.5638
2025-04-15 22:56:42,861 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=5.5, use_topk=True, P=0.4773, R=0.6885, F1=0.5638
2025-04-15 22:56:42,942 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=6.0, use_topk=True, P=0.4713, R=0.6721, F1=0.5541
2025-04-15 22:56:43,051 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=6.5, use_topk=True, P=0.4824, R=0.6721, F1=0.5616
2025-04-15 22:56:45,278 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=7.0, use_topk=True, P=0.4824, R=0.6721, F1=0.5616
2025-04-15 22:56:45,457 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=1.0, use_topk=True, P=0.4615, R=0.8852, F1=0.6067
2025-04-15 22:56:45,458 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=1.5, use_topk=True, P=0.4732, R=0.8689, F1=0.6127
2025-04-15 22:56:45,580 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=2.0, use_topk=True, P=0.4818, R=0.8689, F1=0.6199
2025-04-15 22:56:48,059 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=2.5, use_topk=True, P=0.4815, R=0.8525, F1=0.6154
2025-04-15 22:56:48,274 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=3.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 22:56:48,274 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=3.5, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-15 22:56:48,371 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=4.0, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 22:56:50,900 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=4.5, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 22:56:51,018 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=5.0, use_topk=True, P=0.5000, R=0.8361, F1=0.6258
2025-04-15 22:56:51,202 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=5.5, use_topk=True, P=0.4950, R=0.8197, F1=0.6173
2025-04-15 22:56:51,202 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=6.0, use_topk=True, P=0.4898, R=0.7869, F1=0.6038
2025-04-15 22:56:53,510 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=6.5, use_topk=True, P=0.4898, R=0.7869, F1=0.6038
2025-04-15 22:56:53,820 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=7.0, use_topk=True, P=0.4898, R=0.7869, F1=0.6038
2025-04-15 22:56:53,934 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=1.0, use_topk=True, P=0.4634, R=0.9344, F1=0.6196
2025-04-15 22:56:53,935 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=1.5, use_topk=True, P=0.4661, R=0.9016, F1=0.6145
2025-04-15 22:56:56,396 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=2.0, use_topk=True, P=0.4825, R=0.9016, F1=0.6286
2025-04-15 22:56:56,602 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=2.5, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-15 22:56:56,712 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=3.0, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-15 22:56:56,836 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=3.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 22:56:59,193 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=4.0, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 22:56:59,310 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=4.5, use_topk=True, P=0.5046, R=0.9016, F1=0.6471
2025-04-15 22:56:59,456 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=5.0, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-15 22:56:59,534 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=5.5, use_topk=True, P=0.5047, R=0.8852, F1=0.6429
2025-04-15 22:57:01,953 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=6.0, use_topk=True, P=0.5047, R=0.8852, F1=0.6429
2025-04-15 22:57:02,317 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=6.5, use_topk=True, P=0.5094, R=0.8852, F1=0.6467
2025-04-15 22:57:02,318 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=7.0, use_topk=True, P=0.5048, R=0.8689, F1=0.6386
2025-04-15 22:57:02,473 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=1.0, use_topk=True, P=0.4640, R=0.9508, F1=0.6237
2025-04-15 22:57:04,622 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=1.5, use_topk=True, P=0.4706, R=0.9180, F1=0.6222
2025-04-15 22:57:05,027 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=2.0, use_topk=True, P=0.4741, R=0.9016, F1=0.6215
2025-04-15 22:57:05,028 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=2.5, use_topk=True, P=0.4741, R=0.9016, F1=0.6215
2025-04-15 22:57:05,106 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=3.0, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
