2025-04-16 11:30:44,132 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['value_times_range'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/use_topkTrue', visual_dir='./visual/omi/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-16 11:30:44,133 - INFO - 当前评分模式: ['value_times_range']
2025-04-16 11:30:44,133 - INFO - 
==================================================
2025-04-16 11:30:44,133 - INFO - 开始执行网格搜索...
2025-04-16 11:30:44,135 - INFO - [omi-1] Starting grid search...
2025-04-16 11:30:47,304 - INFO - [omi-1.txt] mode=value_times_range, top_k=1, threshold=1.0, use_topk=True, P=0.6567, R=0.4944, F1=0.5641
2025-04-16 11:30:54,988 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=1.5, use_topk=True, P=0.6883, R=0.5955, F1=0.6386
2025-04-16 11:30:54,989 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=2.0, use_topk=True, P=0.6714, R=0.5281, F1=0.5912
2025-04-16 11:30:58,427 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=2.5, use_topk=True, P=0.6716, R=0.5056, F1=0.5769
2025-04-16 11:30:59,034 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=3.0, use_topk=True, P=0.6769, R=0.4944, F1=0.5714
2025-04-16 11:30:59,265 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=3.5, use_topk=True, P=0.6875, R=0.4944, F1=0.5752
2025-04-16 11:30:59,266 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=4.0, use_topk=True, P=0.6875, R=0.4944, F1=0.5752
2025-04-16 11:31:00,959 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=4.5, use_topk=True, P=0.6885, R=0.4719, F1=0.5600
2025-04-16 11:31:01,285 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=5.0, use_topk=True, P=0.6724, R=0.4382, F1=0.5306
2025-04-16 11:31:01,373 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=5.5, use_topk=True, P=0.6724, R=0.4382, F1=0.5306
2025-04-16 11:31:01,429 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=6.0, use_topk=True, P=0.6786, R=0.4270, F1=0.5241
2025-04-16 11:31:03,002 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=6.5, use_topk=True, P=0.6792, R=0.4045, F1=0.5070
2025-04-16 11:31:03,418 - INFO - [omi-1.txt] mode=value_times_range, top_k=2, threshold=7.0, use_topk=True, P=0.6923, R=0.4045, F1=0.5106
2025-04-16 11:31:03,524 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=1.0, use_topk=True, P=0.7340, R=0.7753, F1=0.7541
2025-04-16 11:31:03,636 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=1.5, use_topk=True, P=0.7191, R=0.7191, F1=0.7191
2025-04-16 11:31:05,107 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=2.0, use_topk=True, P=0.7024, R=0.6629, F1=0.6821
2025-04-16 11:31:05,538 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=2.5, use_topk=True, P=0.6951, R=0.6404, F1=0.6667
2025-04-16 11:31:05,682 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=3.0, use_topk=True, P=0.7000, R=0.6292, F1=0.6627
2025-04-16 11:31:05,785 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=3.5, use_topk=True, P=0.7013, R=0.6067, F1=0.6506
2025-04-16 11:31:07,121 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=4.0, use_topk=True, P=0.7105, R=0.6067, F1=0.6545
2025-04-16 11:31:07,544 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=4.5, use_topk=True, P=0.7162, R=0.5955, F1=0.6503
2025-04-16 11:31:07,652 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=5.0, use_topk=True, P=0.7143, R=0.5618, F1=0.6289
2025-04-16 11:31:07,735 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=5.5, use_topk=True, P=0.7101, R=0.5506, F1=0.6203
2025-04-16 11:31:09,091 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=6.0, use_topk=True, P=0.7206, R=0.5506, F1=0.6242
2025-04-16 11:31:09,596 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=6.5, use_topk=True, P=0.7143, R=0.5056, F1=0.5921
2025-04-16 11:31:09,827 - INFO - [omi-1.txt] mode=value_times_range, top_k=3, threshold=7.0, use_topk=True, P=0.7097, R=0.4944, F1=0.5828
2025-04-16 11:31:09,892 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=1.0, use_topk=True, P=0.7320, R=0.7978, F1=0.7634
2025-04-16 11:31:11,284 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=1.5, use_topk=True, P=0.7174, R=0.7416, F1=0.7293
2025-04-16 11:31:11,719 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=2.0, use_topk=True, P=0.7126, R=0.6966, F1=0.7045
2025-04-16 11:31:11,976 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=2.5, use_topk=True, P=0.7126, R=0.6966, F1=0.7045
2025-04-16 11:31:12,104 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=3.0, use_topk=True, P=0.7108, R=0.6629, F1=0.6860
2025-04-16 11:31:13,472 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=3.5, use_topk=True, P=0.7073, R=0.6517, F1=0.6784
2025-04-16 11:31:13,851 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=4.0, use_topk=True, P=0.7073, R=0.6517, F1=0.6784
2025-04-16 11:31:14,170 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=4.5, use_topk=True, P=0.7125, R=0.6404, F1=0.6746
2025-04-16 11:31:14,278 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=5.0, use_topk=True, P=0.7273, R=0.6292, F1=0.6747
2025-04-16 11:31:15,656 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=5.5, use_topk=True, P=0.7237, R=0.6180, F1=0.6667
2025-04-16 11:31:15,970 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=6.0, use_topk=True, P=0.7237, R=0.6180, F1=0.6667
2025-04-16 11:31:16,282 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=6.5, use_topk=True, P=0.7222, R=0.5843, F1=0.6460
2025-04-16 11:31:16,359 - INFO - [omi-1.txt] mode=value_times_range, top_k=4, threshold=7.0, use_topk=True, P=0.7183, R=0.5730, F1=0.6375
2025-04-16 11:31:17,649 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=1.0, use_topk=True, P=0.7429, R=0.8764, F1=0.8041
2025-04-16 11:31:17,964 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=1.5, use_topk=True, P=0.7374, R=0.8202, F1=0.7766
2025-04-16 11:31:18,403 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=2.0, use_topk=True, P=0.7320, R=0.7978, F1=0.7634
2025-04-16 11:31:18,502 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=2.5, use_topk=True, P=0.7320, R=0.7978, F1=0.7634
2025-04-16 11:31:19,879 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=3.0, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-16 11:31:20,200 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=3.5, use_topk=True, P=0.7253, R=0.7416, F1=0.7333
2025-04-16 11:31:20,562 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=4.0, use_topk=True, P=0.7253, R=0.7416, F1=0.7333
2025-04-16 11:31:20,627 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=4.5, use_topk=True, P=0.7253, R=0.7416, F1=0.7333
2025-04-16 11:31:21,827 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=5.0, use_topk=True, P=0.7253, R=0.7416, F1=0.7333
2025-04-16 11:31:22,126 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=5.5, use_topk=True, P=0.7303, R=0.7303, F1=0.7303
2025-04-16 11:31:22,633 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=6.0, use_topk=True, P=0.7356, R=0.7191, F1=0.7273
2025-04-16 11:31:22,725 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=6.5, use_topk=True, P=0.7531, R=0.6854, F1=0.7176
2025-04-16 11:31:23,953 - INFO - [omi-1.txt] mode=value_times_range, top_k=5, threshold=7.0, use_topk=True, P=0.7500, R=0.6742, F1=0.7101
2025-04-16 11:31:24,293 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=1.0, use_topk=True, P=0.7477, R=0.8989, F1=0.8163
2025-04-16 11:31:24,695 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=1.5, use_topk=True, P=0.7400, R=0.8315, F1=0.7831
2025-04-16 11:31:24,844 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=2.0, use_topk=True, P=0.7347, R=0.8090, F1=0.7701
2025-04-16 11:31:26,097 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=2.5, use_topk=True, P=0.7347, R=0.8090, F1=0.7701
2025-04-16 11:31:26,446 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=3.0, use_topk=True, P=0.7396, R=0.7978, F1=0.7676
2025-04-16 11:31:26,902 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=3.5, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-16 11:31:26,977 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=4.0, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-16 11:31:28,129 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=4.5, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-16 11:31:28,449 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=5.0, use_topk=True, P=0.7312, R=0.7640, F1=0.7473
2025-04-16 11:31:29,001 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=5.5, use_topk=True, P=0.7391, R=0.7640, F1=0.7514
2025-04-16 11:31:29,004 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=6.0, use_topk=True, P=0.7444, R=0.7528, F1=0.7486
2025-04-16 11:31:30,239 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=6.5, use_topk=True, P=0.7471, R=0.7303, F1=0.7386
2025-04-16 11:31:30,529 - INFO - [omi-1.txt] mode=value_times_range, top_k=6, threshold=7.0, use_topk=True, P=0.7442, R=0.7191, F1=0.7314
2025-04-16 11:31:31,232 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=1.0, use_topk=True, P=0.7523, R=0.9213, F1=0.8283
2025-04-16 11:31:31,233 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=1.5, use_topk=True, P=0.7379, R=0.8539, F1=0.7917
2025-04-16 11:31:32,309 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=2.0, use_topk=True, P=0.7327, R=0.8315, F1=0.7789
2025-04-16 11:31:32,581 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=2.5, use_topk=True, P=0.7327, R=0.8315, F1=0.7789
2025-04-16 11:31:33,292 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=3.0, use_topk=True, P=0.7374, R=0.8202, F1=0.7766
2025-04-16 11:31:33,317 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=3.5, use_topk=True, P=0.7340, R=0.7753, F1=0.7541
2025-04-16 11:31:34,300 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=4.0, use_topk=True, P=0.7340, R=0.7753, F1=0.7541
2025-04-16 11:31:34,601 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=4.5, use_topk=True, P=0.7340, R=0.7753, F1=0.7541
2025-04-16 11:31:35,315 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=5.0, use_topk=True, P=0.7340, R=0.7753, F1=0.7541
2025-04-16 11:31:35,316 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=5.5, use_topk=True, P=0.7340, R=0.7753, F1=0.7541
2025-04-16 11:31:36,288 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=6.0, use_topk=True, P=0.7419, R=0.7753, F1=0.7582
2025-04-16 11:31:36,597 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=6.5, use_topk=True, P=0.7444, R=0.7528, F1=0.7486
2025-04-16 11:31:37,289 - INFO - [omi-1.txt] mode=value_times_range, top_k=7, threshold=7.0, use_topk=True, P=0.7444, R=0.7528, F1=0.7486
2025-04-16 11:31:37,343 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=1.0, use_topk=True, P=0.7500, R=0.9438, F1=0.8358
2025-04-16 11:31:39,244 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=1.5, use_topk=True, P=0.7568, R=0.9438, F1=0.8400
2025-04-16 11:31:39,928 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=2.0, use_topk=True, P=0.7568, R=0.9438, F1=0.8400
2025-04-16 11:31:41,603 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=2.5, use_topk=True, P=0.7568, R=0.9438, F1=0.8400
2025-04-16 11:31:41,872 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=3.0, use_topk=True, P=0.7476, R=0.8652, F1=0.8021
2025-04-16 11:31:43,843 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=3.5, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-16 11:31:44,442 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=4.0, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-16 11:31:46,314 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=4.5, use_topk=True, P=0.7426, R=0.8427, F1=0.7895
2025-04-16 11:31:46,721 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=5.0, use_topk=True, P=0.7449, R=0.8202, F1=0.7807
2025-04-16 11:31:48,471 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=5.5, use_topk=True, P=0.7449, R=0.8202, F1=0.7807
2025-04-16 11:31:49,100 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=6.0, use_topk=True, P=0.7526, R=0.8202, F1=0.7849
2025-04-16 11:31:50,963 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=6.5, use_topk=True, P=0.7553, R=0.7978, F1=0.7760
2025-04-16 11:31:51,279 - INFO - [omi-1.txt] mode=value_times_range, top_k=8, threshold=7.0, use_topk=True, P=0.7527, R=0.7865, F1=0.7692
2025-04-16 11:31:53,056 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=1.0, use_topk=True, P=0.7500, R=0.9438, F1=0.8358
2025-04-16 11:31:53,546 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=1.5, use_topk=True, P=0.7568, R=0.9438, F1=0.8400
2025-04-16 11:31:55,526 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=2.0, use_topk=True, P=0.7568, R=0.9438, F1=0.8400
2025-04-16 11:31:55,912 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=2.5, use_topk=True, P=0.7568, R=0.9438, F1=0.8400
2025-04-16 11:31:57,731 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=3.0, use_topk=True, P=0.7429, R=0.8764, F1=0.8041
2025-04-16 11:31:58,054 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=3.5, use_topk=True, P=0.7404, R=0.8652, F1=0.7979
2025-04-16 11:32:00,144 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=4.0, use_topk=True, P=0.7404, R=0.8652, F1=0.7979
2025-04-16 11:32:00,373 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=4.5, use_topk=True, P=0.7476, R=0.8652, F1=0.8021
2025-04-16 11:32:02,372 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=5.0, use_topk=True, P=0.7476, R=0.8652, F1=0.8021
2025-04-16 11:32:02,584 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=5.5, use_topk=True, P=0.7476, R=0.8652, F1=0.8021
2025-04-16 11:32:04,768 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=6.0, use_topk=True, P=0.7525, R=0.8539, F1=0.8000
2025-04-16 11:32:04,769 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=6.5, use_topk=True, P=0.7653, R=0.8427, F1=0.8021
2025-04-16 11:32:06,696 - INFO - [omi-1.txt] mode=value_times_range, top_k=9, threshold=7.0, use_topk=True, P=0.7604, R=0.8202, F1=0.7892
2025-04-16 11:32:06,729 - INFO - [omi-10] Starting grid search...
2025-04-16 11:32:09,848 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=1.0, use_topk=True, P=0.4860, R=0.8525, F1=0.6190
2025-04-16 11:32:09,877 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=1.5, use_topk=True, P=0.5000, R=0.8197, F1=0.6211
2025-04-16 11:32:09,877 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=2.0, use_topk=True, P=0.5053, R=0.7869, F1=0.6154
2025-04-16 11:32:09,878 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=2.5, use_topk=True, P=0.5053, R=0.7869, F1=0.6154
2025-04-16 11:32:11,782 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=3.0, use_topk=True, P=0.4891, R=0.7377, F1=0.5882
2025-04-16 11:32:11,826 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=3.5, use_topk=True, P=0.4778, R=0.7049, F1=0.5695
2025-04-16 11:32:11,827 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=4.0, use_topk=True, P=0.4713, R=0.6721, F1=0.5541
2025-04-16 11:32:11,843 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=4.5, use_topk=True, P=0.4767, R=0.6721, F1=0.5578
2025-04-16 11:32:13,736 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=5.0, use_topk=True, P=0.4878, R=0.6557, F1=0.5594
2025-04-16 11:32:13,773 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=5.5, use_topk=True, P=0.4815, R=0.6393, F1=0.5493
2025-04-16 11:32:13,824 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=6.0, use_topk=True, P=0.4815, R=0.6393, F1=0.5493
2025-04-16 11:32:13,888 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=6.5, use_topk=True, P=0.4937, R=0.6393, F1=0.5571
2025-04-16 11:32:16,860 - INFO - [omi-10.txt] mode=value_times_range, top_k=1, threshold=7.0, use_topk=True, P=0.5132, R=0.6393, F1=0.5693
2025-04-16 11:32:16,938 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=1.0, use_topk=True, P=0.4732, R=0.8689, F1=0.6127
2025-04-16 11:32:17,055 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=1.5, use_topk=True, P=0.4818, R=0.8689, F1=0.6199
2025-04-16 11:32:17,167 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=2.0, use_topk=True, P=0.4953, R=0.8689, F1=0.6310
2025-04-16 11:32:21,327 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=2.5, use_topk=True, P=0.4904, R=0.8361, F1=0.6182
2025-04-16 11:32:21,434 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=3.0, use_topk=True, P=0.4904, R=0.8361, F1=0.6182
2025-04-16 11:32:21,589 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=3.5, use_topk=True, P=0.4904, R=0.8361, F1=0.6182
2025-04-16 11:32:21,746 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=4.0, use_topk=True, P=0.4902, R=0.8197, F1=0.6135
2025-04-16 11:32:25,953 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=4.5, use_topk=True, P=0.4950, R=0.8197, F1=0.6173
2025-04-16 11:32:26,054 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=5.0, use_topk=True, P=0.4898, R=0.7869, F1=0.6038
2025-04-16 11:32:26,199 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=5.5, use_topk=True, P=0.4792, R=0.7541, F1=0.5860
2025-04-16 11:32:26,378 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=6.0, use_topk=True, P=0.4842, R=0.7541, F1=0.5897
2025-04-16 11:32:30,551 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=6.5, use_topk=True, P=0.4946, R=0.7541, F1=0.5974
2025-04-16 11:32:30,555 - INFO - [omi-10.txt] mode=value_times_range, top_k=2, threshold=7.0, use_topk=True, P=0.5000, R=0.7541, F1=0.6013
2025-04-16 11:32:30,735 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=1.0, use_topk=True, P=0.4661, R=0.9016, F1=0.6145
2025-04-16 11:32:30,897 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=1.5, use_topk=True, P=0.4783, R=0.9016, F1=0.6250
2025-04-16 11:32:35,085 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=2.0, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-16 11:32:35,176 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=2.5, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-16 11:32:35,211 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=3.0, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-16 11:32:35,474 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=3.5, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-16 11:32:39,716 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=4.0, use_topk=True, P=0.4865, R=0.8852, F1=0.6279
2025-04-16 11:32:39,838 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=4.5, use_topk=True, P=0.4954, R=0.8852, F1=0.6353
2025-04-16 11:32:39,927 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=5.0, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-16 11:32:40,158 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=5.5, use_topk=True, P=0.4953, R=0.8689, F1=0.6310
2025-04-16 11:32:44,441 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=6.0, use_topk=True, P=0.4953, R=0.8689, F1=0.6310
2025-04-16 11:32:44,500 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=6.5, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-16 11:32:44,642 - INFO - [omi-10.txt] mode=value_times_range, top_k=3, threshold=7.0, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-16 11:32:44,881 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=1.0, use_topk=True, P=0.4706, R=0.9180, F1=0.6222
2025-04-16 11:32:49,204 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=1.5, use_topk=True, P=0.4741, R=0.9016, F1=0.6215
2025-04-16 11:32:49,204 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=2.0, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-16 11:32:49,288 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=2.5, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-16 11:32:49,511 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=3.0, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-16 11:32:53,909 - INFO - [omi-10.txt] mode=value_times_range, top_k=4, threshold=3.5, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
