2025-05-08 03:12:33,787 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['robust_zscore'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_all', visual_dir='./visual/machine/neighbor_all', num_workers=36, gif_duration=500)
2025-05-08 03:12:33,787 - INFO - 当前评分模式: ['robust_zscore']
2025-05-08 03:12:33,787 - INFO - 
==================================================
2025-05-08 03:12:33,787 - INFO - 开始执行网格搜索...
2025-05-08 03:12:33,795 - INFO - [machine-1-1] Starting grid search...
2025-05-08 03:13:21,084 - INFO - [machine-1-1.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 03:15:56,709 - INFO - [machine-3-3.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 03:15:56,709 - INFO - [machine-3-3.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 03:15:56,709 - INFO - [machine-3-3.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 03:15:56,709 - INFO - [machine-3-3.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 03:15:57,223 - INFO - [machine-3-3.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 03:15:57,224 - INFO - [machine-3-3.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 03:15:57,315 - INFO - [machine-3-4] Starting grid search...
2025-05-08 03:16:32,090 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 03:16:32,429 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 03:16:32,458 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 03:16:33,203 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 03:16:33,204 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 03:16:33,204 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.1361, R=0.8667, F1=0.2353
2025-05-08 03:16:33,488 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.1390, R=0.8667, F1=0.2396
2025-05-08 03:16:33,489 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.1390, R=0.8667, F1=0.2396
2025-05-08 03:16:33,489 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-08 03:16:33,632 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.1413, R=0.8667, F1=0.2430
2025-05-08 03:16:33,633 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 03:16:33,633 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 03:16:33,633 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.1381, R=0.8333, F1=0.2370
2025-05-08 03:16:33,634 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.1389, R=0.8333, F1=0.2381
2025-05-08 03:16:33,634 - INFO - [machine-3-4.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.1389, R=0.8333, F1=0.2381
2025-05-08 03:16:33,727 - INFO - [machine-3-8] Starting grid search...
2025-05-08 03:17:14,416 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,417 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,417 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,417 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,417 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,417 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,523 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,523 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,523 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,523 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,523 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,523 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,765 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,765 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,765 - INFO - [machine-3-8.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 03:17:14,848 - INFO - [machine-2-1] Starting grid search...
2025-05-08 03:17:49,186 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,187 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,187 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,187 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,187 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,188 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,188 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,188 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,188 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,822 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,823 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,823 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,823 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,823 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,823 - INFO - [machine-2-1.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 03:17:49,918 - INFO - [machine-1-6] Starting grid search...
2025-05-08 03:18:32,075 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.3810, R=0.9422, F1=0.5426
2025-05-08 03:18:33,065 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.3810, R=0.9422, F1=0.5426
2025-05-08 03:18:33,066 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.3810, R=0.9422, F1=0.5426
2025-05-08 03:18:33,066 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.3810, R=0.9422, F1=0.5426
2025-05-08 03:18:33,066 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.3810, R=0.9422, F1=0.5426
2025-05-08 03:18:33,083 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.3831, R=0.9422, F1=0.5447
2025-05-08 03:18:33,107 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.3842, R=0.9422, F1=0.5458
2025-05-08 03:18:33,108 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.3842, R=0.9422, F1=0.5458
2025-05-08 03:18:33,196 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.3853, R=0.9422, F1=0.5469
2025-05-08 03:18:33,307 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.3904, R=0.9388, F1=0.5514
2025-05-08 03:18:33,308 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.3901, R=0.9354, F1=0.5506
2025-05-08 03:18:33,308 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.3906, R=0.9354, F1=0.5511
2025-05-08 03:18:34,715 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.3912, R=0.9354, F1=0.5517
2025-05-08 03:18:34,716 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.3917, R=0.9354, F1=0.5522
2025-05-08 03:18:34,716 - INFO - [machine-1-6.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.3934, R=0.9354, F1=0.5539
2025-05-08 03:18:34,805 - INFO - [machine-2-2] Starting grid search...
2025-05-08 03:19:11,266 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 03:19:11,267 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 03:19:11,267 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 03:19:11,267 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 03:19:11,268 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 03:19:11,268 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 03:19:11,434 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:11,488 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:11,520 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:11,643 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:11,644 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:11,644 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:11,956 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:12,976 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:12,977 - INFO - [machine-2-2.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 03:19:13,069 - INFO - [machine-2-8] Starting grid search...
2025-05-08 03:19:43,874 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:44,876 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,328 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,329 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,329 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,330 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,330 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,330 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,330 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,330 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,330 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,330 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,330 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,331 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,331 - INFO - [machine-2-8.txt] mode=robust_zscore, all=None, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 03:19:45,429 - INFO - [machine-3-11] Starting grid search...
2025-05-08 03:20:21,313 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,314 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,314 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.5256, R=0.9111, F1=0.6667
