2025-04-15 23:38:00,947 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['value_times_range'], use_topk=False, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkFalse', visual_dir='./visual/use_topkFalse', num_workers=4, gif_duration=500)
2025-04-15 23:38:00,947 - INFO - pearson correlation 取绝对值
2025-04-15 23:38:00,947 - INFO - 当前评分模式: ['value_times_range']
2025-04-15 23:38:00,947 - INFO - 
==================================================
2025-04-15 23:38:00,947 - INFO - 开始执行网格搜索...
2025-04-15 23:38:00,949 - INFO - [omi-1] Starting grid search...
2025-04-15 23:38:04,306 - INFO - [omi-1.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 23:39:27,487 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:27,487 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:29,305 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:29,389 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:29,420 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:29,476 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:31,292 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:31,353 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:31,385 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:31,440 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:33,086 - INFO - [omi-7.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.8444, R=0.9744, F1=0.9048
2025-04-15 23:39:33,106 - INFO - [omi-8] Starting grid search...
2025-04-15 23:39:36,197 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:39:36,228 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:39:36,316 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:39:36,325 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:39:38,358 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:39:38,359 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:39:38,423 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 23:39:38,424 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 23:39:40,240 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 23:39:40,276 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 23:39:40,394 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 23:39:40,446 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 23:39:42,063 - INFO - [omi-8.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 23:39:42,081 - INFO - [omi-9] Starting grid search...
2025-04-15 23:39:45,221 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=1.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:45,269 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=1.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:45,269 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=2.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:45,271 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=2.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:47,238 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=3.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:47,289 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=3.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:47,289 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=4.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:47,414 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=4.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:49,267 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=5.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:49,327 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=5.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:49,338 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=6.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:49,439 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=6.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:51,093 - INFO - [omi-9.txt] mode=value_times_range, top_k=None, threshold=7.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 23:39:51,113 - INFO - 
==================================================
2025-04-15 23:39:51,113 - INFO - 开始汇总结果...
2025-04-15 23:39:51,121 - INFO - 
===== Best Results per Dataset =====
