2025-04-15 21:25:36,579 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['deviation'], use_topk=False, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkFalse', visual_dir='./visual/use_topkFalse', num_workers=4, gif_duration=500)
2025-04-15 21:25:36,579 - INFO - 当前评分模式: ['deviation']
2025-04-15 21:25:36,579 - INFO - 
==================================================
2025-04-15 21:25:36,579 - INFO - 开始执行网格搜索...
2025-04-15 21:25:36,582 - INFO - [omi-1] Starting grid search...
2025-04-15 21:25:39,772 - INFO - [omi-1.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 21:26:42,706 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:42,706 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:42,707 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:44,735 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:44,773 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:44,826 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:44,826 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:46,806 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:46,857 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:46,860 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:47,013 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:48,685 - INFO - [omi-5.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4537, R=1.0000, F1=0.6242
2025-04-15 21:26:48,705 - INFO - [omi-6] Starting grid search...
2025-04-15 21:26:51,909 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:51,917 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:51,962 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:51,974 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:53,952 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:54,050 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:54,081 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:54,110 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:55,992 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:56,123 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:56,171 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:56,239 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:57,869 - INFO - [omi-6.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.2544, R=0.9773, F1=0.4038
2025-04-15 21:26:57,885 - INFO - [omi-7] Starting grid search...
2025-04-15 21:27:00,913 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:00,956 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:00,956 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:00,956 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:02,791 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:02,842 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:02,916 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:02,917 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:04,737 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:04,750 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:04,824 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:04,886 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:06,465 - INFO - [omi-7.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.8261, R=0.9744, F1=0.8941
2025-04-15 21:27:06,479 - INFO - [omi-8] Starting grid search...
2025-04-15 21:27:09,512 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:09,618 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:09,619 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:09,619 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:11,433 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:11,503 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:11,595 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:11,617 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:13,358 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:13,405 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:13,513 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:13,584 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:15,111 - INFO - [omi-8.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.3537, R=0.9355, F1=0.5133
2025-04-15 21:27:15,125 - INFO - [omi-9] Starting grid search...
2025-04-15 21:27:18,302 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:18,303 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:18,336 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:18,336 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:20,242 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:20,302 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:20,342 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:20,398 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:22,232 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:22,307 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:22,373 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:22,387 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:24,002 - INFO - [omi-9.txt] mode=deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:27:24,023 - INFO - 
==================================================
2025-04-15 21:27:24,023 - INFO - 开始汇总结果...
2025-04-15 21:27:24,028 - INFO - 
===== Best Results per Dataset =====
   dataset score_mode top_k  score_threshold  use_topk  precision   recall  f1_score
 omi-1.txt  deviation  None              1.5     False   0.741667 1.000000  0.851675
omi-10.txt  deviation  None              4.0     False   0.444444 0.983607  0.612245
omi-11.txt  deviation  None              1.5     False   0.343373 0.982759  0.508929
omi-12.txt  deviation  None              7.0     False   0.612903 0.950000  0.745098
 omi-2.txt  deviation  None              6.0     False   0.455882 1.000000  0.626263
 omi-3.txt  deviation  None              2.5     False   0.773810 0.833333  0.802469
 omi-4.txt  deviation  None              4.5     False   0.795181 0.985075  0.880000
 omi-5.txt  deviation  None              4.5     False   0.453704 1.000000  0.624204
 omi-6.txt  deviation  None              6.5     False   0.254438 0.977273  0.403756
 omi-7.txt  deviation  None              1.5     False   0.826087 0.974359  0.894118
