2025-04-15 20:33:33,030 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['mean_ratio'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkTrue', visual_dir='./visual/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-15 20:33:33,030 - INFO - 当前评分模式: ['mean_ratio']
2025-04-15 20:33:33,031 - INFO - 
==================================================
2025-04-15 20:33:33,031 - INFO - 开始执行网格搜索...
2025-04-15 20:33:33,032 - INFO - [omi-1] Starting grid search...
2025-04-15 20:33:36,085 - INFO - [omi-1.txt] mode=mean_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.7015, R=0.5281, F1=0.6026
2025-04-15 20:34:03,834 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=4.5, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:34:05,360 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=5.0, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:34:05,548 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=5.5, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:34:05,622 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=6.0, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:34:05,879 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=6.5, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:34:07,378 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=7.0, use_topk=True, P=0.7143, R=0.8427, F1=0.7732
2025-04-15 20:34:07,503 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=1.0, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-15 20:34:07,590 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=1.5, use_topk=True, P=0.7248, R=0.8876, F1=0.7980
2025-04-15 20:34:07,894 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=2.0, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:09,342 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=2.5, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:09,508 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=3.0, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:09,575 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=3.5, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:09,888 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=4.0, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:11,378 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=4.5, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:11,563 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=5.0, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:11,670 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=5.5, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:11,962 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=6.0, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:13,396 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=6.5, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:13,570 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=7.0, use_topk=True, P=0.7196, R=0.8652, F1=0.7857
2025-04-15 20:34:13,757 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=1.0, use_topk=True, P=0.7304, R=0.9438, F1=0.8235
2025-04-15 20:34:13,949 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=1.5, use_topk=True, P=0.7207, R=0.8989, F1=0.8000
2025-04-15 20:34:15,404 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=2.0, use_topk=True, P=0.7156, R=0.8764, F1=0.7879
2025-04-15 20:34:15,615 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=2.5, use_topk=True, P=0.7156, R=0.8764, F1=0.7879
2025-04-15 20:34:15,771 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=3.0, use_topk=True, P=0.7156, R=0.8764, F1=0.7879
2025-04-15 20:34:15,960 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=3.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:17,420 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=4.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:17,608 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=4.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:17,770 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=5.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:17,957 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=5.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:19,352 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=6.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:19,696 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=6.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:19,792 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=7.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:20,050 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=1.0, use_topk=True, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 20:34:21,407 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=1.5, use_topk=True, P=0.7328, R=0.9551, F1=0.8293
2025-04-15 20:34:21,756 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=2.0, use_topk=True, P=0.7328, R=0.9551, F1=0.8293
2025-04-15 20:34:21,865 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=2.5, use_topk=True, P=0.7328, R=0.9551, F1=0.8293
2025-04-15 20:34:22,128 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=3.0, use_topk=True, P=0.7232, R=0.9101, F1=0.8060
2025-04-15 20:34:23,395 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=3.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:23,772 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=4.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:23,848 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=4.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:24,090 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=5.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:25,385 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=5.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:25,744 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=6.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:25,851 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=6.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:26,107 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=7.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:27,440 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=1.0, use_topk=True, P=0.7373, R=0.9775, F1=0.8406
2025-04-15 20:34:27,812 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=1.5, use_topk=True, P=0.7373, R=0.9775, F1=0.8406
2025-04-15 20:34:27,868 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=2.0, use_topk=True, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 20:34:28,175 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=2.5, use_topk=True, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 20:34:29,441 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=3.0, use_topk=True, P=0.7232, R=0.9101, F1=0.8060
2025-04-15 20:34:29,789 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=3.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:29,905 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=4.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:30,330 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=4.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:31,465 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=5.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:31,792 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=5.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:31,903 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=6.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:32,347 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=6.5, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:33,367 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=7.0, use_topk=True, P=0.7130, R=0.8652, F1=0.7817
2025-04-15 20:34:33,384 - INFO - [omi-10] Starting grid search...
2025-04-15 20:34:36,519 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.5048, R=0.8689, F1=0.6386
2025-04-15 20:34:36,519 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=1.5, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-15 20:34:36,613 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=2.0, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-15 20:34:36,613 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=2.5, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:34:38,552 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=3.0, use_topk=True, P=0.5049, R=0.8525, F1=0.6341
2025-04-15 20:34:38,553 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=3.5, use_topk=True, P=0.5000, R=0.8361, F1=0.6258
2025-04-15 20:34:38,647 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=4.0, use_topk=True, P=0.5000, R=0.8361, F1=0.6258
2025-04-15 20:34:38,647 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=4.5, use_topk=True, P=0.5000, R=0.8361, F1=0.6258
2025-04-15 20:34:40,558 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=5.0, use_topk=True, P=0.5000, R=0.8361, F1=0.6258
2025-04-15 20:34:40,589 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=5.5, use_topk=True, P=0.5000, R=0.8197, F1=0.6211
2025-04-15 20:34:40,622 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=6.0, use_topk=True, P=0.5000, R=0.8197, F1=0.6211
2025-04-15 20:34:40,762 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=6.5, use_topk=True, P=0.5052, R=0.8033, F1=0.6203
2025-04-15 20:34:42,549 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=7.0, use_topk=True, P=0.5000, R=0.7869, F1=0.6115
2025-04-15 20:34:42,632 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=1.0, use_topk=True, P=0.4954, R=0.8852, F1=0.6353
2025-04-15 20:34:42,635 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=1.5, use_topk=True, P=0.5000, R=0.8852, F1=0.6391
2025-04-15 20:34:42,782 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=2.0, use_topk=True, P=0.4953, R=0.8689, F1=0.6310
2025-04-15 20:34:44,485 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=2.5, use_topk=True, P=0.4906, R=0.8525, F1=0.6228
2025-04-15 20:34:44,633 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=3.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:34:44,662 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=3.5, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:34:44,785 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=4.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:34:46,550 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=4.5, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:34:46,675 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=5.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:34:46,676 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=5.5, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:34:46,822 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=6.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 20:34:48,599 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=6.5, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-15 20:34:48,741 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=7.0, use_topk=True, P=0.5000, R=0.8525, F1=0.6303
2025-04-15 20:34:48,754 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=1.0, use_topk=True, P=0.4957, R=0.9344, F1=0.6477
2025-04-15 20:34:48,873 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=1.5, use_topk=True, P=0.4956, R=0.9180, F1=0.6437
2025-04-15 20:34:50,645 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=2.0, use_topk=True, P=0.4911, R=0.9016, F1=0.6358
2025-04-15 20:34:50,786 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=2.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:50,813 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=3.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:50,908 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=3.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:52,674 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=4.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:52,814 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=4.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:52,815 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=5.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:52,993 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=5.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:54,755 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=6.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:54,835 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=6.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:54,835 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=7.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 20:34:55,072 - INFO - [omi-10.txt] mode=mean_ratio, top_k=4, threshold=1.0, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-15 20:34:56,772 - INFO - [omi-10.txt] mode=mean_ratio, top_k=4, threshold=1.5, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-15 20:34:56,925 - INFO - [omi-10.txt] mode=mean_ratio, top_k=4, threshold=2.0, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-15 20:34:56,926 - INFO - [omi-10.txt] mode=mean_ratio, top_k=4, threshold=2.5, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
