2025-04-18 13:26:30,505 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-18 13:26:30,505 - INFO - 当前评分模式: ['strict_deviation']
2025-04-18 13:26:30,505 - INFO - 
==================================================
2025-04-18 13:26:30,505 - INFO - 开始执行网格搜索...
2025-04-18 13:26:30,507 - INFO - [omi-12] Starting grid search...
2025-04-18 13:26:33,497 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 13:26:43,149 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.6429, R=0.9000, F1=0.7500
2025-04-18 13:26:43,427 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.6481, R=0.8750, F1=0.7447
2025-04-18 13:26:43,428 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.6731, R=0.8750, F1=0.7609
2025-04-18 13:26:43,428 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.6444, R=0.7250, F1=0.6824
2025-04-18 13:26:43,522 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.6190, R=0.6500, F1=0.6341
2025-04-18 13:26:43,741 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.6250, R=0.6250, F1=0.6250
2025-04-18 13:26:44,130 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.6250, R=0.6250, F1=0.6250
2025-04-18 13:26:44,227 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.6579, R=0.6250, F1=0.6410
2025-04-18 13:26:44,356 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.6579, R=0.6250, F1=0.6410
2025-04-18 13:26:44,356 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.6486, R=0.6000, F1=0.6234
2025-04-18 13:26:44,358 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.6571, R=0.5750, F1=0.6133
2025-04-18 13:26:44,358 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.6875, R=0.5500, F1=0.6111
2025-04-18 13:26:44,397 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-18 13:26:44,407 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-18 13:26:44,407 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.0, P=0.6327, R=0.7750, F1=0.6966
2025-04-18 13:26:44,407 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.5, P=0.6327, R=0.7750, F1=0.6966
2025-04-18 13:26:44,407 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.0, P=0.6458, R=0.7750, F1=0.7045
2025-04-18 13:26:44,590 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.5, P=0.6596, R=0.7750, F1=0.7126
2025-04-18 13:26:44,592 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.0, P=0.6154, R=0.6000, F1=0.6076
2025-04-18 13:26:44,592 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.5, P=0.5833, R=0.5250, F1=0.5526
2025-04-18 13:26:44,772 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.0, P=0.5882, R=0.5000, F1=0.5405
2025-04-18 13:26:44,773 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.5, P=0.5882, R=0.5000, F1=0.5405
2025-04-18 13:26:44,773 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.0, P=0.6061, R=0.5000, F1=0.5479
2025-04-18 13:26:44,774 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.5, P=0.6452, R=0.5000, F1=0.5634
