2025-04-16 12:11:06,019 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0.1, 0.2, 0.3, 0.4, 0.5]), neighbor_selection='corr_threshold', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=4, gif_duration=500)
2025-04-16 12:11:06,020 - INFO - 当前评分模式: ['strict_deviation']
2025-04-16 12:11:06,020 - INFO - 
==================================================
2025-04-16 12:11:06,020 - INFO - 开始执行网格搜索...
2025-04-16 12:11:06,021 - INFO - [omi-1] Starting grid search...
2025-04-16 12:11:09,233 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:13,755 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:16,248 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.0, P=0.7232, R=0.9101, F1=0.8060
2025-04-16 12:11:16,443 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:11:16,785 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.1, threshold=7.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:11:16,788 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:19,484 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:19,673 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:19,675 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:19,675 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:22,396 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:11:22,442 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:11:22,783 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:22,785 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:25,100 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:25,229 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:25,834 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:25,836 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.7232, R=0.9101, F1=0.8060
2025-04-16 12:11:27,916 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:11:28,271 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:11:28,535 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:28,723 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:30,701 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:31,647 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:31,649 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:31,649 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:11:33,899 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:11:34,023 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:34,491 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.0, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:34,720 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:36,481 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.0, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:37,189 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:37,190 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.0, P=0.7232, R=0.9101, F1=0.8060
2025-04-16 12:11:38,065 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:11:39,367 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=7.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:11:40,208 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:40,210 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:40,980 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:42,583 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:42,745 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:11:43,191 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:11:43,847 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 12:11:45,044 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:45,150 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:45,333 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:45,939 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:47,134 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.7328, R=0.9551, F1=0.8293
2025-04-16 12:11:47,191 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.7232, R=0.9101, F1=0.8060
2025-04-16 12:11:47,427 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.7156, R=0.8764, F1=0.7879
2025-04-16 12:11:48,157 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.7130, R=0.8652, F1=0.7817
2025-04-16 12:11:49,375 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:11:49,431 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.5, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:11:49,692 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 12:11:50,257 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.5, P=0.8925, R=0.9326, F1=0.9121
2025-04-16 12:11:51,375 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.0, P=0.8925, R=0.9326, F1=0.9121
2025-04-16 12:11:51,445 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.5, P=0.8913, R=0.9213, F1=0.9061
2025-04-16 12:11:51,698 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.0, P=0.8913, R=0.9213, F1=0.9061
2025-04-16 12:11:52,312 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.5, P=0.8901, R=0.9101, F1=0.9000
2025-04-16 12:11:53,387 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.0, P=0.8901, R=0.9101, F1=0.9000
2025-04-16 12:11:53,566 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.5, P=0.8901, R=0.9101, F1=0.9000
2025-04-16 12:11:53,806 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.0, P=0.8901, R=0.9101, F1=0.9000
2025-04-16 12:11:54,859 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.5, P=0.8901, R=0.9101, F1=0.9000
2025-04-16 12:11:56,191 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.0, P=0.8851, R=0.8652, F1=0.8750
2025-04-16 12:11:56,191 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.5, P=0.8810, R=0.8315, F1=0.8555
2025-04-16 12:11:56,387 - INFO - [omi-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=7.0, P=0.8916, R=0.8315, F1=0.8605
2025-04-16 12:11:56,405 - INFO - [omi-10] Starting grid search...
2025-04-16 12:11:59,603 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:11:59,641 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:11:59,641 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:11:59,654 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:01,675 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:01,679 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:01,750 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:01,750 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.5, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 12:12:03,819 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:03,819 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:03,819 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:03,827 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:06,647 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:06,649 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:06,649 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.1, threshold=7.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:06,768 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:09,646 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:10,002 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:10,021 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:10,021 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:12,489 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 12:12:13,132 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:13,388 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 12:12:13,390 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:15,939 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:15,940 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:16,263 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:16,712 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:19,519 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:19,521 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:19,521 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:19,522 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:21,915 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:22,805 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:22,808 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:23,197 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:24,781 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:25,748 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.5, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 12:12:25,858 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:26,313 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:27,674 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:29,240 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:29,243 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:29,341 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:30,827 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.3, threshold=7.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:31,932 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:32,801 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:32,802 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:33,317 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:35,319 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:35,497 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:36,156 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 12:12:36,566 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 12:12:38,602 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:38,656 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:39,443 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:39,705 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:41,561 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:41,934 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:42,763 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 12:12:42,765 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:44,702 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.5, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:44,843 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:45,654 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.5, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:45,657 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:47,717 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.5, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:48,042 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:48,042 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.5, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:48,634 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:50,970 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.5, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:51,184 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:51,404 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.5, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:51,684 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.0, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:54,207 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.5, P=0.5258, R=0.8361, F1=0.6456
2025-04-16 12:12:54,319 - INFO - [omi-10.txt] mode=strict_deviation, corr_threshold=0.5, threshold=7.0, P=0.5312, R=0.8361, F1=0.6497
2025-04-16 12:12:54,340 - INFO - [omi-11] Starting grid search...
2025-04-16 12:12:57,564 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:12:57,572 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:12:57,625 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:12:57,625 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:12:59,460 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:12:59,566 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:12:59,567 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:12:59,605 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:13:01,460 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:13:01,504 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:13:01,562 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 12:13:01,613 - INFO - [omi-11.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
