2025-04-17 08:34:20,729 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 08:34:20,729 - INFO - 当前评分模式: ['strict_deviation']
2025-04-17 08:34:20,729 - INFO - 
==================================================
2025-04-17 08:34:20,729 - INFO - 开始执行网格搜索...
2025-04-17 08:34:20,730 - INFO - [omi-12] Starting grid search...
2025-04-17 08:34:23,970 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:26,286 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:26,286 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:26,287 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:26,287 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:26,287 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:26,287 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:26,288 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:26,486 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:34:26,597 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-17 08:34:26,610 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:26,611 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:26,692 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:26,706 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:26,706 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:26,730 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.1, threshold=7.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:27,173 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:27,173 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:27,174 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:27,589 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,239 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,239 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,239 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,256 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:34:31,276 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-17 08:34:31,280 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,306 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,306 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,307 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,313 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,327 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,342 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:31,342 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:31,418 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:31,468 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:34:31,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-17 08:34:31,486 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,486 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,491 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,492 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:31,492 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:34:32,324 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-17 08:34:32,324 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:32,325 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:32,550 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:32,577 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:32,589 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:32,590 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:32,634 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:32,634 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:34,953 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:35,025 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:35,025 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:35,026 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:35,026 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:36,405 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:34:36,406 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-17 08:34:36,425 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,458 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,458 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,459 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,459 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,476 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.3, threshold=7.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,510 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:36,511 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:36,511 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:36,519 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:36,605 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:36,633 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:36,633 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:36,646 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:34:36,646 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-17 08:34:36,646 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,663 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,663 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,682 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,682 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,694 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:36,694 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:36,695 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:37,467 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:37,468 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:37,468 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:37,469 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:38,321 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:40,083 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:40,083 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:40,083 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-17 08:34:40,085 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:40,085 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:40,085 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=2.5, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:40,085 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.0, P=0.6230, R=0.9500, F1=0.7525
2025-04-17 08:34:40,085 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=3.5, P=0.6167, R=0.9250, F1=0.7400
2025-04-17 08:34:40,085 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.0, P=0.6271, R=0.9250, F1=0.7475
2025-04-17 08:34:41,352 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=4.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:41,570 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:41,570 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=5.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:41,571 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:41,588 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=6.5, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:41,589 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.4, threshold=7.0, P=0.6491, R=0.9250, F1=0.7629
2025-04-17 08:34:41,589 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-17 08:34:41,589 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=0.5, P=0.5893, R=0.8250, F1=0.6875
2025-04-17 08:34:41,678 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.0, P=0.5893, R=0.8250, F1=0.6875
2025-04-17 08:34:41,678 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.5, P=0.6000, R=0.8250, F1=0.6947
2025-04-17 08:34:41,678 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.0, P=0.6346, R=0.8250, F1=0.7174
2025-04-17 08:34:41,678 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-17 08:34:41,719 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.0, P=0.6346, R=0.8250, F1=0.7174
2025-04-17 08:34:41,719 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-17 08:34:41,719 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.0, P=0.6346, R=0.8250, F1=0.7174
2025-04-17 08:34:41,746 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.5, P=0.6346, R=0.8250, F1=0.7174
2025-04-17 08:34:41,772 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.0, P=0.6346, R=0.8250, F1=0.7174
2025-04-17 08:34:41,773 - INFO - [omi-12.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.5, P=0.6346, R=0.8250, F1=0.7174
