2025-04-15 21:23:14,236 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['strict_deviation'], use_topk=False, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkFalse', visual_dir='./visual/use_topkFalse', num_workers=4, gif_duration=500)
2025-04-15 21:23:14,236 - INFO - 当前评分模式: ['strict_deviation']
2025-04-15 21:23:14,236 - INFO - 
==================================================
2025-04-15 21:23:14,236 - INFO - 开始执行网格搜索...
2025-04-15 21:23:14,238 - INFO - [omi-1] Starting grid search...
2025-04-15 21:23:17,404 - INFO - [omi-1.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.7395, R=0.9888, F1=0.8462
2025-04-15 21:23:44,916 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 21:23:44,918 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 21:23:46,410 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 21:23:46,447 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.6167, R=0.9250, F1=0.7400
2025-04-15 21:23:46,453 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.6271, R=0.9250, F1=0.7475
2025-04-15 21:23:46,564 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:23:48,001 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:23:48,051 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:23:48,069 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:23:48,175 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:23:49,409 - INFO - [omi-12.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.6491, R=0.9250, F1=0.7629
2025-04-15 21:23:49,426 - INFO - [omi-2] Starting grid search...
2025-04-15 21:23:52,615 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:52,617 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:52,617 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:52,617 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:54,623 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:54,625 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:54,625 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:54,625 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:56,503 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:56,523 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:56,531 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:56,634 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:23:58,269 - INFO - [omi-2.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4697, R=1.0000, F1=0.6392
2025-04-15 21:23:58,286 - INFO - [omi-3] Starting grid search...
2025-04-15 21:24:01,402 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:24:01,432 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:24:01,432 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:24:01,437 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:24:03,427 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:24:03,476 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:24:03,477 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:24:03,477 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:24:05,455 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:24:05,455 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:24:05,546 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:24:05,546 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.8205, R=0.8205, F1=0.8205
2025-04-15 21:24:07,261 - INFO - [omi-3.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.8205, R=0.8205, F1=0.8205
2025-04-15 21:24:07,277 - INFO - [omi-4] Starting grid search...
2025-04-15 21:24:10,372 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:24:10,375 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:24:10,423 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:24:10,423 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:24:12,505 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:24:12,506 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:24:12,506 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:24:12,536 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:24:14,473 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:24:14,538 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:24:14,538 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:24:14,607 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:24:16,283 - INFO - [omi-4.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.8442, R=0.9701, F1=0.9028
2025-04-15 21:24:16,300 - INFO - [omi-5] Starting grid search...
2025-04-15 21:24:19,564 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4757, R=1.0000, F1=0.6447
2025-04-15 21:24:19,565 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4757, R=1.0000, F1=0.6447
2025-04-15 21:24:19,566 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:24:19,567 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:24:21,504 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:24:21,527 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4653, R=0.9592, F1=0.6267
2025-04-15 21:24:21,679 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4653, R=0.9592, F1=0.6267
2025-04-15 21:24:21,681 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4653, R=0.9592, F1=0.6267
2025-04-15 21:24:23,606 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4600, R=0.9388, F1=0.6174
2025-04-15 21:24:23,650 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4592, R=0.9184, F1=0.6122
2025-04-15 21:24:23,788 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4536, R=0.8980, F1=0.6027
2025-04-15 21:24:23,789 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4632, R=0.8980, F1=0.6111
2025-04-15 21:24:25,460 - INFO - [omi-5.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4719, R=0.8571, F1=0.6087
2025-04-15 21:24:25,477 - INFO - [omi-6] Starting grid search...
2025-04-15 21:24:28,585 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:24:28,586 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:24:28,614 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:24:28,676 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:24:30,599 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:24:30,628 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.2622, R=0.9773, F1=0.4135
2025-04-15 21:24:30,667 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:24:30,731 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:24:32,617 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:24:32,682 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:24:32,699 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:24:32,733 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:24:34,458 - INFO - [omi-6.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.2609, R=0.9545, F1=0.4098
2025-04-15 21:24:34,478 - INFO - [omi-7] Starting grid search...
2025-04-15 21:24:37,476 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:37,513 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:37,526 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:37,527 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:39,396 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:39,397 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:39,435 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:39,435 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:41,209 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:41,292 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:41,321 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:41,322 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:42,927 - INFO - [omi-7.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:24:42,943 - INFO - [omi-8] Starting grid search...
2025-04-15 21:24:45,980 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:46,036 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:46,038 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:46,098 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:47,895 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:47,946 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:47,962 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:48,062 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:49,871 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:49,884 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:49,887 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:49,966 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:51,581 - INFO - [omi-8.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:24:51,598 - INFO - [omi-9] Starting grid search...
2025-04-15 21:24:54,640 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=1.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:54,640 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=1.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:54,692 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=2.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:54,700 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=2.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:56,543 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=3.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:56,544 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=3.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:56,648 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=4.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:56,649 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=4.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:58,426 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=5.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:58,469 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=5.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:58,612 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=6.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:24:58,612 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=6.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:25:00,155 - INFO - [omi-9.txt] mode=strict_deviation, top_k=None, threshold=7.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:25:00,175 - INFO - 
==================================================
