2025-05-07 11:03:06,535 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_topk', visual_dir='./visual/omi/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 11:03:06,535 - INFO - 当前评分模式: ['mean_ratio']
2025-05-07 11:03:06,535 - INFO - 
==================================================
2025-05-07 11:03:06,535 - INFO - 开始执行网格搜索...
2025-05-07 11:03:06,537 - INFO - [omi-12] Starting grid search...
2025-05-07 11:03:09,602 - INFO - [omi-12.txt] mode=mean_ratio, topk=1, threshold=0.0, P=0.6750, R=0.6750, F1=0.6750
2025-05-07 11:03:16,631 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=2.0, P=0.6538, R=0.8500, F1=0.7391
2025-05-07 11:03:16,632 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=2.5, P=0.6667, R=0.8500, F1=0.7473
2025-05-07 11:03:16,632 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=3.0, P=0.6939, R=0.8500, F1=0.7640
2025-05-07 11:03:16,632 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=3.5, P=0.7083, R=0.8500, F1=0.7727
2025-05-07 11:03:16,632 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=4.0, P=0.7234, R=0.8500, F1=0.7816
2025-05-07 11:03:16,632 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=4.5, P=0.7391, R=0.8500, F1=0.7907
2025-05-07 11:03:16,633 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=5.0, P=0.7391, R=0.8500, F1=0.7907
2025-05-07 11:03:16,633 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=5.5, P=0.7556, R=0.8500, F1=0.8000
2025-05-07 11:03:16,799 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=6.0, P=0.7727, R=0.8500, F1=0.8095
2025-05-07 11:03:16,800 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=6.5, P=0.7727, R=0.8500, F1=0.8095
2025-05-07 11:03:16,800 - INFO - [omi-12.txt] mode=mean_ratio, topk=5, threshold=7.0, P=0.7727, R=0.8500, F1=0.8095
2025-05-07 11:03:16,800 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=0.0, P=0.6102, R=0.9000, F1=0.7273
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=0.5, P=0.6250, R=0.8750, F1=0.7292
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=1.0, P=0.6250, R=0.8750, F1=0.7292
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=1.5, P=0.6250, R=0.8750, F1=0.7292
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=2.0, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=2.5, P=0.6481, R=0.8750, F1=0.7447
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=3.0, P=0.6604, R=0.8750, F1=0.7527
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=3.5, P=0.6604, R=0.8750, F1=0.7527
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=4.0, P=0.6731, R=0.8750, F1=0.7609
2025-05-07 11:03:16,801 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=4.5, P=0.6863, R=0.8750, F1=0.7692
2025-05-07 11:03:16,802 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=5.0, P=0.6863, R=0.8750, F1=0.7692
2025-05-07 11:03:16,802 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=5.5, P=0.7000, R=0.8750, F1=0.7778
2025-05-07 11:03:17,916 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=6.0, P=0.7000, R=0.8750, F1=0.7778
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=6.5, P=0.7000, R=0.8750, F1=0.7778
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=6, threshold=7.0, P=0.7000, R=0.8750, F1=0.7778
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=0.5, P=0.6207, R=0.9000, F1=0.7347
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=1.0, P=0.6316, R=0.9000, F1=0.7423
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=1.5, P=0.6316, R=0.9000, F1=0.7423
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=2.0, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=2.5, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=3.0, P=0.6545, R=0.9000, F1=0.7579
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=3.5, P=0.6667, R=0.9000, F1=0.7660
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=4.0, P=0.6792, R=0.9000, F1=0.7742
2025-05-07 11:03:17,917 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=4.5, P=0.6792, R=0.9000, F1=0.7742
2025-05-07 11:03:17,918 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=5.0, P=0.6792, R=0.9000, F1=0.7742
2025-05-07 11:03:18,186 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=5.5, P=0.6923, R=0.9000, F1=0.7826
2025-05-07 11:03:18,187 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=6.0, P=0.6923, R=0.9000, F1=0.7826
2025-05-07 11:03:18,187 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=6.5, P=0.6923, R=0.9000, F1=0.7826
2025-05-07 11:03:18,187 - INFO - [omi-12.txt] mode=mean_ratio, topk=7, threshold=7.0, P=0.6923, R=0.9000, F1=0.7826
2025-05-07 11:03:18,187 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 11:03:18,187 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=0.5, P=0.6167, R=0.9250, F1=0.7400
2025-05-07 11:03:18,187 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=1.0, P=0.6379, R=0.9250, F1=0.7551
2025-05-07 11:03:18,475 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=1.5, P=0.6379, R=0.9250, F1=0.7551
2025-05-07 11:03:18,476 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=2.0, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:18,476 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=2.5, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:18,476 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=3.0, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:18,476 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=3.5, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:18,476 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=4.0, P=0.6727, R=0.9250, F1=0.7789
2025-05-07 11:03:18,476 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=4.5, P=0.6727, R=0.9250, F1=0.7789
2025-05-07 11:03:18,668 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=5.0, P=0.6727, R=0.9250, F1=0.7789
2025-05-07 11:03:18,669 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=5.5, P=0.6727, R=0.9250, F1=0.7789
2025-05-07 11:03:18,669 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=6.0, P=0.6727, R=0.9250, F1=0.7789
2025-05-07 11:03:18,745 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=6.5, P=0.6727, R=0.9250, F1=0.7789
2025-05-07 11:03:19,276 - INFO - [omi-12.txt] mode=mean_ratio, topk=8, threshold=7.0, P=0.6727, R=0.9250, F1=0.7789
2025-05-07 11:03:19,276 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=0.0, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 11:03:19,277 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=0.5, P=0.6066, R=0.9250, F1=0.7327
2025-05-07 11:03:19,277 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=1.0, P=0.6167, R=0.9250, F1=0.7400
2025-05-07 11:03:19,277 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=1.5, P=0.6271, R=0.9250, F1=0.7475
2025-05-07 11:03:19,277 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=2.0, P=0.6491, R=0.9250, F1=0.7629
2025-05-07 11:03:19,621 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=2.5, P=0.6491, R=0.9250, F1=0.7629
2025-05-07 11:03:19,622 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=3.0, P=0.6491, R=0.9250, F1=0.7629
2025-05-07 11:03:19,702 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=3.5, P=0.6491, R=0.9250, F1=0.7629
2025-05-07 11:03:19,702 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=4.0, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:19,702 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=4.5, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:19,702 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=5.0, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:19,702 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=5.5, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:19,702 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=6.0, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:19,743 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=6.5, P=0.6607, R=0.9250, F1=0.7708
2025-05-07 11:03:19,834 - INFO - [omi-12.txt] mode=mean_ratio, topk=9, threshold=7.0, P=0.6727, R=0.9250, F1=0.7789
2025-05-07 11:03:19,892 - INFO - [omi-1] Starting grid search...
2025-05-07 11:03:23,447 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=0.0, P=0.6849, R=0.5618, F1=0.6173
2025-05-07 11:03:23,479 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=0.5, P=0.6714, R=0.5281, F1=0.5912
2025-05-07 11:03:24,600 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=1.0, P=0.6714, R=0.5281, F1=0.5912
2025-05-07 11:03:24,600 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=1.5, P=0.6406, R=0.4607, F1=0.5359
2025-05-07 11:03:24,701 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=2.0, P=0.6271, R=0.4157, F1=0.5000
2025-05-07 11:03:25,134 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=2.5, P=0.6207, R=0.4045, F1=0.4898
2025-05-07 11:03:25,487 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=3.0, P=0.6071, R=0.3820, F1=0.4690
2025-05-07 11:03:26,263 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=3.5, P=0.5926, R=0.3596, F1=0.4476
2025-05-07 11:03:26,292 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=4.0, P=0.5926, R=0.3596, F1=0.4476
2025-05-07 11:03:26,293 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=4.5, P=0.6038, R=0.3596, F1=0.4507
2025-05-07 11:03:26,293 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=5.0, P=0.6038, R=0.3596, F1=0.4507
2025-05-07 11:03:26,293 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=5.5, P=0.6038, R=0.3596, F1=0.4507
2025-05-07 11:03:26,294 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=6.0, P=0.5882, R=0.3371, F1=0.4286
2025-05-07 11:03:26,295 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=6.5, P=0.5882, R=0.3371, F1=0.4286
2025-05-07 11:03:26,295 - INFO - [omi-1.txt] mode=mean_ratio, topk=1, threshold=7.0, P=0.5882, R=0.3371, F1=0.4286
2025-05-07 11:03:26,295 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=0.0, P=0.7126, R=0.6966, F1=0.7045
2025-05-07 11:03:26,295 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=0.5, P=0.7024, R=0.6629, F1=0.6821
2025-05-07 11:03:26,295 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=1.0, P=0.7024, R=0.6629, F1=0.6821
2025-05-07 11:03:26,295 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=1.5, P=0.6875, R=0.6180, F1=0.6509
2025-05-07 11:03:26,295 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=2.0, P=0.6795, R=0.5955, F1=0.6347
2025-05-07 11:03:26,295 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=2.5, P=0.6795, R=0.5955, F1=0.6347
2025-05-07 11:03:26,296 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=3.0, P=0.6711, R=0.5730, F1=0.6182
2025-05-07 11:03:26,296 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=3.5, P=0.6667, R=0.5618, F1=0.6098
2025-05-07 11:03:26,296 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=4.0, P=0.6712, R=0.5506, F1=0.6049
2025-05-07 11:03:26,296 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=4.5, P=0.6667, R=0.5393, F1=0.5963
2025-05-07 11:03:26,296 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=5.0, P=0.6667, R=0.5393, F1=0.5963
2025-05-07 11:03:26,440 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=5.5, P=0.6667, R=0.5393, F1=0.5963
2025-05-07 11:03:26,441 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=6.0, P=0.6765, R=0.5169, F1=0.5860
2025-05-07 11:03:26,441 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=6.5, P=0.6765, R=0.5169, F1=0.5860
2025-05-07 11:03:26,441 - INFO - [omi-1.txt] mode=mean_ratio, topk=2, threshold=7.0, P=0.6765, R=0.5169, F1=0.5860
2025-05-07 11:03:26,467 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=0.0, P=0.7396, R=0.7978, F1=0.7676
2025-05-07 11:03:26,468 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=0.5, P=0.7340, R=0.7753, F1=0.7541
2025-05-07 11:03:26,468 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=1.0, P=0.7340, R=0.7753, F1=0.7541
2025-05-07 11:03:26,526 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=1.5, P=0.7253, R=0.7416, F1=0.7333
2025-05-07 11:03:26,526 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=2.0, P=0.7222, R=0.7303, F1=0.7263
2025-05-07 11:03:26,526 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=2.5, P=0.7222, R=0.7303, F1=0.7263
2025-05-07 11:03:26,681 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=3.0, P=0.7191, R=0.7191, F1=0.7191
2025-05-07 11:03:26,892 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=3.5, P=0.7191, R=0.7191, F1=0.7191
2025-05-07 11:03:26,892 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=4.0, P=0.7191, R=0.7191, F1=0.7191
2025-05-07 11:03:26,892 - INFO - [omi-1.txt] mode=mean_ratio, topk=3, threshold=4.5, P=0.7159, R=0.7079, F1=0.7119
