2025-04-15 22:22:23,802 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['mean_ratio'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkTrue', visual_dir='./visual/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-15 22:22:23,802 - INFO - pearson correlation 取绝对值
2025-04-15 22:22:23,802 - INFO - 当前评分模式: ['mean_ratio']
2025-04-15 22:22:23,802 - INFO - 
==================================================
2025-04-15 22:22:23,803 - INFO - 开始执行网格搜索...
2025-04-15 22:22:23,805 - INFO - [omi-1] Starting grid search...
2025-04-15 22:22:26,854 - INFO - [omi-1.txt] mode=mean_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.6860, R=0.6629, F1=0.6743
2025-04-15 22:22:33,424 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=1.0, use_topk=True, P=0.7129, R=0.8090, F1=0.7579
2025-04-15 22:22:33,448 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=1.5, use_topk=True, P=0.7010, R=0.7640, F1=0.7312
2025-04-15 22:22:33,712 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=2.0, use_topk=True, P=0.7083, R=0.7640, F1=0.7351
2025-04-15 22:22:36,109 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=2.5, use_topk=True, P=0.7021, R=0.7416, F1=0.7213
2025-04-15 22:22:36,110 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=3.0, use_topk=True, P=0.7000, R=0.7079, F1=0.7039
2025-04-15 22:22:36,174 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=3.5, use_topk=True, P=0.6966, R=0.6966, F1=0.6966
2025-04-15 22:22:36,402 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=4.0, use_topk=True, P=0.6897, R=0.6742, F1=0.6818
2025-04-15 22:22:38,572 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=4.5, use_topk=True, P=0.6860, R=0.6629, F1=0.6743
2025-04-15 22:22:39,054 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=5.0, use_topk=True, P=0.6988, R=0.6517, F1=0.6744
2025-04-15 22:22:39,054 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=5.5, use_topk=True, P=0.6988, R=0.6517, F1=0.6744
2025-04-15 22:22:39,144 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=6.0, use_topk=True, P=0.6951, R=0.6404, F1=0.6667
2025-04-15 22:22:41,286 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=6.5, use_topk=True, P=0.7000, R=0.6292, F1=0.6627
2025-04-15 22:22:41,895 - INFO - [omi-1.txt] mode=mean_ratio, top_k=2, threshold=7.0, use_topk=True, P=0.7051, R=0.6180, F1=0.6587
2025-04-15 22:22:41,935 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=1.0, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:22:41,980 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=1.5, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:22:43,911 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=2.0, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:22:44,726 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=2.5, use_topk=True, P=0.7364, R=0.9101, F1=0.8141
2025-04-15 22:22:44,727 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=3.0, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:22:44,728 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=3.5, use_topk=True, P=0.7264, R=0.8652, F1=0.7897
2025-04-15 22:22:46,814 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=4.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:22:47,549 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=4.5, use_topk=True, P=0.7212, R=0.8427, F1=0.7772
2025-04-15 22:22:47,550 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=5.0, use_topk=True, P=0.7184, R=0.8315, F1=0.7708
2025-04-15 22:22:47,824 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=5.5, use_topk=True, P=0.7157, R=0.8202, F1=0.7644
2025-04-15 22:22:49,380 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=6.0, use_topk=True, P=0.7129, R=0.8090, F1=0.7579
2025-04-15 22:22:50,114 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=6.5, use_topk=True, P=0.7129, R=0.8090, F1=0.7579
2025-04-15 22:22:50,416 - INFO - [omi-1.txt] mode=mean_ratio, top_k=3, threshold=7.0, use_topk=True, P=0.7200, R=0.8090, F1=0.7619
2025-04-15 22:22:50,817 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=1.0, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:22:52,099 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=1.5, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:22:53,118 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=2.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:22:53,159 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=2.5, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:22:53,605 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=3.0, use_topk=True, P=0.7364, R=0.9101, F1=0.8141
2025-04-15 22:22:54,678 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=3.5, use_topk=True, P=0.7315, R=0.8876, F1=0.8020
2025-04-15 22:22:55,923 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=4.0, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:22:55,923 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=4.5, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:22:56,392 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=5.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:22:57,796 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=5.5, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:22:58,323 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=6.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:22:58,567 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=6.5, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:22:59,028 - INFO - [omi-1.txt] mode=mean_ratio, top_k=4, threshold=7.0, use_topk=True, P=0.7212, R=0.8427, F1=0.7772
2025-04-15 22:23:00,473 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:01,117 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:01,232 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=2.0, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:23:01,652 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=2.5, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:23:03,469 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=3.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:23:03,922 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=3.5, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:23:03,961 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=4.0, use_topk=True, P=0.7315, R=0.8876, F1=0.8020
2025-04-15 22:23:04,506 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=4.5, use_topk=True, P=0.7290, R=0.8764, F1=0.7959
2025-04-15 22:23:06,254 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=5.0, use_topk=True, P=0.7264, R=0.8652, F1=0.7897
2025-04-15 22:23:06,733 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=5.5, use_topk=True, P=0.7264, R=0.8652, F1=0.7897
2025-04-15 22:23:06,734 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=6.0, use_topk=True, P=0.7264, R=0.8652, F1=0.7897
2025-04-15 22:23:07,177 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=6.5, use_topk=True, P=0.7264, R=0.8652, F1=0.7897
2025-04-15 22:23:09,049 - INFO - [omi-1.txt] mode=mean_ratio, top_k=5, threshold=7.0, use_topk=True, P=0.7238, R=0.8539, F1=0.7835
2025-04-15 22:23:09,480 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:09,481 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:09,964 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=2.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:11,941 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=2.5, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:23:12,160 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=3.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:23:12,252 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=3.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:23:12,709 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=4.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:23:15,226 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=4.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:23:15,226 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=5.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:23:15,226 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=5.5, use_topk=True, P=0.7434, R=0.9438, F1=0.8317
2025-04-15 22:23:15,532 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=6.0, use_topk=True, P=0.7411, R=0.9326, F1=0.8259
2025-04-15 22:23:17,867 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=6.5, use_topk=True, P=0.7339, R=0.8989, F1=0.8081
2025-04-15 22:23:17,869 - INFO - [omi-1.txt] mode=mean_ratio, top_k=6, threshold=7.0, use_topk=True, P=0.7339, R=0.8989, F1=0.8081
2025-04-15 22:23:18,186 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:18,215 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:20,681 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=2.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:20,682 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=2.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:21,231 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=3.0, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:23:21,232 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=3.5, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:23:23,240 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=4.0, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:23:23,599 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=4.5, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:23:23,717 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=5.0, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:23:24,370 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=5.5, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:23:25,864 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=6.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:23:26,688 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=6.5, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:23:26,688 - INFO - [omi-1.txt] mode=mean_ratio, top_k=7, threshold=7.0, use_topk=True, P=0.7387, R=0.9213, F1=0.8200
2025-04-15 22:23:27,275 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=1.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:28,667 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=1.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:28,960 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=2.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:29,407 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=2.5, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:29,973 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=3.0, use_topk=True, P=0.7542, R=1.0000, F1=0.8599
2025-04-15 22:23:31,556 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=3.5, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:23:31,758 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=4.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:23:31,976 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=4.5, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:23:32,819 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=5.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:23:34,543 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=5.5, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:23:34,544 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=6.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:23:35,322 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=6.5, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:23:35,368 - INFO - [omi-1.txt] mode=mean_ratio, top_k=8, threshold=7.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-15 22:23:37,448 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 22:23:37,461 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=1.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 22:23:38,038 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=2.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 22:23:38,060 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=2.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 22:23:40,368 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=3.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-15 22:23:40,369 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=3.5, use_topk=True, P=0.7458, R=0.9888, F1=0.8502
2025-04-15 22:23:40,942 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=4.0, use_topk=True, P=0.7458, R=0.9888, F1=0.8502
2025-04-15 22:23:40,943 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=4.5, use_topk=True, P=0.7458, R=0.9888, F1=0.8502
2025-04-15 22:23:43,077 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=5.0, use_topk=True, P=0.7458, R=0.9888, F1=0.8502
2025-04-15 22:23:43,348 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=5.5, use_topk=True, P=0.7521, R=0.9888, F1=0.8544
2025-04-15 22:23:43,692 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=6.0, use_topk=True, P=0.7500, R=0.9775, F1=0.8488
2025-04-15 22:23:43,887 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=6.5, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:23:45,138 - INFO - [omi-1.txt] mode=mean_ratio, top_k=9, threshold=7.0, use_topk=True, P=0.7478, R=0.9663, F1=0.8431
2025-04-15 22:23:45,151 - INFO - [omi-10] Starting grid search...
2025-04-15 22:23:48,238 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=1.0, use_topk=True, P=0.4569, R=0.8689, F1=0.5989
2025-04-15 22:23:48,242 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=1.5, use_topk=True, P=0.4643, R=0.8525, F1=0.6012
2025-04-15 22:23:48,371 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=2.0, use_topk=True, P=0.4727, R=0.8525, F1=0.6082
2025-04-15 22:23:48,372 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=2.5, use_topk=True, P=0.4857, R=0.8361, F1=0.6145
2025-04-15 22:23:50,255 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=3.0, use_topk=True, P=0.4902, R=0.8197, F1=0.6135
2025-04-15 22:23:50,282 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=3.5, use_topk=True, P=0.4950, R=0.8197, F1=0.6173
2025-04-15 22:23:50,347 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=4.0, use_topk=True, P=0.4950, R=0.8197, F1=0.6173
2025-04-15 22:23:50,469 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=4.5, use_topk=True, P=0.5000, R=0.8033, F1=0.6164
2025-04-15 22:23:52,300 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=5.0, use_topk=True, P=0.5000, R=0.8033, F1=0.6164
2025-04-15 22:23:52,302 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=5.5, use_topk=True, P=0.5000, R=0.8033, F1=0.6164
2025-04-15 22:23:52,401 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=6.0, use_topk=True, P=0.4948, R=0.7869, F1=0.6076
2025-04-15 22:23:52,587 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=6.5, use_topk=True, P=0.4896, R=0.7705, F1=0.5987
2025-04-15 22:23:54,540 - INFO - [omi-10.txt] mode=mean_ratio, top_k=1, threshold=7.0, use_topk=True, P=0.4894, R=0.7541, F1=0.5935
2025-04-15 22:23:54,661 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=1.0, use_topk=True, P=0.4516, R=0.9180, F1=0.6054
2025-04-15 22:23:54,827 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=1.5, use_topk=True, P=0.4500, R=0.8852, F1=0.5967
2025-04-15 22:23:55,019 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=2.0, use_topk=True, P=0.4576, R=0.8852, F1=0.6034
2025-04-15 22:23:57,400 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=2.5, use_topk=True, P=0.4649, R=0.8689, F1=0.6057
2025-04-15 22:23:57,401 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=3.0, use_topk=True, P=0.4690, R=0.8689, F1=0.6092
2025-04-15 22:23:57,534 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=3.5, use_topk=True, P=0.4775, R=0.8689, F1=0.6163
2025-04-15 22:23:57,852 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=4.0, use_topk=True, P=0.4818, R=0.8689, F1=0.6199
2025-04-15 22:24:00,332 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=4.5, use_topk=True, P=0.4771, R=0.8525, F1=0.6118
2025-04-15 22:24:00,333 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=5.0, use_topk=True, P=0.4815, R=0.8525, F1=0.6154
2025-04-15 22:24:00,428 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=5.5, use_topk=True, P=0.4860, R=0.8525, F1=0.6190
2025-04-15 22:24:00,648 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=6.0, use_topk=True, P=0.4860, R=0.8525, F1=0.6190
2025-04-15 22:24:02,871 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=6.5, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 22:24:03,051 - INFO - [omi-10.txt] mode=mean_ratio, top_k=2, threshold=7.0, use_topk=True, P=0.4952, R=0.8525, F1=0.6265
2025-04-15 22:24:03,083 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=1.0, use_topk=True, P=0.4538, R=0.9672, F1=0.6178
2025-04-15 22:24:03,478 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=1.5, use_topk=True, P=0.4567, R=0.9508, F1=0.6170
2025-04-15 22:24:05,577 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=2.0, use_topk=True, P=0.4516, R=0.9180, F1=0.6054
2025-04-15 22:24:06,028 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=2.5, use_topk=True, P=0.4667, R=0.9180, F1=0.6188
2025-04-15 22:24:06,029 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=3.0, use_topk=True, P=0.4661, R=0.9016, F1=0.6145
2025-04-15 22:24:06,426 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=3.5, use_topk=True, P=0.4701, R=0.9016, F1=0.6180
2025-04-15 22:24:08,283 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=4.0, use_topk=True, P=0.4741, R=0.9016, F1=0.6215
2025-04-15 22:24:08,556 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=4.5, use_topk=True, P=0.4825, R=0.9016, F1=0.6286
2025-04-15 22:24:08,812 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=5.0, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-15 22:24:09,205 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=5.5, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-15 22:24:11,051 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=6.0, use_topk=True, P=0.4867, R=0.9016, F1=0.6322
2025-04-15 22:24:11,371 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=6.5, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 22:24:11,855 - INFO - [omi-10.txt] mode=mean_ratio, top_k=3, threshold=7.0, use_topk=True, P=0.4955, R=0.9016, F1=0.6395
2025-04-15 22:24:11,977 - INFO - [omi-10.txt] mode=mean_ratio, top_k=4, threshold=1.0, use_topk=True, P=0.4538, R=0.9672, F1=0.6178
2025-04-15 22:24:13,754 - INFO - [omi-10.txt] mode=mean_ratio, top_k=4, threshold=1.5, use_topk=True, P=0.4574, R=0.9672, F1=0.6211
2025-04-15 22:24:14,301 - INFO - [omi-10.txt] mode=mean_ratio, top_k=4, threshold=2.0, use_topk=True, P=0.4567, R=0.9508, F1=0.6170
