2025-04-18 14:12:30,152 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['robust_zscore'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-18 14:12:30,152 - INFO - 当前评分模式: ['robust_zscore']
2025-04-18 14:12:30,152 - INFO - 
==================================================
2025-04-18 14:12:30,152 - INFO - 开始执行网格搜索...
2025-04-18 14:12:30,153 - INFO - [omi-12] Starting grid search...
2025-04-18 14:12:33,309 - INFO - [omi-12.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-18 14:12:38,066 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-18 14:12:38,151 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.7350, R=0.9663, F1=0.8350
2025-04-18 14:12:38,151 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.7350, R=0.9663, F1=0.8350
2025-04-18 14:12:38,151 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.7350, R=0.9663, F1=0.8350
2025-04-18 14:12:38,330 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.7350, R=0.9663, F1=0.8350
2025-04-18 14:12:38,331 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.7350, R=0.9663, F1=0.8350
2025-04-18 14:12:38,331 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.7350, R=0.9663, F1=0.8350
2025-04-18 14:12:38,382 - INFO - [omi-5] Starting grid search...
2025-04-18 14:12:42,776 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-18 14:12:42,778 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.4757, R=1.0000, F1=0.6447
2025-04-18 14:12:42,835 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-18 14:12:42,835 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.4757, R=1.0000, F1=0.6447
2025-04-18 14:12:42,835 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-18 14:12:42,835 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.4757, R=1.0000, F1=0.6447
2025-04-18 14:12:42,835 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:12:42,835 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:12:42,835 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:12:43,065 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:12:43,066 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:12:43,066 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:12:43,067 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-18 14:12:43,067 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.4653, R=0.9592, F1=0.6267
2025-04-18 14:12:43,067 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.4700, R=0.9592, F1=0.6309
2025-04-18 14:12:43,118 - INFO - [omi-6] Starting grid search...
2025-04-18 14:12:47,439 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:47,475 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:47,475 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:47,476 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:47,476 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:48,004 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:48,005 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:48,006 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:48,006 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-18 14:12:48,006 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:12:48,006 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:12:48,068 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:12:48,068 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:12:48,068 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:12:48,958 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.2638, R=0.9773, F1=0.4155
2025-04-18 14:12:49,009 - INFO - [omi-7] Starting grid search...
2025-04-18 14:12:52,801 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:52,865 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:52,865 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:52,922 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,177 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,177 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,178 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,178 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,178 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,179 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,179 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,551 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,551 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,552 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,552 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-18 14:12:53,600 - INFO - [omi-9] Starting grid search...
2025-04-18 14:12:57,383 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,458 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,458 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,458 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,458 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,470 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,470 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,470 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,490 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,491 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,491 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,491 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,516 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,516 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,516 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-18 14:12:57,559 - INFO - [omi-8] Starting grid search...
2025-04-18 14:13:01,279 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,281 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,338 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,338 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,338 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,338 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,338 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,338 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,338 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,338 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,339 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,339 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,339 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,339 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,339 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-18 14:13:01,384 - INFO - [omi-2] Starting grid search...
2025-04-18 14:13:05,117 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,118 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,118 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,120 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,175 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,185 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,186 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,186 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,186 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,186 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,186 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,186 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,186 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,477 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,477 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-18 14:13:05,525 - INFO - [omi-11] Starting grid search...
2025-04-18 14:13:09,365 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,366 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,366 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,366 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,367 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,367 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,367 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,367 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,378 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,378 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,378 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,549 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,550 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,550 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,550 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-18 14:13:09,598 - INFO - [omi-10] Starting grid search...
2025-04-18 14:13:13,545 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,547 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,547 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,547 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,566 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,567 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,567 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,567 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,567 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-18 14:13:13,597 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.4724, R=0.9836, F1=0.6383
2025-04-18 14:13:13,597 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.4800, R=0.9836, F1=0.6452
2025-04-18 14:13:13,606 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.4800, R=0.9836, F1=0.6452
2025-04-18 14:13:13,713 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.4839, R=0.9836, F1=0.6486
2025-04-18 14:13:13,713 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.4839, R=0.9836, F1=0.6486
2025-04-18 14:13:13,714 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-18 14:13:13,765 - INFO - [omi-4] Starting grid search...
2025-04-18 14:13:17,588 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:13:17,623 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:13:17,624 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:13:17,624 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:13:17,638 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:13:17,639 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:13:17,664 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:13:17,685 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-18 14:13:17,685 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:13:17,702 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:13:17,752 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-18 14:13:17,762 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-18 14:13:17,762 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-18 14:13:17,762 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-18 14:13:17,762 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-18 14:13:17,809 - INFO - [omi-3] Starting grid search...
2025-04-18 14:13:21,547 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:13:21,548 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:13:21,548 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:13:21,548 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:13:21,548 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:13:21,548 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:13:21,548 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-18 14:13:21,577 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.8025, R=0.8333, F1=0.8176
