2025-04-16 23:19:33,031 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['robust_zscore'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_all', visual_dir='./visual/omi/neighbor_all', num_workers=36, gif_duration=500)
2025-04-16 23:19:33,031 - INFO - 当前评分模式: ['robust_zscore']
2025-04-16 23:19:33,031 - INFO - 
==================================================
2025-04-16 23:19:33,031 - INFO - 开始执行网格搜索...
2025-04-16 23:19:33,033 - INFO - [omi-12] Starting grid search...
2025-04-16 23:19:35,881 - INFO - [omi-12.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-04-16 23:19:35,917 - INFO - [omi-12.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 23:19:35,917 - INFO - [omi-12.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 23:19:35,917 - INFO - [omi-12.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 23:19:35,929 - INFO - [omi-12.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.6066, R=0.9250, F1=0.7327
2025-04-16 23:19:35,978 - INFO - [omi-1] Starting grid search...
2025-04-16 23:19:39,704 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,712 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,712 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,713 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,714 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,752 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,755 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,863 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,864 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 23:19:39,864 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.7350, R=0.9663, F1=0.8350
2025-04-16 23:19:39,864 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.7350, R=0.9663, F1=0.8350
2025-04-16 23:19:39,864 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.7350, R=0.9663, F1=0.8350
2025-04-16 23:19:39,865 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.7350, R=0.9663, F1=0.8350
2025-04-16 23:19:39,984 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.7350, R=0.9663, F1=0.8350
2025-04-16 23:19:39,985 - INFO - [omi-1.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.7350, R=0.9663, F1=0.8350
2025-04-16 23:19:40,030 - INFO - [omi-5] Starting grid search...
2025-04-16 23:19:44,042 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 23:19:44,045 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 23:19:44,065 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 23:19:44,065 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 23:19:44,065 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 23:19:44,065 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 23:19:44,150 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:19:44,150 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:19:44,151 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:19:44,165 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:19:44,165 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:19:44,165 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:19:44,165 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 23:19:44,238 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.4653, R=0.9592, F1=0.6267
2025-04-16 23:19:44,238 - INFO - [omi-5.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.4700, R=0.9592, F1=0.6309
2025-04-16 23:19:44,292 - INFO - [omi-6] Starting grid search...
2025-04-16 23:19:48,207 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,217 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,689 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,690 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,690 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,690 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,690 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,690 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,690 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.2606, R=0.9773, F1=0.4115
2025-04-16 23:19:48,690 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:19:48,691 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:19:48,691 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:19:48,691 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:19:48,691 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:19:48,691 - INFO - [omi-6.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.2638, R=0.9773, F1=0.4155
2025-04-16 23:19:48,737 - INFO - [omi-7] Starting grid search...
2025-04-16 23:19:52,407 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,408 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,409 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,410 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,414 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,518 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,520 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,520 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,520 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,521 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,521 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,521 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,521 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,521 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,522 - INFO - [omi-7.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.9048, R=0.9744, F1=0.9383
2025-04-16 23:19:52,570 - INFO - [omi-9] Starting grid search...
2025-04-16 23:19:56,182 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,183 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,209 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,210 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,625 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,626 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,626 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,627 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,627 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,627 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,627 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,627 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,627 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,627 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,627 - INFO - [omi-9.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 23:19:56,671 - INFO - [omi-8] Starting grid search...
2025-04-16 23:20:00,271 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,271 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,271 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,282 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,282 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,282 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,282 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,282 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,358 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,358 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,493 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,494 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,494 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,494 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,495 - INFO - [omi-8.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.3580, R=0.9355, F1=0.5179
2025-04-16 23:20:00,541 - INFO - [omi-2] Starting grid search...
2025-04-16 23:20:04,248 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,249 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,249 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,678 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,678 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,678 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,679 - INFO - [omi-2.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.4559, R=1.0000, F1=0.6263
2025-04-16 23:20:04,726 - INFO - [omi-11] Starting grid search...
2025-04-16 23:20:08,568 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:08,570 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:08,592 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:08,592 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:08,677 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:08,677 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:08,678 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:08,678 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:09,108 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:09,109 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:09,109 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:09,109 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:09,109 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:09,109 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:09,110 - INFO - [omi-11.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.3434, R=0.9828, F1=0.5089
2025-04-16 23:20:09,158 - INFO - [omi-10] Starting grid search...
2025-04-16 23:20:13,186 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,221 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,222 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,222 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,275 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,275 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.4688, R=0.9836, F1=0.6349
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.4724, R=0.9836, F1=0.6383
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.4800, R=0.9836, F1=0.6452
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.4800, R=0.9836, F1=0.6452
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.4839, R=0.9836, F1=0.6486
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.4839, R=0.9836, F1=0.6486
2025-04-16 23:20:13,276 - INFO - [omi-10.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 23:20:13,322 - INFO - [omi-4] Starting grid search...
2025-04-16 23:20:17,150 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:20:17,161 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:20:17,213 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:20:17,214 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:20:17,214 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:20:17,214 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:20:17,214 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:20:17,214 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 23:20:17,214 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:20:17,227 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:20:17,229 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 23:20:17,229 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 23:20:17,229 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 23:20:17,236 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 23:20:17,236 - INFO - [omi-4.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 23:20:17,283 - INFO - [omi-3] Starting grid search...
2025-04-16 23:20:21,137 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:20:21,139 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=0.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:20:21,251 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=1.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:20:21,252 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:20:21,252 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:20:21,252 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:20:21,252 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.8025, R=0.8333, F1=0.8176
2025-04-16 23:20:21,252 - INFO - [omi-3.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.8025, R=0.8333, F1=0.8176
