2025-04-16 10:46:43,486 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['deviation'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/use_topkTrue', visual_dir='./visual/omi/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-16 10:46:43,486 - INFO - 当前评分模式: ['deviation']
2025-04-16 10:46:43,486 - INFO - 
==================================================
2025-04-16 10:46:43,486 - INFO - 开始执行网格搜索...
2025-04-16 10:46:43,488 - INFO - [omi-1] Starting grid search...
2025-04-16 10:46:46,855 - INFO - [omi-1.txt] mode=deviation, top_k=1, threshold=1.0, use_topk=True, P=0.7456, R=0.9551, F1=0.8374
2025-04-16 10:47:01,682 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=2.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:01,801 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=3.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:02,010 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=3.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:03,682 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=4.0, use_topk=True, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 10:47:03,780 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=4.5, use_topk=True, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 10:47:03,930 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=5.0, use_topk=True, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 10:47:04,062 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=5.5, use_topk=True, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 10:47:05,657 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=6.0, use_topk=True, P=0.7436, R=0.9775, F1=0.8447
2025-04-16 10:47:05,865 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=6.5, use_topk=True, P=0.7391, R=0.9551, F1=0.8333
2025-04-16 10:47:05,951 - INFO - [omi-1.txt] mode=deviation, top_k=3, threshold=7.0, use_topk=True, P=0.7345, R=0.9326, F1=0.8218
2025-04-16 10:47:06,069 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:07,810 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=1.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:08,034 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=2.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:08,103 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=2.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:08,244 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=3.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:09,827 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=3.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:10,121 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=4.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:10,189 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=4.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:10,389 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=5.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:11,893 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=5.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:12,188 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=6.0, use_topk=True, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 10:47:12,253 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=6.5, use_topk=True, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 10:47:12,449 - INFO - [omi-1.txt] mode=deviation, top_k=4, threshold=7.0, use_topk=True, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 10:47:13,916 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:14,214 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=1.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:14,332 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=2.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:14,475 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=2.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:16,182 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=3.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:16,360 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=3.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:16,507 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=4.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:16,590 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=4.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:18,367 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=5.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:18,650 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=5.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:18,777 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=6.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:18,799 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=6.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:20,536 - INFO - [omi-1.txt] mode=deviation, top_k=5, threshold=7.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:20,764 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:20,980 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=1.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:20,981 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=2.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:22,559 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=2.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:22,791 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=3.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:22,945 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=3.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:22,981 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=4.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:24,648 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=4.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:24,840 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=5.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:25,019 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=5.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:25,020 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=6.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:26,624 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=6.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:26,830 - INFO - [omi-1.txt] mode=deviation, top_k=6, threshold=7.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:27,051 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:27,069 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=1.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:28,747 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=2.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:28,895 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=2.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:29,143 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=3.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:29,144 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=3.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:30,780 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=4.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:30,957 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=4.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:31,174 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=5.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:31,175 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=5.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:32,779 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=6.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:32,936 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=6.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:33,128 - INFO - [omi-1.txt] mode=deviation, top_k=7, threshold=7.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:33,197 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:34,876 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=1.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:35,055 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=2.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:35,160 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=2.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:35,353 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=3.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:37,006 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=3.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:37,154 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=4.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:37,266 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=4.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:37,473 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=5.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:39,076 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=5.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:39,261 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=6.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:39,368 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=6.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:39,622 - INFO - [omi-1.txt] mode=deviation, top_k=8, threshold=7.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:41,126 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=1.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:41,293 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=1.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:41,377 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=2.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:41,667 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=2.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:43,197 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=3.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:43,317 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=3.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:43,480 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=4.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:43,880 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=4.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:45,351 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=5.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:45,382 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=5.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:45,569 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=6.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:45,979 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=6.5, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:47,247 - INFO - [omi-1.txt] mode=deviation, top_k=9, threshold=7.0, use_topk=True, P=0.7417, R=1.0000, F1=0.8517
2025-04-16 10:47:47,264 - INFO - [omi-10] Starting grid search...
2025-04-16 10:47:50,586 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=1.0, use_topk=True, P=0.4511, R=0.9836, F1=0.6186
2025-04-16 10:47:50,588 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=1.5, use_topk=True, P=0.4545, R=0.9836, F1=0.6218
2025-04-16 10:47:50,588 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=2.0, use_topk=True, P=0.4504, R=0.9672, F1=0.6146
2025-04-16 10:47:50,588 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=2.5, use_topk=True, P=0.4646, R=0.9672, F1=0.6277
2025-04-16 10:47:52,546 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=3.0, use_topk=True, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 10:47:52,582 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=3.5, use_topk=True, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 10:47:52,622 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=4.0, use_topk=True, P=0.4797, R=0.9672, F1=0.6413
2025-04-16 10:47:52,635 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=4.5, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-16 10:47:54,494 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=5.0, use_topk=True, P=0.4876, R=0.9672, F1=0.6484
2025-04-16 10:47:54,635 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=5.5, use_topk=True, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 10:47:54,636 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=6.0, use_topk=True, P=0.4917, R=0.9672, F1=0.6519
2025-04-16 10:47:54,662 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=6.5, use_topk=True, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 10:47:56,521 - INFO - [omi-10.txt] mode=deviation, top_k=1, threshold=7.0, use_topk=True, P=0.4958, R=0.9672, F1=0.6556
2025-04-16 10:47:56,694 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=1.0, use_topk=True, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 10:47:56,766 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=1.5, use_topk=True, P=0.4478, R=0.9836, F1=0.6154
2025-04-16 10:47:56,833 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=2.0, use_topk=True, P=0.4511, R=0.9836, F1=0.6186
2025-04-16 10:47:58,562 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=2.5, use_topk=True, P=0.4545, R=0.9836, F1=0.6218
2025-04-16 10:47:58,741 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=3.0, use_topk=True, P=0.4580, R=0.9836, F1=0.6250
2025-04-16 10:47:58,771 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=3.5, use_topk=True, P=0.4615, R=0.9836, F1=0.6283
2025-04-16 10:47:58,867 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=4.0, use_topk=True, P=0.4646, R=0.9672, F1=0.6277
2025-04-16 10:48:00,719 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=4.5, use_topk=True, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 10:48:00,906 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=5.0, use_topk=True, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 10:48:00,944 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=5.5, use_topk=True, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 10:48:00,990 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=6.0, use_topk=True, P=0.4758, R=0.9672, F1=0.6378
2025-04-16 10:48:02,777 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=6.5, use_topk=True, P=0.4797, R=0.9672, F1=0.6413
2025-04-16 10:48:02,914 - INFO - [omi-10.txt] mode=deviation, top_k=2, threshold=7.0, use_topk=True, P=0.4836, R=0.9672, F1=0.6448
2025-04-16 10:48:03,010 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=1.0, use_topk=True, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 10:48:03,077 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=1.5, use_topk=True, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 10:48:04,823 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=2.0, use_topk=True, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 10:48:04,954 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=2.5, use_topk=True, P=0.4478, R=0.9836, F1=0.6154
2025-04-16 10:48:05,110 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=3.0, use_topk=True, P=0.4478, R=0.9836, F1=0.6154
2025-04-16 10:48:05,166 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=3.5, use_topk=True, P=0.4545, R=0.9836, F1=0.6218
2025-04-16 10:48:06,904 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=4.0, use_topk=True, P=0.4580, R=0.9836, F1=0.6250
2025-04-16 10:48:07,019 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=4.5, use_topk=True, P=0.4580, R=0.9836, F1=0.6250
2025-04-16 10:48:07,194 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=5.0, use_topk=True, P=0.4609, R=0.9672, F1=0.6243
2025-04-16 10:48:07,295 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=5.5, use_topk=True, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 10:48:08,947 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=6.0, use_topk=True, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 10:48:09,041 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=6.5, use_topk=True, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 10:48:09,285 - INFO - [omi-10.txt] mode=deviation, top_k=3, threshold=7.0, use_topk=True, P=0.4683, R=0.9672, F1=0.6310
2025-04-16 10:48:09,360 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=1.0, use_topk=True, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 10:48:11,016 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=1.5, use_topk=True, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 10:48:11,106 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=2.0, use_topk=True, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 10:48:11,482 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=2.5, use_topk=True, P=0.4444, R=0.9836, F1=0.6122
2025-04-16 10:48:11,537 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=3.0, use_topk=True, P=0.4478, R=0.9836, F1=0.6154
2025-04-16 10:48:13,112 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=3.5, use_topk=True, P=0.4511, R=0.9836, F1=0.6186
2025-04-16 10:48:13,163 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=4.0, use_topk=True, P=0.4511, R=0.9836, F1=0.6186
2025-04-16 10:48:13,560 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=4.5, use_topk=True, P=0.4545, R=0.9836, F1=0.6218
2025-04-16 10:48:13,619 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=5.0, use_topk=True, P=0.4580, R=0.9836, F1=0.6250
2025-04-16 10:48:15,146 - INFO - [omi-10.txt] mode=deviation, top_k=4, threshold=5.5, use_topk=True, P=0.4580, R=0.9836, F1=0.6250
