2025-05-08 01:57:58,991 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_all', visual_dir='./visual/machine/neighbor_all', num_workers=36, gif_duration=500)
2025-05-08 01:57:58,991 - INFO - 当前评分模式: ['strict_deviation']
2025-05-08 01:57:58,992 - INFO - 
==================================================
2025-05-08 01:57:58,992 - INFO - 开始执行网格搜索...
2025-05-08 01:57:58,996 - INFO - [machine-1-1] Starting grid search...
2025-05-08 01:58:46,697 - INFO - [machine-1-1.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 01:59:27,018 - INFO - [machine-1-7.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.4198, R=0.9462, F1=0.5816
2025-05-08 01:59:27,018 - INFO - [machine-1-7.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.4212, R=0.9462, F1=0.5829
2025-05-08 01:59:27,018 - INFO - [machine-1-7.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.4221, R=0.9385, F1=0.5823
2025-05-08 01:59:27,018 - INFO - [machine-1-7.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.4231, R=0.9308, F1=0.5817
2025-05-08 01:59:27,097 - INFO - [machine-2-7] Starting grid search...
2025-05-08 01:59:59,943 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.2000, R=0.5930, F1=0.2991
2025-05-08 01:59:59,954 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.2570, R=0.5349, F1=0.3472
2025-05-08 01:59:59,954 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.3116, R=0.5000, F1=0.3839
2025-05-08 01:59:59,954 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.3306, R=0.4767, F1=0.3905
2025-05-08 01:59:59,954 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.3333, R=0.4186, F1=0.3711
2025-05-08 01:59:59,954 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.3267, R=0.3837, F1=0.3529
2025-05-08 01:59:59,955 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.3191, R=0.3488, F1=0.3333
2025-05-08 01:59:59,955 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.3261, R=0.3488, F1=0.3371
2025-05-08 01:59:59,955 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.3448, R=0.3488, F1=0.3468
2025-05-08 01:59:59,955 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.3571, R=0.3488, F1=0.3529
2025-05-08 01:59:59,955 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.3704, R=0.3488, F1=0.3593
2025-05-08 02:00:00,077 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.3797, R=0.3488, F1=0.3636
2025-05-08 02:00:00,078 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.3947, R=0.3488, F1=0.3704
2025-05-08 02:00:00,078 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.4054, R=0.3488, F1=0.3750
2025-05-08 02:00:00,078 - INFO - [machine-2-7.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.4085, R=0.3372, F1=0.3694
2025-05-08 02:00:00,175 - INFO - [machine-3-6] Starting grid search...
2025-05-08 02:00:44,163 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.2867, R=0.9130, F1=0.4364
2025-05-08 02:00:44,164 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.2867, R=0.9130, F1=0.4364
2025-05-08 02:00:44,164 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.2887, R=0.9130, F1=0.4386
2025-05-08 02:00:44,375 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.2917, R=0.9130, F1=0.4421
2025-05-08 02:00:44,376 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.2937, R=0.9130, F1=0.4444
2025-05-08 02:00:44,484 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.2968, R=0.9130, F1=0.4480
2025-05-08 02:00:44,484 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.3000, R=0.9130, F1=0.4516
2025-05-08 02:00:44,484 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.3022, R=0.9130, F1=0.4541
2025-05-08 02:00:44,485 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.3022, R=0.9130, F1=0.4541
2025-05-08 02:00:44,485 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.3043, R=0.9130, F1=0.4565
2025-05-08 02:00:44,485 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.3043, R=0.9130, F1=0.4565
2025-05-08 02:00:44,485 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.3111, R=0.9130, F1=0.4641
2025-05-08 02:00:44,485 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.3086, R=0.9022, F1=0.4598
2025-05-08 02:00:44,485 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.3086, R=0.9022, F1=0.4598
2025-05-08 02:00:44,485 - INFO - [machine-3-6.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.3097, R=0.9022, F1=0.4611
2025-05-08 02:00:44,575 - INFO - [machine-3-3] Starting grid search...
2025-05-08 02:01:21,572 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 02:01:21,628 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.1818, R=0.3614, F1=0.2419
2025-05-08 02:01:21,628 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.1873, R=0.3373, F1=0.2409
2025-05-08 02:01:21,629 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.2014, R=0.3373, F1=0.2523
2025-05-08 02:01:21,629 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.2134, R=0.3253, F1=0.2578
2025-05-08 02:01:21,629 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.2294, R=0.3193, F1=0.2670
2025-05-08 02:01:21,629 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.2442, R=0.3193, F1=0.2768
2025-05-08 02:01:21,629 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.2560, R=0.3193, F1=0.2842
2025-05-08 02:01:21,686 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.2526, R=0.2952, F1=0.2722
2025-05-08 02:01:21,686 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.2554, R=0.2831, F1=0.2686
2025-05-08 02:01:21,747 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.2670, R=0.2831, F1=0.2749
2025-05-08 02:01:21,748 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.2961, R=0.2711, F1=0.2830
2025-05-08 02:01:21,748 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.3060, R=0.2470, F1=0.2733
2025-05-08 02:01:21,748 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.3200, R=0.2410, F1=0.2749
2025-05-08 02:01:21,787 - INFO - [machine-3-3.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.3305, R=0.2349, F1=0.2746
2025-05-08 02:01:21,873 - INFO - [machine-3-4] Starting grid search...
2025-05-08 02:01:57,731 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 02:01:57,731 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.1404, R=0.8000, F1=0.2388
2025-05-08 02:01:57,731 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.1394, R=0.7667, F1=0.2359
2025-05-08 02:01:57,731 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.1437, R=0.7667, F1=0.2421
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.1554, R=0.7667, F1=0.2584
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.1597, R=0.7667, F1=0.2644
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.1594, R=0.7333, F1=0.2619
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.1641, R=0.7000, F1=0.2658
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.1721, R=0.7000, F1=0.2763
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.1736, R=0.7000, F1=0.2781
2025-05-08 02:01:57,732 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.1750, R=0.7000, F1=0.2800
2025-05-08 02:01:57,755 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.1624, R=0.6333, F1=0.2585
2025-05-08 02:01:57,755 - INFO - [machine-3-4.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.1565, R=0.6000, F1=0.2483
2025-05-08 02:01:57,840 - INFO - [machine-3-8] Starting grid search...
2025-05-08 02:02:36,775 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 02:02:36,910 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 02:02:36,910 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 02:02:40,122 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-08 02:02:40,123 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.3254, R=0.9821, F1=0.4889
2025-05-08 02:02:40,123 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.3274, R=0.9821, F1=0.4911
2025-05-08 02:02:40,123 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.3274, R=0.9821, F1=0.4911
2025-05-08 02:02:40,123 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.3333, R=0.9821, F1=0.4977
2025-05-08 02:02:40,123 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.3293, R=0.9643, F1=0.4909
2025-05-08 02:02:40,123 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.3293, R=0.9643, F1=0.4909
2025-05-08 02:02:40,123 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.3313, R=0.9643, F1=0.4932
2025-05-08 02:02:40,123 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.3313, R=0.9643, F1=0.4932
2025-05-08 02:02:40,124 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.3354, R=0.9643, F1=0.4977
2025-05-08 02:02:40,124 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.3418, R=0.9643, F1=0.5047
2025-05-08 02:02:40,124 - INFO - [machine-3-8.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.3439, R=0.9643, F1=0.5070
2025-05-08 02:02:40,215 - INFO - [machine-2-1] Starting grid search...
2025-05-08 02:03:13,500 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-08 02:03:13,501 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.2245, R=0.9773, F1=0.3652
2025-05-08 02:03:13,776 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.2198, R=0.9318, F1=0.3557
2025-05-08 02:03:13,777 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.2240, R=0.9318, F1=0.3612
2025-05-08 02:03:13,777 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.2219, R=0.8977, F1=0.3559
2025-05-08 02:03:13,777 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.2181, R=0.8750, F1=0.3492
2025-05-08 02:03:13,777 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.2141, R=0.8295, F1=0.3403
2025-05-08 02:03:14,178 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.2128, R=0.7955, F1=0.3357
2025-05-08 02:03:14,351 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.2143, R=0.7841, F1=0.3366
2025-05-08 02:03:14,351 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.2226, R=0.7841, F1=0.3467
2025-05-08 02:03:14,352 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.2241, R=0.7614, F1=0.3463
2025-05-08 02:03:14,352 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.2184, R=0.7273, F1=0.3360
2025-05-08 02:03:14,352 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.2238, R=0.7273, F1=0.3422
2025-05-08 02:03:14,352 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.2190, R=0.6818, F1=0.3315
2025-05-08 02:03:14,352 - INFO - [machine-2-1.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.2273, R=0.6818, F1=0.3409
2025-05-08 02:03:14,433 - INFO - [machine-1-6] Starting grid search...
2025-05-08 02:03:57,102 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.3810, R=0.9422, F1=0.5426
2025-05-08 02:03:57,104 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.4228, R=0.8946, F1=0.5742
2025-05-08 02:03:57,104 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.4366, R=0.8435, F1=0.5754
2025-05-08 02:03:57,104 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.4583, R=0.8027, F1=0.5834
2025-05-08 02:03:57,227 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.4708, R=0.7415, F1=0.5760
2025-05-08 02:03:57,246 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.4892, R=0.6905, F1=0.5726
2025-05-08 02:03:57,248 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.5039, R=0.6633, F1=0.5727
2025-05-08 02:03:57,249 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.5155, R=0.6224, F1=0.5639
2025-05-08 02:03:57,249 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.5247, R=0.5782, F1=0.5502
2025-05-08 02:03:57,249 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.5320, R=0.5374, F1=0.5347
2025-05-08 02:03:57,249 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.5507, R=0.5170, F1=0.5333
2025-05-08 02:03:57,249 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.5308, R=0.4694, F1=0.4982
2025-05-08 02:03:57,249 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.5240, R=0.4456, F1=0.4816
2025-05-08 02:03:57,249 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.5152, R=0.4048, F1=0.4533
2025-05-08 02:03:57,249 - INFO - [machine-1-6.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.5227, R=0.3912, F1=0.4475
2025-05-08 02:03:57,338 - INFO - [machine-2-2] Starting grid search...
2025-05-08 02:04:33,508 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 02:04:33,509 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 02:04:33,509 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.2426, R=0.8507, F1=0.3775
2025-05-08 02:04:35,434 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.2446, R=0.8507, F1=0.3800
2025-05-08 02:04:35,435 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.2457, R=0.8507, F1=0.3813
2025-05-08 02:04:35,435 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.2457, R=0.8507, F1=0.3813
2025-05-08 02:04:35,435 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.2478, R=0.8507, F1=0.3838
2025-05-08 02:04:35,436 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.2489, R=0.8507, F1=0.3851
2025-05-08 02:04:35,436 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.2522, R=0.8507, F1=0.3891
2025-05-08 02:04:35,436 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.2489, R=0.8358, F1=0.3836
2025-05-08 02:04:35,436 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.2466, R=0.8209, F1=0.3793
2025-05-08 02:04:35,436 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.2432, R=0.8060, F1=0.3737
2025-05-08 02:04:35,436 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.2432, R=0.8060, F1=0.3737
2025-05-08 02:04:35,436 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.2431, R=0.7910, F1=0.3719
2025-05-08 02:04:35,436 - INFO - [machine-2-2.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.2419, R=0.7761, F1=0.3688
2025-05-08 02:04:35,527 - INFO - [machine-2-8] Starting grid search...
2025-05-08 02:05:05,877 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,878 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,878 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,878 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,878 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,878 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,878 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,879 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,879 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:05,886 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:06,007 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:06,008 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:06,114 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:06,114 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:06,114 - INFO - [machine-2-8.txt] mode=strict_deviation, all=None, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-08 02:05:06,219 - INFO - [machine-3-11] Starting grid search...
2025-05-08 02:05:41,956 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 02:05:41,957 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=0.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 02:05:41,957 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=1.0, P=0.5325, R=0.9111, F1=0.6721
