2025-04-15 21:35:29,159 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['robust_zscore'], use_topk=False, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkFalse', visual_dir='./visual/use_topkFalse', num_workers=4, gif_duration=500)
2025-04-15 21:35:29,160 - INFO - 当前评分模式: ['robust_zscore']
2025-04-15 21:35:29,160 - INFO - 
==================================================
2025-04-15 21:35:29,160 - INFO - 开始执行网格搜索...
2025-04-15 21:35:29,162 - INFO - [omi-1] Starting grid search...
2025-04-15 21:35:32,720 - INFO - [omi-1.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.7395, R=0.9888, F1=0.8462
2025-04-15 21:35:36,971 - INFO - [omi-1.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 21:35:38,826 - INFO - [omi-1.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.7350, R=0.9663, F1=0.8350
2025-04-15 21:35:38,843 - INFO - [omi-10] Starting grid search...
2025-04-15 21:35:42,162 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.4688, R=0.9836, F1=0.6349
2025-04-15 21:35:42,163 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.4688, R=0.9836, F1=0.6349
2025-04-15 21:35:42,205 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.4688, R=0.9836, F1=0.6349
2025-04-15 21:35:42,264 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.4688, R=0.9836, F1=0.6349
2025-04-15 21:35:44,321 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.4688, R=0.9836, F1=0.6349
2025-04-15 21:35:44,446 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.4688, R=0.9836, F1=0.6349
2025-04-15 21:35:44,449 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.4688, R=0.9836, F1=0.6349
2025-04-15 21:35:44,450 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.4724, R=0.9836, F1=0.6383
2025-04-15 21:35:46,464 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.4800, R=0.9836, F1=0.6452
2025-04-15 21:35:46,634 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.4800, R=0.9836, F1=0.6452
2025-04-15 21:35:46,763 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.4839, R=0.9836, F1=0.6486
2025-04-15 21:35:46,764 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.4839, R=0.9836, F1=0.6486
2025-04-15 21:35:48,535 - INFO - [omi-10.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.4836, R=0.9672, F1=0.6448
2025-04-15 21:35:48,554 - INFO - [omi-11] Starting grid search...
2025-04-15 21:35:51,680 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:51,771 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:51,806 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:51,807 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:53,811 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:53,898 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:53,950 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:53,970 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:55,942 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:56,044 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:56,122 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:56,134 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:57,875 - INFO - [omi-11.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.3434, R=0.9828, F1=0.5089
2025-04-15 21:35:57,890 - INFO - [omi-12] Starting grid search...
2025-04-15 21:36:00,630 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 21:36:00,631 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 21:36:00,655 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 21:36:00,681 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 21:36:02,341 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 21:36:02,342 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 21:36:02,343 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 21:36:02,371 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.6066, R=0.9250, F1=0.7327
2025-04-15 21:36:03,959 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.6066, R=0.9250, F1=0.7327
2025-04-15 21:36:03,966 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.6066, R=0.9250, F1=0.7327
2025-04-15 21:36:03,966 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.6066, R=0.9250, F1=0.7327
2025-04-15 21:36:03,966 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.6066, R=0.9250, F1=0.7327
2025-04-15 21:36:05,445 - INFO - [omi-12.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.6066, R=0.9250, F1=0.7327
2025-04-15 21:36:05,462 - INFO - [omi-2] Starting grid search...
2025-04-15 21:36:08,634 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:08,635 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:08,695 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:08,695 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:10,560 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:10,595 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:10,652 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:10,677 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:12,544 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:12,659 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:12,692 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:12,693 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:14,395 - INFO - [omi-2.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 21:36:14,418 - INFO - [omi-3] Starting grid search...
2025-04-15 21:36:17,634 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:36:17,637 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:36:17,722 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:36:17,722 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:36:19,568 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:36:19,604 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.8025, R=0.8333, F1=0.8176
2025-04-15 21:36:19,753 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:36:19,753 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:36:21,724 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.8228, R=0.8333, F1=0.8280
2025-04-15 21:36:21,757 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.8205, R=0.8205, F1=0.8205
2025-04-15 21:36:21,924 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.8205, R=0.8205, F1=0.8205
2025-04-15 21:36:21,925 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.8205, R=0.8205, F1=0.8205
2025-04-15 21:36:23,665 - INFO - [omi-3.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.8205, R=0.8205, F1=0.8205
2025-04-15 21:36:23,683 - INFO - [omi-4] Starting grid search...
2025-04-15 21:36:26,947 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:36:26,999 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:36:27,000 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:36:27,000 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:36:29,076 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:36:29,077 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.8250, R=0.9851, F1=0.8980
2025-04-15 21:36:29,101 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:36:29,102 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:36:31,137 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.8462, R=0.9851, F1=0.9103
2025-04-15 21:36:31,227 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.8442, R=0.9701, F1=0.9028
2025-04-15 21:36:31,227 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.8442, R=0.9701, F1=0.9028
2025-04-15 21:36:31,227 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.8442, R=0.9701, F1=0.9028
2025-04-15 21:36:33,009 - INFO - [omi-4.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.8442, R=0.9701, F1=0.9028
2025-04-15 21:36:33,024 - INFO - [omi-5] Starting grid search...
2025-04-15 21:36:36,359 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.4757, R=1.0000, F1=0.6447
2025-04-15 21:36:36,360 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.4757, R=1.0000, F1=0.6447
2025-04-15 21:36:36,360 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.4757, R=1.0000, F1=0.6447
2025-04-15 21:36:36,360 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.4757, R=1.0000, F1=0.6447
2025-04-15 21:36:38,528 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:36:38,529 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:36:38,534 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:36:38,534 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:36:40,553 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:36:40,571 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:36:40,612 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.4706, R=0.9796, F1=0.6358
2025-04-15 21:36:40,648 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.4653, R=0.9592, F1=0.6267
2025-04-15 21:36:42,488 - INFO - [omi-5.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.4700, R=0.9592, F1=0.6309
2025-04-15 21:36:42,503 - INFO - [omi-6] Starting grid search...
2025-04-15 21:36:45,766 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:36:45,767 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:36:45,767 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:36:45,793 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:36:47,825 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:36:47,849 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:36:47,878 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.2606, R=0.9773, F1=0.4115
2025-04-15 21:36:47,878 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:36:49,891 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:36:49,893 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:36:49,923 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:36:49,924 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:36:51,785 - INFO - [omi-6.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.2638, R=0.9773, F1=0.4155
2025-04-15 21:36:51,804 - INFO - [omi-7] Starting grid search...
2025-04-15 21:36:54,811 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:54,847 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:54,850 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:54,859 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:56,686 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:56,744 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:56,822 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:56,823 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:58,594 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:58,638 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:58,703 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:36:58,719 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:37:00,365 - INFO - [omi-7.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.9048, R=0.9744, F1=0.9383
2025-04-15 21:37:00,382 - INFO - [omi-8] Starting grid search...
2025-04-15 21:37:03,644 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:03,824 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:03,825 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:03,825 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:05,694 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:05,695 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:05,792 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:05,834 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:07,721 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:07,722 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:07,851 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:07,882 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:09,557 - INFO - [omi-8.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.3580, R=0.9355, F1=0.5179
2025-04-15 21:37:09,572 - INFO - [omi-9] Starting grid search...
2025-04-15 21:37:12,770 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=1.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:12,852 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=1.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:12,852 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=2.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:12,852 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=2.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:14,738 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=3.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:14,800 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=3.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:14,840 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=4.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:14,842 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=4.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:16,705 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=5.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:16,829 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=5.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:16,849 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=6.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:16,849 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=6.5, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:18,480 - INFO - [omi-9.txt] mode=robust_zscore, top_k=None, threshold=7.0, use_topk=False, P=0.4962, R=0.9155, F1=0.6436
2025-04-15 21:37:18,499 - INFO - 
==================================================
